"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"30.12.2020","30,70","30,70","30,70","30,70","","0,00%"
"29.12.2020","30,70","30,70","30,70","30,70","","2,33%"
"28.12.2020","30,00","30,00","30,00","30,00","","-1,15%"
"24.12.2020","30,35","30,35","30,35","30,35","","0,00%"
"23.12.2020","30,35","30,35","30,35","30,35","","0,17%"
"22.12.2020","30,30","30,30","30,30","30,30","","0,17%"
"21.12.2020","30,25","30,25","30,25","30,25","","0,50%"
"18.12.2020","30,10","30,10","30,10","30,10","","0,00%"
"17.12.2020","30,10","30,10","30,10","30,10","","0,00%"
"16.12.2020","30,10","30,10","30,10","30,10","","0,00%"
"15.12.2020","30,10","30,10","30,10","30,10","","0,33%"
"14.12.2020","30,00","30,00","30,00","30,00","","0,84%"
