"Date","Price","Open","High","Low","Vol.","Change %"
"02/16/2023","52.010","54.000","54.000","54.000","0.01K","-4.94%"
"02/15/2023","54.715","54.200","54.200","54.200","0.00K","4.45%"
"02/14/2023","52.385","52.000","52.000","52.000","0.00K","1.32%"
"02/13/2023","51.705","51.705","51.705","51.705","","-4.15%"
"02/10/2023","53.945","53.250","53.250","53.250","0.00K","2.29%"
"02/09/2023","52.735","52.735","52.735","52.735","","-1.77%"
"02/08/2023","53.685","53.685","53.685","53.685","","-3.10%"
"02/07/2023","55.405","57.400","57.700","55.500","0.01K","-4.65%"
"02/06/2023","58.110","58.110","58.110","58.110","","0.38%"
"02/03/2023","57.890","58.000","59.200","57.900","0.01K","1.49%"
"02/02/2023","57.040","57.100","57.100","56.700","0.00K","-4.17%"
"02/01/2023","59.525","57.400","58.200","57.400","0.00K","3.79%"
"01/31/2023","57.350","60.200","60.200","57.400","0.01K","3.98%"
"01/30/2023","55.156","56.850","56.850","55.500","0.01K","-0.49%"
"01/27/2023","55.425","53.500","53.500","53.000","0.01K","1.11%"
"01/26/2023","54.815","56.600","56.600","56.600","0.00K","-3.26%"
"01/25/2023","56.660","57.250","57.250","56.600","0.00K","-2.76%"
"01/24/2023","58.270","58.270","58.270","58.270","","-11.71%"
"01/23/2023","66.000","65.200","65.200","64.600","0.00K","-1.35%"
"01/20/2023","66.900","66.500","66.500","66.500","0.00K","10.19%"
"01/19/2023","60.715","60.300","61.100","60.300","0.02K","-1.61%"
"01/18/2023","61.710","60.000","62.200","60.000","0.01K","2.75%"
"01/17/2023","60.060","65.000","65.000","54.500","0.01K","-7.33%"
"01/13/2023","64.810","66.300","66.300","62.800","0.01K","-2.99%"
"01/12/2023","66.810","69.600","69.600","67.600","0.01K","2.24%"
"01/11/2023","65.345","67.595","67.595","65.500","0.01K","-6.74%"
"01/10/2023","70.070","73.000","76.000","70.200","0.02K","-5.69%"
"01/09/2023","74.300","71.050","75.400","70.100","0.01K","6.85%"
"01/06/2023","69.535","72.000","76.000","68.000","0.01K","-3.98%"
"01/05/2023","72.420","72.420","72.420","72.420","","11.38%"
"01/04/2023","65.020","65.020","65.020","65.020","","-10.09%"
"01/03/2023","72.315","72.315","72.315","72.315","","-5.24%"
"12/30/2022","76.315","76.315","76.315","76.315","","-8.96%"
"12/29/2022","83.830","83.830","83.830","83.830","","3.05%"
"12/28/2022","81.350","81.350","81.350","81.350","","1.63%"
"12/27/2022","80.045","80.045","80.045","80.045","","-3.53%"
"12/23/2022","82.975","82.975","82.975","82.975","","-9.75%"
"12/22/2022","91.940","91.940","91.940","91.940","","-5.94%"
"12/21/2022","97.750","97.750","97.750","97.750","","-7.51%"
"12/20/2022","105.690","105.690","105.690","105.690","","-2.63%"
"12/19/2022","108.545","108.545","108.545","108.545","","-5.98%"
"12/16/2022","115.450","115.450","115.450","115.450","","-14.33%"
"12/15/2022","134.765","134.765","134.765","134.765","","2.48%"
"12/14/2022","131.510","131.510","131.510","131.510","","-4.38%"
"12/13/2022","137.530","137.530","137.530","137.530","","0.69%"
"12/12/2022","136.590","136.590","136.590","136.590","","-1.82%"
"12/09/2022","139.115","139.115","139.115","139.115","","0.16%"
"12/08/2022","138.895","138.895","138.895","138.895","","-6.93%"
"12/07/2022","149.245","149.245","149.245","149.245","","7.77%"
"12/06/2022","138.490","138.490","138.490","138.490","","2.81%"
"12/05/2022","134.700","134.700","134.700","134.700","","-0.63%"
"12/02/2022","135.560","135.560","135.560","135.560","","-2.66%"
"12/01/2022","139.260","139.260","139.260","139.260","","-4.87%"
"11/30/2022","146.395","146.395","146.395","146.395","","10.67%"
"11/29/2022","132.286","132.286","132.286","132.286","","7.31%"
"11/28/2022","123.280","123.280","123.280","123.280","","-0.88%"
"11/25/2022","124.370","124.370","124.370","124.370","","-4.05%"
"11/23/2022","129.620","129.620","129.620","129.620","","8.34%"
"11/22/2022","119.640","119.640","119.640","119.640","","3.02%"
"11/21/2022","116.130","116.130","116.130","116.130","","0.54%"
"11/18/2022","115.510","115.510","115.510","115.510","","2.63%"
"11/17/2022","112.555","112.555","112.555","112.555","","-1.18%"
"11/16/2022","113.900","113.900","113.900","113.900","","-8.22%"
"11/15/2022","124.105","124.105","124.105","124.105","","9.15%"
"11/14/2022","113.705","113.705","113.705","113.705","","16.20%"
"11/11/2022","97.855","97.855","97.855","97.855","","-13.75%"
"11/10/2022","113.450","113.450","113.450","113.450","","0.27%"
"11/09/2022","113.145","113.145","113.145","113.145","","-4.23%"
"11/08/2022","118.145","118.145","118.145","118.145","","7.71%"
"11/07/2022","109.685","109.685","109.685","109.685","","-4.44%"
"11/04/2022","114.785","114.785","114.785","114.785","","-8.50%"
"11/03/2022","125.445","125.445","125.445","125.445","","-0.33%"
"11/02/2022","125.865","125.865","125.865","125.865","","8.32%"
"11/01/2022","116.195","116.195","116.195","116.195","","-5.80%"
"10/31/2022","123.350","123.350","123.350","123.350","","9.89%"
"10/28/2022","112.244","112.244","112.244","112.244","","4.52%"
"10/27/2022","107.385","107.385","107.385","107.385","","2.94%"
"10/26/2022","104.320","104.320","104.320","104.320","","4.53%"
"10/25/2022","99.795","99.795","99.795","99.795","","0.63%"
"10/24/2022","99.170","99.170","99.170","99.170","","-12.68%"
"10/21/2022","113.575","113.575","113.575","113.575","","-10.67%"
"10/20/2022","127.145","127.145","127.145","127.145","","13.01%"
"10/19/2022","112.510","112.510","112.510","112.510","","-0.63%"
"10/18/2022","113.220","113.220","113.220","113.220","","-11.53%"
"10/17/2022","127.980","127.980","127.980","127.980","","-9.87%"
"10/14/2022","141.995","141.995","141.995","141.995","","-7.68%"
"10/13/2022","153.810","153.810","153.810","153.810","","-3.98%"
"10/12/2022","160.190","160.190","160.190","160.190","","2.18%"
"10/11/2022","156.780","156.780","156.780","156.780","","1.73%"
"10/10/2022","154.120","154.120","154.120","154.120","","-1.33%"
"10/07/2022","156.205","156.205","156.205","156.205","","-11.10%"
"10/06/2022","175.710","175.710","175.710","175.710","","1.16%"
"10/05/2022","173.695","173.695","173.695","173.695","","7.25%"
"10/04/2022","161.950","161.950","161.950","161.950","","-4.68%"
"10/03/2022","169.910","169.910","169.910","169.910","","-10.01%"
"09/30/2022","188.800","188.800","188.800","188.800","","0.60%"
"09/29/2022","187.665","187.665","187.665","187.665","","-9.42%"
"09/28/2022","207.185","207.185","207.185","207.185","","11.33%"
"09/27/2022","186.100","186.100","186.100","186.100","","7.06%"
"09/26/2022","173.835","173.835","173.835","173.835","","-6.29%"
"09/23/2022","185.495","185.495","185.495","185.495","","-1.05%"
"09/22/2022","187.470","187.470","187.470","187.470","","-1.22%"
"09/21/2022","189.780","189.780","189.780","189.780","","-2.31%"
"09/20/2022","194.260","194.260","194.260","194.260","","6.58%"
"09/19/2022","182.260","182.260","182.260","182.260","","-2.95%"
"09/16/2022","187.795","187.795","187.795","187.795","","-12.36%"
"09/15/2022","214.285","214.285","214.285","214.285","0.01K","-1.65%"
"09/14/2022","217.880","217.880","217.880","217.880","","9.70%"
"09/13/2022","198.610","198.610","198.610","198.610","","4.21%"
"09/12/2022","190.590","190.590","190.590","190.590","","-7.97%"
"09/09/2022","207.090","207.090","207.090","207.090","","-6.10%"
"09/08/2022","220.540","220.540","220.540","220.540","","3.11%"
"09/07/2022","213.885","213.885","213.885","213.885","","-10.82%"
"09/06/2022","239.840","239.840","239.840","239.840","","11.73%"
"09/02/2022","214.665","214.665","214.665","214.665","","-11.66%"
"09/01/2022","243.005","243.005","243.005","243.005","","1.29%"
"08/31/2022","239.905","239.905","239.905","239.905","","-5.15%"
"08/30/2022","252.937","252.937","252.937","252.937","","-7.21%"
