"Date","Price","Open","High","Low","Vol.","Change %"
"04/19/2023","40.300","42.425","42.425","39.805","0.21K","-5.66%"
"04/18/2023","42.720","41.505","42.990","41.505","0.14K","3.88%"
"04/17/2023","41.125","42.185","42.185","41.050","0.27K","-0.06%"
"04/14/2023","41.150","41.050","41.880","41.050","0.28K","-2.24%"
"04/13/2023","42.095","42.600","42.605","41.945","0.16K","-1.83%"
"04/12/2023","42.880","43.295","43.900","42.940","0.09K","-1.85%"
"04/11/2023","43.690","43.100","44.365","42.425","0.09K","1.31%"
"04/10/2023","43.125","43.125","43.125","43.125","","0.00%"
"04/06/2023","43.125","43.765","44.000","42.895","0.07K","-3.25%"
"04/05/2023","44.575","46.600","47.200","44.400","0.11K","-4.28%"
"04/04/2023","46.570","48.945","48.945","45.825","0.13K","-9.34%"
"04/03/2023","51.365","49.900","51.835","49.900","0.08K","7.36%"
"03/31/2023","47.845","44.950","44.950","44.950","0.01K","9.71%"
"03/30/2023","43.609","43.609","43.609","43.609","0.00K","1.88%"
"03/29/2023","42.805","42.805","42.805","42.805","","0.13%"
"03/28/2023","42.750","42.830","42.830","42.830","0.01K","0.52%"
"03/27/2023","42.530","42.530","42.530","42.530","","3.49%"
"03/24/2023","41.095","41.750","41.750","41.750","0.01K","-4.84%"
"03/23/2023","43.185","42.600","43.810","42.245","0.19K","8.03%"
"03/22/2023","39.975","41.550","41.550","39.945","0.11K","-5.72%"
"03/21/2023","42.400","38.985","41.500","38.985","0.05K","7.82%"
"03/20/2023","39.325","40.100","40.700","38.855","0.07K","-8.24%"
"03/17/2023","42.855","43.800","44.000","42.320","0.14K","-3.35%"
"03/16/2023","44.340","42.000","44.650","42.000","0.04K","3.34%"
"03/15/2023","42.905","43.850","43.900","42.650","0.02K","-2.90%"
"03/14/2023","44.185","46.750","46.750","44.545","0.14K","-10.89%"
"03/13/2023","49.585","49.250","51.825","48.800","0.04K","-6.19%"
"03/10/2023","52.855","48.000","54.230","45.300","0.03K","21.23%"
"03/09/2023","43.600","41.150","41.150","41.150","0.00K","2.98%"
"03/08/2023","42.340","44.600","44.600","44.600","0.03K","-2.37%"
"03/07/2023","43.370","42.800","43.650","42.800","0.02K","2.89%"
"03/06/2023","42.150","43.300","43.300","41.700","0.01K","-6.29%"
"03/03/2023","44.980","45.650","46.285","45.075","0.01K","-3.92%"
"03/02/2023","46.815","47.500","47.500","47.300","0.00K","-0.57%"
"03/01/2023","47.085","47.250","48.200","47.000","0.01K","0.90%"
"02/28/2023","46.665","48.000","48.000","46.700","0.00K","-1.34%"
"02/27/2023","47.299","47.299","47.299","47.299","","-7.28%"
"02/24/2023","51.015","51.015","51.015","51.015","","0.46%"
"02/23/2023","50.780","50.780","50.780","50.780","","0.42%"
"02/22/2023","50.570","50.570","50.570","50.570","","4.18%"
"02/21/2023","48.540","50.800","50.800","50.800","0.00K","-1.03%"
"02/17/2023","49.045","49.700","49.700","49.500","0.00K","-5.70%"
