settlementDate,settlementPeriod,acceptedprice
2023-06-11,36,136.16285714285715
2023-06-11,37,136.67333333333332
2023-06-11,47,128.0
2023-06-11,48,130.3846153846154
2023-06-12,1,134.0
2023-06-12,2,115.14571428571428
2023-06-12,6,126.33555555555556
2023-06-12,9,102.0
2023-06-12,14,112.25
2023-06-12,16,117.78571428571429
2023-06-12,17,116.3
2023-06-12,18,129.125
2023-06-12,21,143.06
2023-06-12,22,143.6688888888889
2023-06-12,23,154.07
2023-06-12,25,151.94
2023-06-12,26,156.20333333333335
2023-06-12,27,149.98833333333334
2023-06-12,29,159.046
2023-06-12,36,168.39000000000001
2023-06-12,41,157.34972222222223
2023-06-12,46,131.01833333333335
2023-06-12,47,137.3842857142857
2023-06-12,48,149.16214285714287
2023-06-13,1,149.64416666666668
2023-06-13,3,146.7057142857143
2023-06-13,4,167.64499999999998
2023-06-13,5,132.40125
2023-06-13,6,132.53625
2023-06-13,7,129.0
2023-06-13,8,147.44583333333333
2023-06-13,10,141.8221875
2023-06-13,12,146.18733333333333
2023-06-13,13,151.844
2023-06-13,17,145.06
2023-06-13,19,133.78875
2023-06-13,25,127.575
2023-06-13,28,127.88666666666666
2023-06-13,29,129.07999999999998
2023-06-13,31,125.96499999999999
2023-06-13,32,126.95599999999999
2023-06-13,33,134.40076923076924
2023-06-13,34,135.43285714285716
2023-06-13,35,130.81666666666666
2023-06-13,36,128.178
2023-06-13,38,142.88750000000002
2023-06-13,40,133.598
2023-06-14,4,126.72
2023-06-14,5,137.76
2023-06-14,15,128.35333333333332
2023-06-14,16,128.69666666666666
2023-06-14,29,119.72999999999999
2023-06-14,30,119.95
2023-06-14,31,119.96666666666665
2023-06-14,32,120.83333333333333
2023-06-14,33,121.8
2023-06-14,34,122.4
2023-06-14,37,116.15
2023-06-14,38,109.44444444444444
2023-06-14,39,135.9775
2023-06-14,40,140.95999999999998
2023-06-14,41,129.61
2023-06-14,42,130.68636363636364
2023-06-14,43,132.0
2023-06-14,46,134.0
2023-06-14,47,133.6
2023-06-14,48,143.109375
2023-06-15,1,134.29999999999998
2023-06-15,2,144.03380952380954
2023-06-15,3,136.8322222222222
2023-06-15,4,144.86631578947367
2023-06-15,5,149.85214285714284
2023-06-15,6,155.0
2023-06-15,7,122.5
2023-06-15,8,141.1864705882353
2023-06-15,9,161.42357142857142
2023-06-15,11,132.5425
2023-06-15,14,144.9
2023-06-15,28,146.7825
2023-06-15,37,138.4
2023-06-15,38,142.375
2023-06-15,39,155.0
2023-06-15,41,169.9
2023-06-15,42,169.9
2023-06-15,46,155.0
2023-06-15,47,155.0
2023-06-16,8,134.66199999999998
2023-06-16,9,134.0
2023-06-16,12,142.671875
2023-06-16,13,151.13291666666666
2023-06-16,17,141.21800000000002
2023-06-16,19,143.379
2023-06-16,28,132.49571428571429
2023-06-16,29,136.8275
2023-06-16,30,154.52
2023-06-16,35,139.0
2023-06-16,36,144.66666666666666
2023-06-16,37,144.09
2023-06-16,38,144.6
2023-06-16,39,134.16666666666666
2023-06-16,40,147.19111111111113
2023-06-16,46,124.0625
2023-06-16,47,138.13
2023-06-17,6,114.995
2023-06-17,7,118.61399999999999
2023-06-17,15,119.25625
2023-06-17,16,129.80142857142857
2023-06-17,17,134.6775
2023-06-17,18,136.22083333333333
2023-06-17,19,144.9
2023-06-17,20,144.9
2023-06-17,29,96.73
2023-06-17,31,113.545
2023-06-17,32,124.775
2023-06-17,33,127.80999999999999
2023-06-17,42,135.0
2023-06-17,43,135.0
2023-06-18,25,109.2
2023-06-18,28,110.16000000000001
2023-06-18,29,116.16000000000001
2023-06-18,30,107.91666666666667
2023-06-18,33,114.2475
2023-06-18,44,127.0
2023-06-18,45,131.5
2023-06-18,46,136.0
2023-06-18,47,136.0
2023-06-18,48,136.0
2023-06-19,16,127.54166666666667
2023-06-19,17,127.73545454545454
2023-06-19,22,108.17
2023-06-19,25,116.43800000000002
2023-06-19,33,120.96999999999998
2023-06-19,34,123.72166666666665
2023-06-19,35,122.62
2023-06-19,36,133.4635294117647
2023-06-19,37,134.55
2023-06-19,38,136.59333333333333
2023-06-19,39,142.5
2023-06-19,41,138.41333333333333
2023-06-19,42,140.0
2023-06-19,44,134.0
2023-06-19,45,134.9811111111111
2023-06-19,46,122.36777777777777
2023-06-19,47,125.60714285714286
2023-06-19,48,114.6575
2023-06-20,1,121.92333333333333
2023-06-20,2,115.365
2023-06-20,3,124.88400000000001
2023-06-20,4,123.27555555555556
2023-06-20,5,121.83800000000001
2023-06-20,9,118.14333333333333
2023-06-20,10,124.25166666666667
2023-06-20,11,126.83500000000001
2023-06-20,12,128.16
2023-06-20,13,127.05666666666667
2023-06-20,14,137.5
2023-06-20,15,134.0
2023-06-20,25,124.21599999999998
2023-06-20,26,130.0
2023-06-20,29,134.5
2023-06-20,30,129.60625
2023-06-20,31,134.5
2023-06-20,32,139.99
2023-06-20,33,139.99
2023-06-20,34,134.95
2023-06-20,35,130.45
2023-06-20,36,130.0
2023-06-20,37,130.0
2023-06-20,41,138.22222222222223
2023-06-20,42,133.435
2023-06-20,43,137.64444444444445
2023-06-20,44,140.18
2023-06-20,45,131.04999999999998
2023-06-20,46,126.78599999999999
2023-06-20,47,133.78
2023-06-20,48,131.805
2023-06-21,1,133.27875
2023-06-21,2,138.0
2023-06-21,3,138.0
2023-06-21,4,131.96
2023-06-21,5,132.0
2023-06-21,8,132.0
2023-06-21,9,132.0
2023-06-21,12,130.414
2023-06-21,13,135.0
2023-06-21,14,134.7757142857143
2023-06-21,27,108.13
2023-06-21,28,128.8025
2023-06-21,31,147.48270833333333
2023-06-21,32,144.74818181818182
2023-06-21,33,160.05
2023-06-21,34,140.808
2023-06-21,35,141.95333333333335
2023-06-21,36,140.0
2023-06-21,39,147.5192857142857
2023-06-21,42,146.0
2023-06-21,43,146.0
2023-06-21,46,137.852
2023-06-21,47,139.23117647058822
2023-06-22,1,133.70999999999998
2023-06-22,8,132.96
2023-06-22,9,133.62666666666667
2023-06-22,11,139.54
2023-06-22,12,145.87615384615384
2023-06-22,15,139.0
2023-06-22,16,139.0
2023-06-22,17,139.0
2023-06-22,18,139.8
2023-06-22,19,137.47625
2023-06-22,20,137.58625
2023-06-22,22,130.76142857142855
2023-06-22,23,132.76285714285714
2023-06-22,28,135.0
2023-06-22,34,134.0
2023-06-22,35,134.0
2023-06-22,37,133.9176923076923
2023-06-22,38,134.905
2023-06-22,40,132.774
2023-06-22,44,129.0
2023-06-22,45,128.50142857142856
2023-06-22,46,128.9325
2023-06-22,47,128.46857142857144
2023-06-22,48,127.40599999999999
2023-06-23,1,127.2
2023-06-23,4,128.8
2023-06-23,9,128.81
2023-06-23,10,128.66666666666666
2023-06-23,11,128.82333333333335
2023-06-23,14,132.33333333333334
2023-06-23,30,129.03666666666666
2023-06-23,31,132.99714285714285
2023-06-23,32,133.3176923076923
2023-06-23,33,136.2388888888889
2023-06-23,34,125.81444444444443
2023-06-23,35,127.0
2023-06-23,36,127.35714285714286
2023-06-23,37,127.49285714285715
2023-06-23,40,139.38875
2023-06-23,41,139.015
2023-06-24,29,116.93666666666667
2023-06-24,31,125.26142857142858
2023-06-24,32,126.71875
2023-06-24,33,131.0
2023-06-24,35,122.795
2023-06-24,40,128.175
2023-06-24,41,139.92333333333332
2023-06-24,45,140.0
2023-06-24,46,122.78000000000002
2023-06-24,47,123.47333333333334
2023-06-25,6,114.8490909090909
2023-06-25,7,110.435
2023-06-25,9,104.71199999999999
2023-06-25,11,90.70666666666666
2023-06-25,12,127.7
2023-06-25,13,130.4
2023-06-25,15,130.4
2023-06-25,16,103.44666666666667
2023-06-25,17,80.38571428571429
2023-06-25,18,97.18
2023-06-25,19,130.4
2023-06-25,20,89.345
2023-06-25,21,101.086
2023-06-25,22,97.15333333333334
2023-06-25,23,130.4
2023-06-25,24,109.17
2023-06-25,25,112.72166666666668
2023-06-25,26,130.4
2023-06-25,27,120.72
2023-06-25,28,124.364
2023-06-25,29,125.25999999999999
2023-06-25,30,123.97999999999999
2023-06-25,31,123.9
2023-06-25,34,126.39090909090909
2023-06-25,35,126.8
2023-06-25,40,139.69718749999998
2023-06-25,41,126.0
2023-06-25,42,130.30333333333334
2023-06-25,43,131.5011111111111
2023-06-25,45,134.0
2023-06-25,46,146.0
2023-06-26,12,144.638
2023-06-26,13,144.66
2023-06-26,15,111.845
2023-06-26,18,124.58363636363637
2023-06-26,19,139.0
2023-06-26,23,119.39714285714285
2023-06-26,24,119.21571428571428
2023-06-26,32,121.93199999999999
2023-06-26,33,123.47857142857143
2023-06-26,43,118.0
2023-06-26,46,118.18363636363637
2023-06-27,3,118.62899999999999
2023-06-27,11,120.72235294117648
2023-06-27,16,131.95999999999998
2023-06-27,17,125.55
2023-06-27,20,125.36454545454545
2023-06-27,36,123.398
2023-06-27,37,123.0
2023-06-27,38,120.5
2023-06-27,40,120.5
2023-06-27,42,120.99666666666667
2023-06-27,44,123.66923076923078
2023-06-27,45,131.086
2023-06-28,1,120.434
2023-06-28,7,126.77000000000001
2023-06-28,12,123.0257142857143
2023-06-28,13,133.3736842105263
2023-06-28,14,129.8
2023-06-28,15,131.33625
2023-06-28,16,132.5
2023-06-28,17,131.25285714285715
2023-06-28,18,127.476
2023-06-28,19,125.02250000000001
2023-06-28,21,126.75
2023-06-28,22,121.0
2023-06-28,23,122.17999999999999
2023-06-28,28,119.0
2023-06-28,29,119.0
2023-06-28,30,119.0
2023-06-28,32,133.0
2023-06-28,34,116.62333333333333
2023-06-28,35,117.31166666666667
2023-06-28,36,116.32333333333334
2023-06-28,37,117.5
2023-06-28,38,117.5
2023-06-28,39,123.42857142857143
2023-06-28,40,128.6
2023-06-28,41,129.77777777777777
2023-06-29,1,117.41999999999999
2023-06-29,2,128.655
2023-06-29,6,117.38499999999999
2023-06-29,7,120.242
2023-06-29,14,128.68571428571428
2023-06-29,17,120.35000000000001
2023-06-29,21,90.0
2023-06-29,23,112.978
2023-06-29,26,120.2725
2023-06-29,29,124.64222222222222
2023-06-29,30,124.3375
2023-06-29,32,123.54
2023-06-29,33,122.14428571428572
2023-06-29,34,122.72200000000001
2023-06-29,35,122.22
2023-06-29,36,123.33999999999999
2023-06-29,37,123.19857142857143
2023-06-29,46,135.9
2023-06-30,1,119.18
2023-06-30,25,126.705
2023-06-30,26,128.62
2023-06-30,27,116.80166666666668
2023-06-30,28,133.59
2023-06-30,30,106.12
2023-06-30,31,106.0
2023-06-30,32,104.372
2023-06-30,35,104.43
2023-06-30,36,104.7075
2023-06-30,41,114.4575
2023-06-30,42,117.5175
2023-06-30,43,123.42
2023-06-30,44,121.955
2023-06-30,46,113.47857142857143
