mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_leaf,param_n_estimators,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score
1658.8175897598267,6.47723388671875,5.389985680580139,0.4494084119796753,40,200,400,"{'max_depth': 40, 'min_samples_leaf': 200, 'n_estimators': 400}",0.3362042208105438,0.5374478944696712,0.4368260576401075,0.10062183682956372,1
1995.157312989235,92.8609207868576,9.759851694107056,0.034204721450805664,20,200,400,"{'max_depth': 20, 'min_samples_leaf': 200, 'n_estimators': 400}",0.3347267253258692,0.5377083820371702,0.4362175536815197,0.10149082835565049,2
1013.7291792631149,50.60601055622101,5.427812695503235,0.003980278968811035,20,200,200,"{'max_depth': 20, 'min_samples_leaf': 200, 'n_estimators': 200}",0.33592099511156925,0.535964002736748,0.43594249892415865,0.1000215038125894,3
1008.9883048534393,46.457507848739624,5.471782088279724,0.09400880336761475,40,200,200,"{'max_depth': 40, 'min_samples_leaf': 200, 'n_estimators': 200}",0.33416461275982157,0.5373994112013531,0.43578201198058736,0.10161739922076579,4
732.4427223205566,7.497750997543335,3.6311837434768677,0.26092731952667236,40,400,200,"{'max_depth': 40, 'min_samples_leaf': 400, 'n_estimators': 200}",0.3211643332250801,0.5432557950441437,0.4322100641346119,0.11104573090953179,5
935.5780183076859,4.097078919410706,2.1993398666381836,1.022993803024292,40,400,400,"{'max_depth': 40, 'min_samples_leaf': 400, 'n_estimators': 400}",0.317844130278364,0.5424852799742648,0.4301647051263144,0.11232057484795038,6
1819.4358084201813,94.59049820899963,9.933868765830994,0.16812336444854736,20,400,400,"{'max_depth': 20, 'min_samples_leaf': 400, 'n_estimators': 400}",0.31688721815373344,0.5421549368465695,0.42952107750015145,0.11263385934641801,7
918.0619931221008,39.98362135887146,4.656486511230469,0.47986793518066406,20,400,200,"{'max_depth': 20, 'min_samples_leaf': 400, 'n_estimators': 200}",0.3162077290000015,0.5416081461132445,0.428907937556623,0.1127002085566215,8
