test_day,test_sp,size_train,rmse_train,mae_train,meanreal_train,meanpred_train,resid_train,absresidmean_train,residmean_train,stdresid_train,size_test,rmse_test,mae_test,meanreal_test,meanpred_test,resid_test,absresidmean_test,residmean_test,stdresid_test
2023-06-01,4,429303,39.23272379499437,18.386347100183794,218.188038663659,218.188038663659,1019.1604179850792,18.386347100183794,0.0023739885767825202,9.138702437012748e-05,3,19.781570132107237,19.144432067871094,146.33333333333334,127.18890380859375,57.43329620361328,19.144432067871094,19.144432067871094,1.6600280349087173
2023-06-01,10,429328,38.37953786922209,18.120420146796373,218.1832319634983,218.1832319634983,2035.5881470834331,18.120420146796373,0.004741335638684605,8.939444335415872e-05,4,5.264219865567798,4.592735290527344,140.75,139.5274658203125,4.89013671875,4.592735290527344,1.2225341796875,1.280073752087513
2023-06-01,16,429357,39.27936576163743,18.304647745608307,218.1767529408506,218.1767529408506,991.9271658895252,18.304647745608307,0.0023102620101364798,9.148416281485348e-05,8,9.988767585656175,9.834748268127441,117.0,122.09291076660156,-40.74323272705078,9.834748268127441,-5.092904090881348,1.0741115936651695
2023-06-01,22,429403,37.97328973419724,18.15970292342657,218.16578853064556,218.16578853064556,1651.7789846648911,18.15970292342657,0.003846687108998848,8.843275323964412e-05,6,6.567463408817457,5.171604156494141,116.16666666666667,120.81241607666016,-27.87450408935547,5.171604156494141,-4.645750681559245,0.7736740670145138
2023-06-01,25,429420,38.000753588642866,18.189727559722282,218.16165472596708,218.16165472596708,1957.6686186284169,18.189727559722282,0.004558866887034772,8.849320785055244e-05,13,9.45662501159535,7.062586599496695,110.86461538461539,105.23754119873047,73.15188812255859,7.062586599496695,5.627068317119892,0.5846349124491418
2023-06-01,31,429458,38.8064111432261,18.184920138114133,218.15182162731816,218.15182162731816,1085.4419900477633,18.184920138114133,0.002527469484907,9.036136493188809e-05,1,4.336761474609375,4.336761474609375,97.0,101.33676147460938,-4.336761474609375,4.336761474609375,-4.336761474609375,0.0
2023-06-01,37,429560,38.91257386587581,18.20831025456832,218.12734228611788,218.12734228611788,545.2676412519019,18.20831025456832,0.0012693631652091085,9.058705150659263e-05,19,6.8228202066663455,4.653615851151317,115.26578947368422,114.2413558959961,19.464505004882838,4.653615851151317,1.0244476318359388,0.35502480355829724
2023-06-01,40,429590,37.8280500865601,18.120150234411437,218.12006734892523,218.12006734892523,1443.76273007101,18.120150234411437,0.003360792220658343,8.805616969032593e-05,6,5.136335449302851,4.074087778727214,107.91666666666667,111.92398834228516,-24.04395294189453,4.074087778727214,-4.007325490315755,0.5354978022164338
2023-06-01,48,429626,38.249833763607896,18.195403864563534,218.1109987813233,218.1109987813233,2127.4470306442718,18.195403864563534,0.004951858199083982,8.903053689272032e-05,4,49.234426217242444,40.627336502075195,160.75,120.12266540527344,162.50934600830078,40.627336502075195,40.627336502075195,6.952734415718389
2023-06-03,4,430068,39.72211798455669,18.379995320871313,218.01181941559196,218.01181941559196,1454.0021410282905,18.379995320871313,0.003380865679449629,9.236241208524934e-05,4,22.007799483116425,16.494987869262694,141.225,155.07919311523438,-55.4167495727539,16.494987869262694,-13.854187393188475,4.274961474705628
2023-06-03,10,430092,39.30464792740762,18.397115625652482,218.00703640715193,218.00703640715193,1916.2060751487975,18.397115625652482,0.004455339962477196,9.138660490056144e-05,4,15.74890452499474,15.444438934326172,128.125,137.98779296875,-39.45118713378906,15.444438934326172,-9.862796783447266,3.069540207280869
2023-06-03,16,430124,38.419975050930496,18.023266817865515,217.99990270811392,217.99990270811392,438.9044942620096,18.023266817865515,0.0010204138673129957,8.932302089020764e-05,8,17.082354057570516,15.57017791748047,107.6825,120.36941528320312,-101.49535278320313,15.57017791748047,-12.686919097900391,1.4298650720409245
2023-06-03,22,430191,38.53710580242053,18.218684874457377,217.98287970325924,217.98287970325924,737.0486119986156,18.218684874457377,0.0017133055131278085,8.958138539470827e-05,11,13.300314489796577,10.489109857732599,113.8690909090909,113.60338592529297,2.922907409667971,10.489109857732599,0.265718855424361,1.2088781734153526
2023-06-03,25,430226,39.65687960404182,18.272422260701312,217.9741502661968,217.9741502661968,1429.1340411180356,18.272422260701312,0.0033218216498287433,9.217685464132142e-05,15,18.25905927723083,15.382473185221354,104.60066666666668,109.93704223632812,-80.04551147460937,15.382473185221354,-5.336367431640625,1.1641237588350486
2023-06-03,31,430312,38.5814934751143,18.32728058417617,217.9520322442587,217.9520322442587,382.3038816849926,18.32728058417617,0.0008884341633095202,8.965934825169902e-05,10,13.765031592160234,12.101950775146484,116.38900000000001,123.72062683105469,-73.3163980102539,12.101950775146484,-7.331639801025391,1.1650028006884345
2023-06-03,37,430379,39.30549507373613,18.30134958139947,217.93550496753974,217.93550496753974,2302.0011682780832,18.30134958139947,0.005348776702087573,9.132763148248309e-05,4,6.725715241712903,6.286405563354492,104.9375,102.00674438476562,11.722999572753906,6.286405563354492,2.9307498931884766,1.5133974729103923
2023-06-03,40,430406,40.28589005583761,18.467380811534763,217.92841719777323,217.92841719777323,1264.7681469321365,18.467380811534763,0.002938546737109591,9.359974059066411e-05,3,12.53247589228768,11.373583475748697,123.5,112.12641143798828,34.120750427246094,11.373583475748697,11.373583475748697,1.7545037573484372
