settlementDate,settlementPeriod,DAM,DAI
2021-01-24,20.0,22388.0,60.0
2021-01-24,21.0,21635.0,329.0
2021-01-24,22.0,21296.0,175.0
2021-01-24,23.0,20646.0,496.0
2021-01-24,24.0,20473.0,475.0
2021-01-24,25.0,19718.0,-14.0
2021-01-24,26.0,18892.0,-167.0
2021-01-24,27.0,18813.0,-113.0
2021-01-24,28.0,19087.0,36.0
2021-01-24,29.0,19112.0,65.0
2021-01-24,30.0,18858.0,204.0
2021-01-24,31.0,18895.0,647.0
2021-01-24,32.0,17756.0,-3.0
2021-01-24,33.0,16366.0,291.0
2021-01-24,34.0,15027.0,104.0
2021-01-24,35.0,14408.0,422.0
2021-01-24,36.0,14281.0,407.0
2021-01-24,37.0,15143.0,863.0
2021-01-24,38.0,15949.0,1062.0
2021-01-24,39.0,17358.0,692.0
2021-01-24,40.0,18222.0,725.0
2021-01-24,41.0,18496.0,-122.0
2021-01-24,42.0,19502.0,-170.0
2021-01-24,43.0,20447.0,-1677.0
2021-01-24,44.0,21999.0,-1342.0
2021-01-24,45.0,24231.0,-969.0
2021-01-24,46.0,26133.0,-729.0
2021-01-24,47.0,27801.0,-1246.0
2021-01-24,48.0,28995.0,-1332.0
2021-01-25,1.0,29278.0,-1166.0
2021-01-25,2.0,29143.0,-780.0
2021-01-25,3.0,29584.0,-1253.0
2021-01-25,4.0,30049.0,-675.0
2021-01-25,5.0,30430.0,-1119.0
2021-01-25,6.0,30525.0,-1005.0
2021-01-25,7.0,31412.0,-520.0
2021-01-25,8.0,31612.0,-496.0
2021-01-25,9.0,31357.0,-921.0
2021-01-25,10.0,30641.0,-679.0
2021-01-25,11.0,29094.0,-1157.0
2021-01-25,12.0,28961.0,-866.0
2021-01-25,13.0,25640.0,-821.0
2021-01-25,14.0,22574.0,-515.0
2021-01-25,15.0,18342.0,594.0
2021-01-25,16.0,16198.0,143.0
2021-01-25,17.0,17004.0,535.0
2021-01-25,18.0,15929.0,-493.0
2021-01-25,19.0,16287.0,-355.0
2021-01-25,20.0,16507.0,-167.0
2021-01-25,21.0,16280.0,-472.0
2021-01-25,22.0,16366.0,-420.0
2021-01-25,23.0,17057.0,78.0
2021-01-25,24.0,17693.0,706.0
2021-01-25,25.0,17479.0,376.0
2021-01-25,26.0,17415.0,-97.0
2021-01-25,27.0,16638.0,-1057.0
2021-01-25,28.0,16888.0,-893.0
2021-01-25,29.0,16935.0,-1104.0
2021-01-25,30.0,16555.0,-1273.0
2021-01-25,31.0,16633.0,-1006.0
2021-01-25,32.0,16106.0,-930.0
2021-01-25,33.0,16576.0,170.0
2021-01-25,34.0,14713.0,-802.0
2021-01-25,35.0,14551.0,316.0
2021-01-25,36.0,14454.0,-522.0
2021-01-25,37.0,14722.0,-735.0
2021-01-25,38.0,15312.0,-411.0
2021-01-25,39.0,16352.0,-879.0
2021-01-25,40.0,17719.0,-730.0
2021-01-25,41.0,18780.0,-828.0
2021-01-25,42.0,20168.0,-1119.0
2021-01-25,43.0,22106.0,-1085.0
2021-01-25,44.0,24295.0,-742.0
2021-01-25,45.0,24504.0,-915.0
2021-01-25,46.0,26083.0,-350.0
2021-01-25,47.0,29113.0,-60.0
2021-01-25,48.0,30348.0,-392.0
2021-01-26,1.0,31616.0,-133.0
2021-01-26,2.0,30897.0,-663.0
2021-01-26,3.0,30819.0,-445.0
2021-01-26,4.0,31163.0,-251.0
2021-01-26,5.0,31111.0,-339.0
2021-01-26,6.0,31093.0,-1028.0
2021-01-26,7.0,31473.0,-742.0
2021-01-26,8.0,31793.0,-569.0
2021-01-26,9.0,32138.0,-280.0
2021-01-26,10.0,31938.0,-339.0
2021-01-26,11.0,31962.0,209.0
2021-01-26,12.0,30615.0,487.0
2021-01-26,13.0,27107.0,-414.0
2021-01-26,14.0,24524.0,941.0
2021-01-26,15.0,20794.0,1660.0
2021-01-26,16.0,18486.0,821.0
2021-01-26,17.0,18226.0,1334.0
2021-01-26,18.0,16285.0,231.0
2021-01-26,19.0,16674.0,785.0
2021-01-26,20.0,16603.0,783.0
2021-01-26,21.0,16624.0,764.0
2021-01-26,22.0,16609.0,894.0
2021-01-26,23.0,15708.0,-883.0
2021-01-26,24.0,15514.0,-802.0
2021-01-26,25.0,14587.0,-1035.0
2021-01-26,26.0,14458.0,-1042.0
2021-01-26,27.0,14681.0,-1031.0
2021-01-26,28.0,15511.0,-388.0
2021-01-26,29.0,15037.0,-557.0
2021-01-26,30.0,15383.0,-384.0
2021-01-26,31.0,15273.0,-792.0
2021-01-26,32.0,15674.0,-526.0
2021-01-26,33.0,16030.0,-264.0
2021-01-26,34.0,15265.0,-12.0
2021-01-26,35.0,14695.0,283.0
2021-01-26,36.0,14916.0,332.0
2021-01-26,37.0,15259.0,178.0
2021-01-26,38.0,16597.0,602.0
2021-01-26,39.0,18359.0,1209.0
2021-01-26,40.0,19510.0,841.0
2021-01-26,41.0,20553.0,-142.0
2021-01-26,42.0,21893.0,-643.0
2021-01-26,43.0,23362.0,-942.0
2021-01-26,44.0,24880.0,-1209.0
2021-01-26,45.0,26120.0,-1070.0
2021-01-26,46.0,28015.0,-1221.0
2021-01-26,47.0,29414.0,-967.0
2021-01-26,48.0,30360.0,-1057.0
2021-01-27,1.0,30488.0,-790.0
2021-01-27,2.0,30329.0,-1007.0
2021-01-27,3.0,30670.0,-961.0
2021-01-27,4.0,30852.0,-784.0
2021-01-27,5.0,30710.0,-1211.0
2021-01-27,6.0,30821.0,-1318.0
2021-01-27,7.0,31069.0,-1137.0
2021-01-27,8.0,31387.0,-1008.0
2021-01-27,9.0,31495.0,-478.0
2021-01-27,10.0,31179.0,-578.0
2021-01-27,11.0,31825.0,155.0
2021-01-27,12.0,30337.0,361.0
2021-01-27,13.0,27653.0,279.0
2021-01-27,14.0,25092.0,681.0
2021-01-27,15.0,19908.0,1244.0
2021-01-27,16.0,18298.0,571.0
2021-01-27,17.0,17829.0,554.0
2021-01-27,18.0,16831.0,-322.0
2021-01-27,19.0,16574.0,-381.0
2021-01-27,20.0,16839.0,62.0
2021-01-27,21.0,17706.0,975.0
2021-01-27,22.0,17387.0,692.0
2021-01-27,23.0,17444.0,1205.0
2021-01-27,24.0,16987.0,848.0
2021-01-27,25.0,16831.0,960.0
2021-01-27,26.0,16807.0,1321.0
2021-01-27,27.0,16600.0,684.0
2021-01-27,28.0,16736.0,518.0
2021-01-27,29.0,17002.0,632.0
2021-01-27,30.0,16892.0,533.0
2021-01-27,31.0,16234.0,-208.0
2021-01-27,32.0,15646.0,-148.0
2021-01-27,33.0,15033.0,-396.0
2021-01-27,34.0,14358.0,-716.0
2021-01-27,35.0,13948.0,-387.0
2021-01-27,36.0,14167.0,-343.0
2021-01-27,37.0,14478.0,-63.0
2021-01-27,38.0,15287.0,593.0
2021-01-27,39.0,16190.0,79.0
2021-01-27,40.0,17534.0,55.0
2021-01-27,41.0,19004.0,259.0
2021-01-27,42.0,20810.0,171.0
2021-01-27,43.0,22800.0,193.0
2021-01-27,44.0,24554.0,-12.0
2021-01-27,45.0,24962.0,-575.0
2021-01-27,46.0,26779.0,-455.0
2021-01-27,47.0,28171.0,-398.0
2021-01-27,48.0,29144.0,-693.0
2021-01-28,1.0,29784.0,-595.0
2021-01-28,2.0,29895.0,-507.0
2021-01-28,3.0,29907.0,-834.0
2021-01-28,4.0,30898.0,-589.0
2021-01-28,5.0,30692.0,-943.0
2021-01-28,6.0,30831.0,-791.0
2021-01-28,7.0,31643.0,-893.0
2021-01-28,8.0,32305.0,-579.0
2021-01-28,9.0,32614.0,-317.0
2021-01-28,10.0,32417.0,-488.0
2021-01-28,11.0,31944.0,-948.0
2021-01-28,12.0,31273.0,-932.0
2021-01-28,13.0,30224.0,-373.0
2021-01-28,14.0,28265.0,-117.0
2021-01-28,15.0,24692.0,525.0
2021-01-28,16.0,23117.0,40.0
2021-01-28,17.0,22145.0,110.0
2021-01-28,18.0,20981.0,-588.0
2021-01-28,19.0,21682.0,89.0
2021-01-28,20.0,21660.0,282.0
2021-01-28,21.0,21369.0,69.0
2021-01-28,22.0,21272.0,-18.0
2021-01-28,23.0,21403.0,151.0
2021-01-28,24.0,21343.0,8.0
2021-01-28,25.0,20735.0,-184.0
2021-01-28,26.0,21247.0,201.0
2021-01-28,27.0,21006.0,113.0
2021-01-28,28.0,21330.0,651.0
2021-01-28,29.0,21578.0,1213.0
2021-01-28,30.0,21765.0,1192.0
2021-01-28,31.0,20956.0,662.0
2021-01-28,32.0,20349.0,440.0
2021-01-28,33.0,19625.0,881.0
2021-01-28,34.0,18110.0,894.0
2021-01-28,35.0,16724.0,939.0
2021-01-28,36.0,17052.0,1237.0
2021-01-28,37.0,16904.0,1340.0
2021-01-28,38.0,18096.0,1672.0
2021-01-28,39.0,19865.0,2004.0
2021-01-28,40.0,20422.0,1305.0
2021-01-28,41.0,22054.0,1257.0
2021-01-28,42.0,23774.0,1072.0
2021-01-28,43.0,25314.0,363.0
2021-01-28,44.0,27115.0,-89.0
2021-01-28,45.0,28060.0,-217.0
2021-01-28,46.0,29070.0,-496.0
2021-01-28,47.0,30584.0,-1442.0
2021-01-28,48.0,31833.0,-1147.0
2021-01-29,1.0,30919.0,-1805.0
2021-01-29,2.0,30260.0,-2102.0
2021-01-29,3.0,30513.0,-1831.0
2021-01-29,4.0,30589.0,-1742.0
2021-01-29,5.0,30707.0,-1570.0
2021-01-29,6.0,30814.0,-1433.0
2021-01-29,7.0,31086.0,-1030.0
2021-01-29,8.0,31583.0,-519.0
2021-01-29,9.0,31136.0,-955.0
2021-01-29,10.0,31885.0,-928.0
2021-01-29,11.0,32419.0,-558.0
2021-01-29,12.0,32054.0,-910.0
2021-01-29,13.0,32412.0,-221.0
2021-01-29,14.0,30645.0,169.0
2021-01-29,15.0,28712.0,1619.0
2021-01-29,16.0,26537.0,1168.0
2021-01-29,17.0,24547.0,915.0
2021-01-29,18.0,23395.0,1053.0
2021-01-29,19.0,21594.0,949.0
2021-01-29,20.0,21520.0,1375.0
2021-01-29,21.0,21393.0,1791.0
2021-01-29,22.0,21109.0,1361.0
2021-01-29,23.0,21240.0,942.0
2021-01-29,24.0,21584.0,1123.0
2021-01-29,25.0,21373.0,1054.0
2021-01-29,26.0,22224.0,1031.0
2021-01-29,27.0,22133.0,1037.0
2021-01-29,28.0,21959.0,1089.0
2021-01-29,29.0,22081.0,568.0
2021-01-29,30.0,21879.0,430.0
2021-01-29,31.0,21444.0,764.0
2021-01-29,32.0,20522.0,442.0
2021-01-29,33.0,19908.0,347.0
2021-01-29,34.0,18051.0,287.0
2021-01-29,35.0,16604.0,708.0
2021-01-29,36.0,16657.0,641.0
2021-01-29,37.0,17833.0,1080.0
2021-01-29,38.0,18683.0,876.0
2021-01-29,39.0,20302.0,866.0
2021-01-29,40.0,22384.0,1493.0
2021-01-29,41.0,23687.0,1348.0
2021-01-29,42.0,24421.0,583.0
2021-01-29,43.0,25108.0,277.0
2021-01-29,44.0,26559.0,534.0
2021-01-29,45.0,27535.0,577.0
2021-01-29,46.0,28611.0,-249.0
2021-01-29,47.0,28923.0,-1493.0
2021-01-29,48.0,30056.0,-1131.0
2021-01-30,1.0,30610.0,-851.0
2021-01-30,2.0,30223.0,-1359.0
2021-01-30,3.0,30550.0,-2039.0
2021-01-30,4.0,31523.0,-1688.0
2021-01-30,5.0,31381.0,-1577.0
2021-01-30,6.0,31789.0,-1728.0
2021-01-30,7.0,31761.0,-2187.0
2021-01-30,8.0,31975.0,-1667.0
2021-01-30,9.0,32196.0,-995.0
2021-01-30,10.0,32698.0,-292.0
2021-01-30,11.0,31370.0,-1323.0
2021-01-30,12.0,31364.0,-1262.0
2021-01-30,13.0,30395.0,-2252.0
2021-01-30,14.0,29940.0,-2333.0
2021-01-30,15.0,30178.0,-1564.0
2021-01-30,16.0,29538.0,-1749.0
2021-01-30,17.0,28049.0,-1924.0
2021-01-30,18.0,26487.0,-2461.0
2021-01-30,19.0,26019.0,-1259.0
2021-01-30,20.0,24938.0,-785.0
2021-01-30,21.0,23850.0,-527.0
2021-01-30,22.0,23178.0,-276.0
2021-01-30,23.0,22863.0,-438.0
2021-01-30,24.0,22501.0,-504.0
2021-01-30,25.0,22518.0,-231.0
2021-01-30,26.0,22216.0,-562.0
2021-01-30,27.0,22186.0,-899.0
2021-01-30,28.0,22741.0,-772.0
2021-01-30,29.0,22621.0,-436.0
2021-01-30,30.0,22481.0,-551.0
2021-01-30,31.0,22099.0,-880.0
2021-01-30,32.0,21868.0,-726.0
2021-01-30,33.0,21115.0,-390.0
2021-01-30,34.0,19037.0,-832.0
2021-01-30,35.0,17841.0,-374.0
2021-01-30,36.0,17274.0,-1059.0
2021-01-30,37.0,17284.0,-1306.0
2021-01-30,38.0,17959.0,-1003.0
2021-01-30,39.0,19275.0,-739.0
2021-01-30,40.0,20087.0,-1012.0
2021-01-30,41.0,21363.0,-881.0
2021-01-30,42.0,22179.0,-867.0
2021-01-30,43.0,23492.0,-894.0
2021-01-30,44.0,24801.0,-1102.0
2021-01-30,45.0,25746.0,-647.0
2021-01-30,46.0,26694.0,-545.0
2021-01-30,47.0,28724.0,395.0
2021-01-30,48.0,29455.0,372.0
2021-01-31,1.0,29828.0,645.0
2021-01-31,2.0,28955.0,-401.0
2021-01-31,3.0,28967.0,-1037.0
2021-01-31,4.0,29693.0,-675.0
2021-01-31,5.0,29920.0,-392.0
2021-01-31,6.0,30120.0,-167.0
2021-01-31,7.0,30168.0,-91.0
2021-01-31,8.0,30034.0,-404.0
2021-01-31,9.0,30104.0,-477.0
2021-01-31,10.0,30093.0,-673.0
2021-01-31,11.0,29941.0,-868.0
2021-01-31,12.0,29917.0,-665.0
2021-01-31,13.0,29726.0,-384.0
2021-01-31,14.0,29373.0,-57.0
2021-01-31,15.0,27921.0,-419.0
2021-01-31,16.0,26931.0,191.0
2021-01-31,17.0,26122.0,-252.0
2021-01-31,18.0,25730.0,498.0
2021-01-31,19.0,24990.0,822.0
2021-01-31,20.0,23701.0,786.0
2021-01-31,21.0,22998.0,592.0
2021-01-31,22.0,23187.0,1040.0
2021-01-31,23.0,21954.0,538.0
2021-01-31,24.0,21119.0,445.0
2021-01-31,25.0,20032.0,115.0
2021-01-31,26.0,19118.0,-225.0
2021-01-31,27.0,19234.0,309.0
2021-01-31,28.0,19051.0,565.0
2021-01-31,29.0,18869.0,568.0
2021-01-31,30.0,18960.0,1008.0
2021-01-31,31.0,18250.0,282.0
2021-01-31,32.0,17669.0,541.0
2021-01-31,33.0,16272.0,-428.0
2021-01-31,34.0,14929.0,-236.0
2021-01-31,35.0,15269.0,1181.0
2021-01-31,36.0,14846.0,1169.0
2021-01-31,37.0,15532.0,1153.0
2021-01-31,38.0,16942.0,919.0
2021-01-31,39.0,18082.0,433.0
2021-01-31,40.0,19260.0,1157.0
2021-01-31,41.0,19927.0,545.0
2021-01-31,42.0,20860.0,389.0
2021-01-31,43.0,21956.0,405.0
2021-01-31,44.0,23353.0,157.0
2021-01-31,45.0,24646.0,525.0
2021-01-31,46.0,25860.0,272.0
2021-01-31,47.0,24997.0,-58.0
2021-01-31,48.0,25712.0,-347.0
2021-02-01,1.0,26759.0,-532.0
2021-02-01,2.0,26328.0,-438.0
2021-02-01,3.0,27116.0,-488.0
2021-02-01,4.0,27450.0,-378.0
2021-02-01,5.0,27538.0,-512.0
2021-02-01,6.0,27841.0,-378.0
2021-02-01,7.0,28279.0,271.0
2021-02-01,8.0,28652.0,536.0
2021-02-01,9.0,29004.0,592.0
2021-02-01,10.0,28972.0,531.0
2021-02-01,11.0,29747.0,1506.0
2021-02-01,12.0,28819.0,1322.0
2021-02-01,13.0,27194.0,1280.0
2021-02-01,14.0,25116.0,1834.0
2021-02-01,15.0,21593.0,1610.0
2021-02-01,16.0,18992.0,1253.0
2021-02-01,17.0,17109.0,220.0
2021-02-01,18.0,16032.0,-389.0
2021-02-01,19.0,15392.0,-119.0
2021-02-01,20.0,15075.0,61.0
2021-02-01,21.0,15029.0,225.0
2021-02-01,22.0,15285.0,326.0
2021-02-01,23.0,15522.0,331.0
2021-02-01,24.0,15700.0,793.0
2021-02-01,25.0,15457.0,789.0
2021-02-01,26.0,15251.0,251.0
2021-02-01,27.0,15037.0,229.0
2021-02-01,28.0,15371.0,276.0
2021-02-01,29.0,15600.0,519.0
2021-02-01,30.0,15438.0,-20.0
2021-02-01,31.0,15293.0,361.0
2021-02-01,32.0,15019.0,556.0
2021-02-01,33.0,14022.0,241.0
2021-02-01,34.0,12366.0,-509.0
2021-02-01,35.0,11893.0,-589.0
2021-02-01,36.0,11923.0,-350.0
2021-02-01,37.0,12629.0,285.0
2021-02-01,38.0,13436.0,913.0
2021-02-01,39.0,14179.0,-25.0
2021-02-01,40.0,15949.0,366.0
2021-02-01,41.0,17017.0,767.0
2021-02-01,42.0,18637.0,1093.0
2021-02-01,43.0,20372.0,527.0
2021-02-01,44.0,21974.0,552.0
2021-02-01,45.0,23893.0,928.0
2021-02-01,46.0,25180.0,573.0
2021-02-01,47.0,26528.0,-231.0
2021-02-01,48.0,27668.0,-729.0
2021-02-02,1.0,27915.0,-1162.0
2021-02-02,2.0,27238.0,-1597.0
2021-02-02,3.0,27624.0,-1608.0
2021-02-02,4.0,28108.0,-961.0
2021-02-02,5.0,28341.0,-916.0
2021-02-02,6.0,28488.0,-474.0
2021-02-02,7.0,28477.0,-1078.0
2021-02-02,8.0,28580.0,-723.0
2021-02-02,9.0,28404.0,-587.0
2021-02-02,10.0,28196.0,-420.0
2021-02-02,11.0,28246.0,-531.0
2021-02-02,12.0,27821.0,-627.0
2021-02-02,13.0,27268.0,-621.0
2021-02-02,14.0,25217.0,-1206.0
2021-02-02,15.0,23894.0,-429.0
2021-02-02,16.0,21647.0,-326.0
2021-02-02,17.0,20299.0,-427.0
2021-02-02,18.0,19546.0,-792.0
2021-02-02,19.0,19612.0,48.0
2021-02-02,20.0,18705.0,176.0
2021-02-02,21.0,18522.0,172.0
2021-02-02,22.0,18499.0,358.0
2021-02-02,23.0,18835.0,903.0
2021-02-02,24.0,18976.0,1137.0
2021-02-02,25.0,19355.0,1198.0
2021-02-02,26.0,19294.0,1460.0
2021-02-02,27.0,19268.0,1534.0
2021-02-02,28.0,20016.0,1773.0
2021-02-02,29.0,20032.0,1637.0
2021-02-02,30.0,19773.0,1484.0
2021-02-02,31.0,19321.0,993.0
2021-02-02,32.0,18399.0,478.0
2021-02-02,33.0,17581.0,181.0
2021-02-02,34.0,16366.0,21.0
2021-02-02,35.0,15224.0,376.0
2021-02-02,36.0,15450.0,610.0
2021-02-02,37.0,16331.0,1148.0
2021-02-02,38.0,17343.0,1202.0
2021-02-02,39.0,19108.0,1599.0
2021-02-02,40.0,20017.0,1192.0
2021-02-02,41.0,20831.0,167.0
2021-02-02,42.0,22363.0,15.0
2021-02-02,43.0,23788.0,-339.0
2021-02-02,44.0,25429.0,31.0
2021-02-02,45.0,27169.0,177.0
2021-02-02,46.0,28621.0,199.0
2021-02-02,47.0,29143.0,-255.0
2021-02-02,48.0,30197.0,469.0
2021-02-03,1.0,29848.0,-43.0
2021-02-03,2.0,29342.0,-233.0
2021-02-03,3.0,28988.0,-634.0
2021-02-03,4.0,29072.0,-493.0
2021-02-03,5.0,29371.0,-299.0
2021-02-03,6.0,29606.0,-131.0
2021-02-03,7.0,29612.0,-291.0
2021-02-03,8.0,29681.0,-574.0
2021-02-03,9.0,29527.0,-540.0
2021-02-03,10.0,29021.0,-947.0
2021-02-03,11.0,29838.0,-496.0
2021-02-03,12.0,29295.0,-277.0
2021-02-03,13.0,27879.0,-118.0
2021-02-03,14.0,25893.0,108.0
2021-02-03,15.0,23682.0,1721.0
2021-02-03,16.0,21436.0,1292.0
2021-02-03,17.0,18901.0,1281.0
2021-02-03,18.0,17620.0,828.0
2021-02-03,19.0,16885.0,401.0
2021-02-03,20.0,16519.0,139.0
2021-02-03,21.0,16826.0,436.0
2021-02-03,22.0,17070.0,664.0
2021-02-03,23.0,18360.0,849.0
2021-02-03,24.0,18339.0,683.0
2021-02-03,25.0,17537.0,-236.0
2021-02-03,26.0,17602.0,-145.0
2021-02-03,27.0,18637.0,-64.0
2021-02-03,28.0,19784.0,203.0
2021-02-03,29.0,19840.0,406.0
2021-02-03,30.0,19864.0,-332.0
2021-02-03,31.0,19478.0,-464.0
2021-02-03,32.0,18789.0,13.0
2021-02-03,33.0,18294.0,151.0
2021-02-03,34.0,16836.0,431.0
2021-02-03,35.0,15232.0,-438.0
2021-02-03,36.0,14937.0,257.0
2021-02-03,37.0,15530.0,275.0
2021-02-03,38.0,16376.0,129.0
2021-02-03,39.0,17801.0,-638.0
2021-02-03,40.0,19355.0,-611.0
2021-02-03,41.0,21640.0,-299.0
2021-02-03,42.0,23111.0,-126.0
2021-02-03,43.0,24569.0,-469.0
2021-02-03,44.0,26340.0,-808.0
2021-02-03,45.0,27613.0,-949.0
2021-02-03,46.0,29042.0,-88.0
2021-02-03,47.0,29624.0,-26.0
2021-02-03,48.0,30806.0,492.0
2021-02-04,1.0,30543.0,-45.0
2021-02-04,2.0,30163.0,-443.0
2021-02-04,3.0,30285.0,-466.0
2021-02-04,4.0,30683.0,-146.0
2021-02-04,5.0,30735.0,-382.0
2021-02-04,6.0,30632.0,-565.0
2021-02-04,7.0,30873.0,-418.0
2021-02-04,8.0,30734.0,-653.0
2021-02-04,9.0,30966.0,-346.0
2021-02-04,10.0,30996.0,-233.0
2021-02-04,11.0,30751.0,-113.0
2021-02-04,12.0,29680.0,-237.0
2021-02-04,13.0,28543.0,-29.0
2021-02-04,14.0,26680.0,874.0
2021-02-04,15.0,24317.0,1596.0
2021-02-04,16.0,22574.0,1168.0
2021-02-04,17.0,20492.0,823.0
2021-02-04,18.0,19371.0,1234.0
2021-02-04,19.0,18473.0,622.0
2021-02-04,20.0,18189.0,360.0
2021-02-04,21.0,17331.0,434.0
2021-02-04,22.0,17449.0,636.0
2021-02-04,23.0,16855.0,13.0
2021-02-04,24.0,17591.0,175.0
2021-02-04,25.0,17602.0,-376.0
2021-02-04,26.0,17457.0,-542.0
2021-02-04,27.0,17655.0,-435.0
2021-02-04,28.0,17721.0,-321.0
2021-02-04,29.0,17652.0,-217.0
2021-02-04,30.0,17701.0,-225.0
2021-02-04,31.0,17102.0,-117.0
2021-02-04,32.0,17040.0,-3.0
2021-02-04,33.0,16162.0,-302.0
2021-02-04,34.0,15104.0,-251.0
2021-02-04,35.0,13924.0,-111.0
2021-02-04,36.0,13615.0,-66.0
2021-02-04,37.0,14177.0,-288.0
2021-02-04,38.0,15400.0,-172.0
2021-02-04,39.0,16638.0,-438.0
2021-02-04,40.0,18463.0,-470.0
2021-02-04,41.0,20232.0,-160.0
2021-02-04,42.0,21454.0,-368.0
2021-02-04,43.0,22493.0,-840.0
2021-02-04,44.0,24046.0,-321.0
2021-02-04,45.0,24990.0,-309.0
2021-02-04,46.0,25218.0,-368.0
2021-02-04,47.0,26229.0,-708.0
2021-02-04,48.0,27270.0,-532.0
2021-02-05,1.0,27908.0,-444.0
2021-02-05,2.0,27925.0,-962.0
2021-02-05,3.0,28318.0,-642.0
2021-02-05,4.0,29014.0,-340.0
2021-02-05,5.0,29099.0,-503.0
2021-02-05,6.0,29441.0,-405.0
2021-02-05,7.0,29887.0,-529.0
2021-02-05,8.0,31071.0,-258.0
2021-02-05,9.0,31199.0,-91.0
2021-02-05,10.0,30968.0,-162.0
2021-02-05,11.0,31074.0,-265.0
2021-02-05,12.0,30737.0,-383.0
2021-02-05,13.0,29718.0,114.0
2021-02-05,14.0,27636.0,221.0
2021-02-05,15.0,25037.0,1031.0
2021-02-05,16.0,23230.0,1635.0
2021-02-05,17.0,21244.0,1251.0
2021-02-05,18.0,19658.0,639.0
2021-02-05,19.0,19030.0,374.0
2021-02-05,20.0,19179.0,917.0
2021-02-05,21.0,19098.0,375.0
2021-02-05,22.0,19125.0,-43.0
2021-02-05,23.0,19670.0,-224.0
2021-02-05,24.0,19589.0,-171.0
2021-02-05,25.0,19013.0,-692.0
2021-02-05,26.0,18914.0,-1305.0
2021-02-05,27.0,19398.0,-1235.0
2021-02-05,28.0,19726.0,-758.0
2021-02-05,29.0,20133.0,-621.0
2021-02-05,30.0,20191.0,-576.0
2021-02-05,31.0,20095.0,-610.0
2021-02-05,32.0,19808.0,-466.0
2021-02-05,33.0,18909.0,-277.0
2021-02-05,34.0,17290.0,-369.0
2021-02-05,35.0,16118.0,-508.0
2021-02-05,36.0,15727.0,-853.0
2021-02-05,37.0,16009.0,-590.0
2021-02-05,38.0,16942.0,-59.0
2021-02-05,39.0,18587.0,705.0
2021-02-05,40.0,19502.0,527.0
2021-02-05,41.0,20960.0,620.0
2021-02-05,42.0,22451.0,549.0
2021-02-05,43.0,23326.0,741.0
2021-02-05,44.0,23809.0,118.0
2021-02-05,45.0,24677.0,211.0
2021-02-05,46.0,25923.0,360.0
2021-02-05,47.0,25870.0,-273.0
2021-02-05,48.0,26919.0,-40.0
2021-02-06,1.0,28131.0,293.0
2021-02-06,2.0,27806.0,-969.0
2021-02-06,3.0,28107.0,-1149.0
2021-02-06,4.0,27970.0,-753.0
2021-02-06,5.0,28588.0,-309.0
2021-02-06,6.0,29166.0,133.0
2021-02-06,7.0,29227.0,-399.0
2021-02-06,8.0,29571.0,-155.0
2021-02-06,9.0,30034.0,-119.0
2021-02-06,10.0,29999.0,-304.0
2021-02-06,11.0,30360.0,-532.0
2021-02-06,12.0,30233.0,-758.0
2021-02-06,13.0,29096.0,-482.0
2021-02-06,14.0,28562.0,-580.0
2021-02-06,15.0,27406.0,-558.0
2021-02-06,16.0,26795.0,-479.0
2021-02-06,17.0,25977.0,-430.0
2021-02-06,18.0,24443.0,-461.0
2021-02-06,19.0,23683.0,-770.0
2021-02-06,20.0,22708.0,-726.0
2021-02-06,21.0,21932.0,-793.0
2021-02-06,22.0,21554.0,-1252.0
2021-02-06,23.0,21395.0,-1058.0
2021-02-06,24.0,21763.0,-424.0
2021-02-06,25.0,22360.0,-113.0
2021-02-06,26.0,22509.0,-135.0
2021-02-06,27.0,22599.0,-269.0
2021-02-06,28.0,23238.0,178.0
2021-02-06,29.0,23173.0,302.0
2021-02-06,30.0,23105.0,73.0
2021-02-06,31.0,22606.0,150.0
2021-02-06,32.0,22257.0,281.0
2021-02-06,33.0,21101.0,45.0
2021-02-06,34.0,19892.0,251.0
2021-02-06,35.0,17908.0,221.0
2021-02-06,36.0,17536.0,115.0
2021-02-06,37.0,17887.0,121.0
2021-02-06,38.0,18956.0,554.0
2021-02-06,39.0,20296.0,427.0
2021-02-06,40.0,21542.0,232.0
2021-02-06,41.0,22990.0,311.0
2021-02-06,42.0,24113.0,-27.0
2021-02-06,43.0,24557.0,-768.0
2021-02-06,44.0,25833.0,-558.0
2021-02-06,45.0,26309.0,-1409.0
2021-02-06,46.0,27382.0,-1455.0
2021-02-06,47.0,26806.0,-2470.0
2021-02-06,48.0,27341.0,-1794.0
2021-02-07,1.0,28433.0,-1634.0
2021-02-07,2.0,27700.0,-2407.0
2021-02-07,3.0,26779.0,-2400.0
2021-02-07,4.0,26966.0,-2257.0
2021-02-07,5.0,27351.0,-1901.0
2021-02-07,6.0,27237.0,-2005.0
2021-02-07,7.0,27127.0,-2063.0
2021-02-07,8.0,27541.0,-1661.0
2021-02-07,9.0,27442.0,-1856.0
2021-02-07,10.0,27682.0,-1764.0
2021-02-07,11.0,27146.0,-2307.0
2021-02-07,12.0,27110.0,-2346.0
2021-02-07,13.0,27109.0,-2246.0
2021-02-07,14.0,26626.0,-2661.0
2021-02-07,15.0,26724.0,-2576.0
2021-02-07,16.0,26692.0,-2469.0
2021-02-07,17.0,27107.0,-1136.0
2021-02-07,18.0,25927.0,-1177.0
