settlementDate,settlementPeriod,System total load Consumption
2021-07-25,7.0,18907.0
2021-07-25,8.0,18756.0
2021-07-25,9.0,18611.0
2021-07-25,10.0,18578.0
2021-07-25,11.0,18428.0
2021-07-25,12.0,18597.0
2021-07-25,13.0,19183.0
2021-07-25,14.0,20015.0
2021-07-25,15.0,21142.0
2021-07-25,16.0,22431.0
2021-07-25,17.0,23815.0
2021-07-25,18.0,25038.0
2021-07-25,19.0,26228.0
2021-07-25,20.0,27174.0
2021-07-25,21.0,27854.0
2021-07-25,22.0,28339.0
2021-07-25,23.0,28669.0
2021-07-25,24.0,28980.0
2021-07-25,25.0,29056.0
2021-07-25,26.0,28935.0
2021-07-25,27.0,28867.0
2021-07-25,28.0,28783.0
2021-07-25,29.0,28621.0
2021-07-25,30.0,28512.0
2021-07-25,31.0,28688.0
2021-07-25,32.0,29072.0
2021-07-25,33.0,29401.0
2021-07-25,34.0,29709.0
2021-07-25,35.0,29698.0
2021-07-25,36.0,29450.0
2021-07-25,37.0,29354.0
2021-07-25,38.0,28864.0
2021-07-25,39.0,27798.0
2021-07-25,40.0,27036.0
2021-07-25,41.0,26727.0
2021-07-25,42.0,26607.0
2021-07-25,43.0,26648.0
2021-07-25,44.0,26436.0
2021-07-25,45.0,25742.0
2021-07-25,46.0,24514.0
2021-07-25,47.0,23376.0
2021-07-25,48.0,22321.0
2021-07-26,1.0,21313.0
2021-07-26,2.0,20663.0
2021-07-26,3.0,20407.0
2021-07-26,4.0,20203.0
2021-07-26,5.0,19858.0
2021-07-26,6.0,19639.0
2021-07-26,7.0,19566.0
2021-07-26,8.0,19660.0
2021-07-26,9.0,19746.0
2021-07-26,10.0,19947.0
2021-07-26,11.0,20396.0
2021-07-26,12.0,21883.0
2021-07-26,13.0,24112.0
2021-07-26,14.0,26285.0
2021-07-26,15.0,28438.0
2021-07-26,16.0,30195.0
2021-07-26,17.0,31405.0
2021-07-26,18.0,32132.0
2021-07-26,19.0,32644.0
2021-07-26,20.0,32876.0
2021-07-26,21.0,33099.0
2021-07-26,22.0,33606.0
2021-07-26,23.0,34140.0
2021-07-26,24.0,34578.0
2021-07-26,25.0,34747.0
2021-07-26,26.0,34651.0
2021-07-26,27.0,34447.0
2021-07-26,28.0,34185.0
2021-07-26,29.0,33989.0
2021-07-26,30.0,33885.0
2021-07-26,31.0,33872.0
2021-07-26,32.0,33636.0
2021-07-26,33.0,33710.0
2021-07-26,34.0,34070.0
2021-07-26,35.0,34102.0
2021-07-26,36.0,33821.0
2021-07-26,37.0,33584.0
2021-07-26,38.0,33147.0
2021-07-26,39.0,32419.0
2021-07-26,40.0,31732.0
2021-07-26,41.0,30754.0
2021-07-26,42.0,30250.0
2021-07-26,43.0,30159.0
2021-07-26,44.0,29449.0
2021-07-26,45.0,28136.0
2021-07-26,46.0,26427.0
2021-07-26,47.0,24835.0
2021-07-26,48.0,23588.0
2021-07-27,1.0,22681.0
2021-07-27,2.0,22010.0
2021-07-27,3.0,21594.0
2021-07-27,4.0,21255.0
2021-07-27,5.0,20897.0
2021-07-27,6.0,20621.0
2021-07-27,7.0,20462.0
2021-07-27,8.0,20410.0
2021-07-27,9.0,20499.0
2021-07-27,10.0,20823.0
2021-07-27,11.0,21267.0
2021-07-27,12.0,22627.0
2021-07-27,13.0,24773.0
2021-07-27,14.0,27059.0
2021-07-27,15.0,29094.0
2021-07-27,16.0,30667.0
2021-07-27,17.0,31851.0
2021-07-27,18.0,32499.0
2021-07-27,19.0,32951.0
2021-07-27,20.0,33268.0
2021-07-27,21.0,33504.0
2021-07-27,22.0,33782.0
2021-07-27,23.0,34074.0
2021-07-27,24.0,34285.0
2021-07-27,25.0,34272.0
2021-07-27,26.0,33927.0
2021-07-27,27.0,33710.0
2021-07-27,28.0,33747.0
2021-07-27,29.0,33785.0
2021-07-27,30.0,33593.0
2021-07-27,31.0,33381.0
2021-07-27,32.0,33302.0
2021-07-27,33.0,33606.0
2021-07-27,34.0,34033.0
2021-07-27,35.0,33933.0
2021-07-27,36.0,33739.0
2021-07-27,37.0,33585.0
2021-07-27,38.0,33115.0
2021-07-27,39.0,32356.0
2021-07-27,40.0,31359.0
2021-07-27,41.0,30587.0
2021-07-27,42.0,30429.0
2021-07-27,43.0,30070.0
2021-07-27,44.0,28822.0
2021-07-27,45.0,27339.0
2021-07-27,46.0,25845.0
2021-07-27,47.0,24362.0
2021-07-27,48.0,23171.0
2021-07-28,1.0,22287.0
2021-07-28,2.0,21636.0
2021-07-28,3.0,21231.0
2021-07-28,4.0,20893.0
2021-07-28,5.0,20498.0
2021-07-28,6.0,20193.0
2021-07-28,7.0,20001.0
2021-07-28,8.0,19912.0
2021-07-28,9.0,19958.0
2021-07-28,10.0,20232.0
2021-07-28,11.0,20629.0
2021-07-28,12.0,21906.0
2021-07-28,13.0,23959.0
2021-07-28,14.0,26158.0
2021-07-28,15.0,28147.0
2021-07-28,16.0,29706.0
2021-07-28,17.0,30946.0
2021-07-28,18.0,31416.0
2021-07-28,19.0,31781.0
2021-07-28,20.0,32349.0
2021-07-28,21.0,32719.0
2021-07-28,22.0,33043.0
2021-07-28,23.0,33231.0
2021-07-28,24.0,33325.0
2021-07-28,25.0,33320.0
2021-07-28,26.0,33085.0
2021-07-28,27.0,32962.0
2021-07-28,28.0,33049.0
2021-07-28,29.0,33145.0
2021-07-28,30.0,33046.0
2021-07-28,31.0,32932.0
2021-07-28,32.0,32919.0
2021-07-28,33.0,33192.0
2021-07-28,34.0,33560.0
2021-07-28,35.0,33435.0
2021-07-28,36.0,33195.0
2021-07-28,37.0,32898.0
2021-07-28,38.0,32454.0
2021-07-28,39.0,31993.0
2021-07-28,40.0,31449.0
2021-07-28,41.0,30623.0
2021-07-28,42.0,30012.0
2021-07-28,43.0,29545.0
2021-07-28,44.0,28326.0
2021-07-28,45.0,26859.0
2021-07-28,46.0,25385.0
2021-07-28,47.0,23968.0
2021-07-28,48.0,22744.0
2021-07-29,1.0,21846.0
2021-07-29,2.0,21327.0
2021-07-29,3.0,20940.0
2021-07-29,4.0,20480.0
2021-07-29,5.0,20113.0
2021-07-29,6.0,20015.0
2021-07-29,7.0,19944.0
2021-07-29,8.0,19988.0
2021-07-29,9.0,19973.0
2021-07-29,10.0,20127.0
2021-07-29,11.0,20583.0
2021-07-29,12.0,21929.0
2021-07-29,13.0,23977.0
2021-07-29,14.0,26184.0
2021-07-29,15.0,28502.0
2021-07-29,16.0,30176.0
2021-07-29,17.0,31208.0
2021-07-29,18.0,31910.0
2021-07-29,19.0,32566.0
2021-07-29,20.0,32991.0
2021-07-29,21.0,33122.0
2021-07-29,22.0,33283.0
2021-07-29,23.0,33651.0
2021-07-29,24.0,34005.0
2021-07-29,25.0,34074.0
2021-07-29,26.0,33870.0
2021-07-29,27.0,33589.0
2021-07-29,28.0,33457.0
2021-07-29,29.0,33272.0
2021-07-29,30.0,32953.0
2021-07-29,31.0,32575.0
2021-07-29,32.0,32368.0
2021-07-29,33.0,32651.0
2021-07-29,34.0,32986.0
2021-07-29,35.0,32983.0
2021-07-29,36.0,32678.0
2021-07-29,37.0,32293.0
2021-07-29,38.0,31928.0
2021-07-29,39.0,31266.0
2021-07-29,40.0,30280.0
2021-07-29,41.0,29787.0
2021-07-29,42.0,29860.0
2021-07-29,43.0,29320.0
2021-07-29,44.0,28275.0
2021-07-29,45.0,27111.0
2021-07-29,46.0,25398.0
2021-07-29,47.0,23897.0
2021-07-29,48.0,22808.0
2021-07-30,1.0,21903.0
2021-07-30,2.0,21292.0
2021-07-30,3.0,21251.0
2021-07-30,4.0,20846.0
2021-07-30,5.0,20387.0
2021-07-30,6.0,20130.0
2021-07-30,7.0,19999.0
2021-07-30,8.0,19829.0
2021-07-30,9.0,19829.0
2021-07-30,10.0,20217.0
2021-07-30,11.0,20658.0
2021-07-30,12.0,21810.0
2021-07-30,13.0,23756.0
2021-07-30,14.0,25892.0
2021-07-30,15.0,27907.0
2021-07-30,16.0,29398.0
2021-07-30,17.0,30508.0
2021-07-30,18.0,31273.0
2021-07-30,19.0,31755.0
2021-07-30,20.0,31919.0
2021-07-30,21.0,32135.0
2021-07-30,22.0,32471.0
2021-07-30,23.0,32814.0
2021-07-30,24.0,33100.0
2021-07-30,25.0,33265.0
2021-07-30,26.0,33351.0
2021-07-30,27.0,33242.0
2021-07-30,28.0,32881.0
2021-07-30,29.0,32498.0
2021-07-30,30.0,32245.0
2021-07-30,31.0,32015.0
2021-07-30,32.0,31815.0
2021-07-30,33.0,31790.0
2021-07-30,34.0,32047.0
2021-07-30,35.0,32195.0
2021-07-30,36.0,32039.0
2021-07-30,37.0,31859.0
2021-07-30,38.0,31407.0
2021-07-30,39.0,30590.0
2021-07-30,40.0,29446.0
2021-07-30,41.0,28628.0
2021-07-30,42.0,28749.0
2021-07-30,43.0,28700.0
2021-07-30,44.0,27855.0
2021-07-30,45.0,26677.0
2021-07-30,46.0,25267.0
2021-07-30,47.0,23983.0
2021-07-30,48.0,22870.0
2021-07-31,1.0,21998.0
2021-07-31,2.0,21331.0
2021-07-31,3.0,20490.0
2021-07-31,4.0,20122.0
2021-07-31,5.0,19836.0
2021-07-31,6.0,19524.0
2021-07-31,7.0,19310.0
2021-07-31,8.0,19271.0
2021-07-31,9.0,19020.0
2021-07-31,10.0,18830.0
2021-07-31,11.0,18885.0
2021-07-31,12.0,19481.0
2021-07-31,13.0,20515.0
2021-07-31,14.0,21821.0
2021-07-31,15.0,23287.0
2021-07-31,16.0,24755.0
2021-07-31,17.0,25991.0
2021-07-31,18.0,26865.0
2021-07-31,19.0,27703.0
2021-07-31,20.0,28292.0
2021-07-31,21.0,28939.0
2021-07-31,22.0,29422.0
2021-07-31,23.0,29620.0
2021-07-31,24.0,29820.0
2021-07-31,25.0,29998.0
2021-07-31,26.0,30101.0
2021-07-31,27.0,29949.0
2021-07-31,28.0,29561.0
2021-07-31,29.0,29002.0
2021-07-31,30.0,28453.0
2021-07-31,31.0,28198.0
2021-07-31,32.0,28225.0
2021-07-31,33.0,28529.0
2021-07-31,34.0,29115.0
2021-07-31,35.0,29315.0
2021-07-31,36.0,29128.0
2021-07-31,37.0,28988.0
2021-07-31,38.0,28771.0
2021-07-31,39.0,28369.0
2021-07-31,40.0,27788.0
2021-07-31,41.0,27134.0
2021-07-31,42.0,26632.0
2021-07-31,43.0,26442.0
2021-07-31,44.0,26235.0
2021-07-31,45.0,25546.0
2021-07-31,46.0,24301.0
2021-07-31,47.0,23138.0
2021-07-31,48.0,21850.0
2021-08-01,1.0,20695.0
2021-08-01,2.0,20066.0
2021-08-01,3.0,19784.0
2021-08-01,4.0,19489.0
2021-08-01,5.0,19047.0
2021-08-01,6.0,18573.0
2021-08-01,7.0,18239.0
2021-08-01,8.0,18042.0
2021-08-01,9.0,17986.0
2021-08-01,10.0,18116.0
2021-08-01,11.0,18054.0
2021-08-01,12.0,18312.0
2021-08-01,13.0,18995.0
2021-08-01,14.0,19833.0
2021-08-01,15.0,20853.0
2021-08-01,16.0,22060.0
2021-08-01,17.0,23331.0
2021-08-01,18.0,24541.0
2021-08-01,19.0,25736.0
2021-08-01,20.0,26682.0
2021-08-01,21.0,27429.0
2021-08-01,22.0,28017.0
2021-08-01,23.0,28413.0
2021-08-01,24.0,28762.0
2021-08-01,25.0,29071.0
2021-08-01,26.0,29092.0
2021-08-01,27.0,28941.0
2021-08-01,28.0,28696.0
2021-08-01,29.0,28505.0
2021-08-01,30.0,28548.0
2021-08-01,31.0,28737.0
2021-08-01,32.0,29033.0
2021-08-01,33.0,29346.0
2021-08-01,34.0,29643.0
2021-08-01,35.0,29689.0
2021-08-01,36.0,29371.0
2021-08-01,37.0,28943.0
2021-08-01,38.0,28396.0
2021-08-01,39.0,27711.0
2021-08-01,40.0,27067.0
2021-08-01,41.0,26680.0
2021-08-01,42.0,26550.0
2021-08-01,43.0,26204.0
2021-08-01,44.0,25560.0
2021-08-01,45.0,24644.0
2021-08-01,46.0,23317.0
2021-08-01,47.0,22127.0
2021-08-01,48.0,21236.0
2021-08-02,1.0,20512.0
2021-08-02,2.0,20019.0
2021-08-02,3.0,19907.0
2021-08-02,4.0,19672.0
2021-08-02,5.0,19404.0
2021-08-02,6.0,19181.0
2021-08-02,7.0,19029.0
2021-08-02,8.0,18999.0
2021-08-02,9.0,19067.0
2021-08-02,10.0,19476.0
2021-08-02,11.0,20014.0
2021-08-02,12.0,21342.0
2021-08-02,13.0,23465.0
2021-08-02,14.0,25698.0
2021-08-02,15.0,27887.0
2021-08-02,16.0,29554.0
2021-08-02,17.0,30728.0
2021-08-02,18.0,31354.0
2021-08-02,19.0,31628.0
2021-08-02,20.0,31868.0
2021-08-02,21.0,32400.0
2021-08-02,22.0,32850.0
2021-08-02,23.0,33199.0
2021-08-02,24.0,33763.0
2021-08-02,25.0,34049.0
2021-08-02,26.0,34035.0
2021-08-02,27.0,33938.0
2021-08-02,28.0,33689.0
2021-08-02,29.0,33403.0
2021-08-02,30.0,33125.0
2021-08-02,31.0,32747.0
2021-08-02,32.0,32349.0
2021-08-02,33.0,32524.0
2021-08-02,34.0,33151.0
2021-08-02,35.0,33391.0
2021-08-02,36.0,32995.0
2021-08-02,37.0,32737.0
2021-08-02,38.0,32271.0
2021-08-02,39.0,31447.0
2021-08-02,40.0,30613.0
2021-08-02,41.0,29949.0
2021-08-02,42.0,29958.0
2021-08-02,43.0,29658.0
2021-08-02,44.0,28517.0
2021-08-02,45.0,27150.0
2021-08-02,46.0,25594.0
2021-08-02,47.0,24029.0
2021-08-02,48.0,22835.0
2021-08-03,1.0,22017.0
2021-08-03,2.0,21389.0
2021-08-03,3.0,20814.0
2021-08-03,4.0,20600.0
2021-08-03,5.0,20135.0
2021-08-03,6.0,19807.0
2021-08-03,7.0,19637.0
2021-08-03,8.0,19529.0
2021-08-03,9.0,19604.0
2021-08-03,10.0,20001.0
2021-08-03,11.0,20532.0
2021-08-03,12.0,21790.0
2021-08-03,13.0,23799.0
2021-08-03,14.0,25910.0
2021-08-03,15.0,27860.0
2021-08-03,16.0,29371.0
2021-08-03,17.0,30310.0
2021-08-03,18.0,30903.0
2021-08-03,19.0,31465.0
2021-08-03,20.0,31603.0
2021-08-03,21.0,31895.0
2021-08-03,22.0,32364.0
2021-08-03,23.0,32827.0
2021-08-03,24.0,33224.0
2021-08-03,25.0,33357.0
2021-08-03,26.0,33221.0
2021-08-03,27.0,32987.0
2021-08-03,28.0,32687.0
2021-08-03,29.0,32326.0
2021-08-03,30.0,32047.0
2021-08-03,31.0,31803.0
2021-08-03,32.0,31661.0
2021-08-03,33.0,31827.0
2021-08-03,34.0,32254.0
2021-08-03,35.0,32427.0
2021-08-03,36.0,32258.0
2021-08-03,37.0,32004.0
2021-08-03,38.0,31739.0
2021-08-03,39.0,31177.0
2021-08-03,40.0,30345.0
2021-08-03,41.0,29725.0
2021-08-03,42.0,29554.0
2021-08-03,43.0,28894.0
2021-08-03,44.0,27979.0
2021-08-03,45.0,27109.0
2021-08-03,46.0,25546.0
2021-08-03,47.0,24009.0
2021-08-03,48.0,22833.0
2021-08-04,1.0,21961.0
2021-08-04,2.0,21320.0
2021-08-04,3.0,20936.0
2021-08-04,4.0,20659.0
2021-08-04,5.0,20214.0
2021-08-04,6.0,19869.0
2021-08-04,7.0,19664.0
2021-08-04,8.0,19599.0
2021-08-04,9.0,19609.0
2021-08-04,10.0,19830.0
2021-08-04,11.0,20136.0
2021-08-04,12.0,21400.0
2021-08-04,13.0,23538.0
2021-08-04,14.0,25844.0
2021-08-04,15.0,27921.0
2021-08-04,16.0,29383.0
2021-08-04,17.0,30390.0
2021-08-04,18.0,31075.0
2021-08-04,19.0,31440.0
2021-08-04,20.0,31492.0
2021-08-04,21.0,31944.0
2021-08-04,22.0,32546.0
2021-08-04,23.0,32912.0
2021-08-04,24.0,33147.0
2021-08-04,25.0,33295.0
2021-08-04,26.0,33310.0
2021-08-04,27.0,33176.0
2021-08-04,28.0,33055.0
2021-08-04,29.0,32987.0
2021-08-04,30.0,32820.0
2021-08-04,31.0,32626.0
2021-08-04,32.0,32611.0
2021-08-04,33.0,32943.0
2021-08-04,34.0,33214.0
2021-08-04,35.0,32904.0
2021-08-04,36.0,32321.0
2021-08-04,37.0,32000.0
2021-08-04,38.0,31800.0
2021-08-04,39.0,31319.0
2021-08-04,40.0,30496.0
2021-08-04,41.0,29734.0
2021-08-04,42.0,29548.0
2021-08-04,43.0,29364.0
2021-08-04,44.0,28182.0
2021-08-04,45.0,26659.0
2021-08-04,46.0,25268.0
2021-08-04,47.0,23943.0
2021-08-04,48.0,22760.0
2021-08-05,1.0,21875.0
2021-08-05,2.0,21257.0
2021-08-05,3.0,20629.0
2021-08-05,4.0,20330.0
2021-08-05,5.0,19900.0
2021-08-05,6.0,19673.0
2021-08-05,7.0,19583.0
2021-08-05,8.0,19420.0
2021-08-05,9.0,19328.0
2021-08-05,10.0,19643.0
2021-08-05,11.0,20102.0
2021-08-05,12.0,21328.0
2021-08-05,13.0,23304.0
2021-08-05,14.0,25421.0
2021-08-05,15.0,27497.0
2021-08-05,16.0,29185.0
2021-08-05,17.0,30481.0
2021-08-05,18.0,31224.0
2021-08-05,19.0,31791.0
2021-08-05,20.0,32113.0
2021-08-05,21.0,32350.0
2021-08-05,22.0,32582.0
2021-08-05,23.0,32770.0
2021-08-05,24.0,32962.0
2021-08-05,25.0,33042.0
2021-08-05,26.0,33070.0
2021-08-05,27.0,32912.0
2021-08-05,28.0,32761.0
2021-08-05,29.0,32665.0
2021-08-05,30.0,32478.0
2021-08-05,31.0,32343.0
2021-08-05,32.0,32391.0
2021-08-05,33.0,32635.0
2021-08-05,34.0,32991.0
2021-08-05,35.0,33152.0
2021-08-05,36.0,33076.0
2021-08-05,37.0,32961.0
2021-08-05,38.0,32837.0
2021-08-05,39.0,32240.0
2021-08-05,40.0,31166.0
2021-08-05,41.0,30323.0
2021-08-05,42.0,30041.0
2021-08-05,43.0,29600.0
2021-08-05,44.0,28411.0
2021-08-05,45.0,26891.0
2021-08-05,46.0,25228.0
2021-08-05,47.0,23666.0
2021-08-05,48.0,22532.0
2021-08-06,1.0,21732.0
2021-08-06,2.0,21114.0
2021-08-06,3.0,20830.0
2021-08-06,4.0,20534.0
2021-08-06,5.0,20186.0
2021-08-06,6.0,19891.0
2021-08-06,7.0,19802.0
2021-08-06,8.0,19824.0
2021-08-06,9.0,19947.0
2021-08-06,10.0,20436.0
2021-08-06,11.0,21078.0
2021-08-06,12.0,22283.0
2021-08-06,13.0,24093.0
2021-08-06,14.0,26254.0
2021-08-06,15.0,28351.0
2021-08-06,16.0,29867.0
2021-08-06,17.0,30962.0
2021-08-06,18.0,31623.0
2021-08-06,19.0,31975.0
2021-08-06,20.0,32090.0
2021-08-06,21.0,32221.0
2021-08-06,22.0,32516.0
2021-08-06,23.0,33010.0
2021-08-06,24.0,33406.0
2021-08-06,25.0,33488.0
2021-08-06,26.0,33166.0
2021-08-06,27.0,32725.0
2021-08-06,28.0,32434.0
2021-08-06,29.0,32179.0
2021-08-06,30.0,32022.0
2021-08-06,31.0,31834.0
2021-08-06,32.0,31624.0
2021-08-06,33.0,31826.0
2021-08-06,34.0,32261.0
2021-08-06,35.0,32218.0
2021-08-06,36.0,31647.0
2021-08-06,37.0,31180.0
2021-08-06,38.0,30688.0
2021-08-06,39.0,29963.0
2021-08-06,40.0,29241.0
2021-08-06,41.0,28924.0
2021-08-06,42.0,28891.0
2021-08-06,43.0,28269.0
2021-08-06,44.0,27127.0
2021-08-06,45.0,25947.0
2021-08-06,46.0,24599.0
2021-08-06,47.0,23407.0
2021-08-06,48.0,22361.0
2021-08-07,1.0,21505.0
2021-08-07,2.0,20871.0
2021-08-07,3.0,19964.0
2021-08-07,4.0,19596.0
2021-08-07,5.0,19073.0
2021-08-07,6.0,18673.0
2021-08-07,7.0,18498.0
2021-08-07,8.0,18377.0
2021-08-07,9.0,18237.0
2021-08-07,10.0,18210.0
2021-08-07,11.0,18348.0
2021-08-07,12.0,18762.0
2021-08-07,13.0,19441.0
2021-08-07,14.0,20496.0
2021-08-07,15.0,21856.0
2021-08-07,16.0,23300.0
2021-08-07,17.0,24701.0
2021-08-07,18.0,25982.0
2021-08-07,19.0,27032.0
2021-08-07,20.0,27738.0
2021-08-07,21.0,28224.0
2021-08-07,22.0,28561.0
2021-08-07,23.0,28859.0
2021-08-07,24.0,29110.0
2021-08-07,25.0,29223.0
2021-08-07,26.0,29150.0
2021-08-07,27.0,28947.0
2021-08-07,28.0,28668.0
2021-08-07,29.0,28457.0
2021-08-07,30.0,28362.0
2021-08-07,31.0,28401.0
2021-08-07,32.0,28469.0
2021-08-07,33.0,28729.0
2021-08-07,34.0,29291.0
2021-08-07,35.0,29559.0
2021-08-07,36.0,29520.0
2021-08-07,37.0,29320.0
2021-08-07,38.0,28973.0
2021-08-07,39.0,28155.0
2021-08-07,40.0,27387.0
2021-08-07,41.0,27164.0
2021-08-07,42.0,26867.0
2021-08-07,43.0,26367.0
2021-08-07,44.0,25611.0
2021-08-07,45.0,24665.0
2021-08-07,46.0,23596.0
2021-08-07,47.0,22574.0
2021-08-07,48.0,21504.0
2021-08-08,1.0,20661.0
2021-08-08,2.0,20068.0
2021-08-08,3.0,19333.0
2021-08-08,4.0,18968.0
2021-08-08,5.0,18585.0
2021-08-08,6.0,18266.0
2021-08-08,7.0,18096.0
2021-08-08,8.0,17993.0
2021-08-08,9.0,17818.0
2021-08-08,10.0,17835.0
2021-08-08,11.0,17962.0
2021-08-08,12.0,18203.0
2021-08-08,13.0,18823.0
2021-08-08,14.0,19702.0
2021-08-08,15.0,20784.0
2021-08-08,16.0,22077.0
2021-08-08,17.0,23237.0
2021-08-08,18.0,24227.0
2021-08-08,19.0,25154.0
2021-08-08,20.0,25852.0
2021-08-08,21.0,26385.0
2021-08-08,22.0,26818.0
2021-08-08,23.0,27027.0
2021-08-08,24.0,27198.0
2021-08-08,25.0,27342.0
2021-08-08,26.0,26997.0
2021-08-08,27.0,26855.0
2021-08-08,28.0,27106.0
2021-08-08,29.0,27164.0
2021-08-08,30.0,27106.0
2021-08-08,31.0,27151.0
2021-08-08,32.0,27742.0
2021-08-08,33.0,28368.0
2021-08-08,34.0,28863.0
2021-08-08,35.0,29127.0
2021-08-08,36.0,28958.0
2021-08-08,37.0,28726.0
2021-08-08,38.0,28427.0
2021-08-08,39.0,27965.0
2021-08-08,40.0,27486.0
2021-08-08,41.0,27203.0
2021-08-08,42.0,26994.0
2021-08-08,43.0,26558.0
2021-08-08,44.0,25925.0
2021-08-08,45.0,24987.0
2021-08-08,46.0,23400.0
2021-08-08,47.0,21971.0
2021-08-08,48.0,20972.0
2021-08-09,1.0,20181.0
2021-08-09,2.0,19682.0
2021-08-09,3.0,19733.0
2021-08-09,4.0,19551.0
2021-08-09,5.0,19203.0
2021-08-09,6.0,18961.0
2021-08-09,7.0,18809.0
2021-08-09,8.0,18700.0
2021-08-09,9.0,18590.0
2021-08-09,10.0,18804.0
2021-08-09,11.0,19180.0
2021-08-09,12.0,20352.0
2021-08-09,13.0,22363.0
2021-08-09,14.0,24449.0
2021-08-09,15.0,26606.0
2021-08-09,16.0,28515.0
2021-08-09,17.0,30119.0
2021-08-09,18.0,31208.0
2021-08-09,19.0,31605.0
2021-08-09,20.0,31571.0
2021-08-09,21.0,31739.0
2021-08-09,22.0,32176.0
2021-08-09,23.0,32666.0
2021-08-09,24.0,33141.0
2021-08-09,25.0,33374.0
2021-08-09,26.0,33137.0
2021-08-09,27.0,32812.0
2021-08-09,28.0,32536.0
2021-08-09,29.0,31876.0
2021-08-09,30.0,31450.0
2021-08-09,31.0,31564.0
2021-08-09,32.0,31729.0
2021-08-09,33.0,32078.0
2021-08-09,34.0,32582.0
2021-08-09,35.0,32637.0
2021-08-09,36.0,32371.0
2021-08-09,37.0,32330.0
2021-08-09,38.0,32049.0
2021-08-09,39.0,31348.0
2021-08-09,40.0,30715.0
2021-08-09,41.0,30252.0
2021-08-09,42.0,30011.0
2021-08-09,43.0,29617.0
2021-08-09,44.0,28559.0
2021-08-09,45.0,27180.0
2021-08-09,46.0,25546.0
2021-08-09,47.0,23893.0
2021-08-09,48.0,22595.0
2021-08-10,1.0,21729.0
2021-08-10,2.0,21258.0
2021-08-10,3.0,20948.0
2021-08-10,4.0,20551.0
2021-08-10,5.0,20069.0
2021-08-10,6.0,19733.0
2021-08-10,7.0,19606.0
2021-08-10,8.0,19629.0
2021-08-10,9.0,19653.0
2021-08-10,10.0,19868.0
2021-08-10,11.0,20231.0
2021-08-10,12.0,21472.0
2021-08-10,13.0,23506.0
2021-08-10,14.0,25725.0
2021-08-10,15.0,27815.0
2021-08-10,16.0,29327.0
2021-08-10,17.0,30290.0
2021-08-10,18.0,30943.0
2021-08-10,19.0,31447.0
2021-08-10,20.0,31572.0
2021-08-10,21.0,31769.0
2021-08-10,22.0,32249.0
2021-08-10,23.0,32707.0
2021-08-10,24.0,33036.0
2021-08-10,25.0,33245.0
2021-08-10,26.0,33278.0
2021-08-10,27.0,33109.0
2021-08-10,28.0,32884.0
2021-08-10,29.0,32614.0
2021-08-10,30.0,32353.0
2021-08-10,31.0,32267.0
2021-08-10,32.0,32252.0
2021-08-10,33.0,32443.0
2021-08-10,34.0,32812.0
2021-08-10,35.0,32927.0
2021-08-10,36.0,32635.0
2021-08-10,37.0,32355.0
2021-08-10,38.0,32022.0
2021-08-10,39.0,31457.0
2021-08-10,40.0,30682.0
2021-08-10,41.0,29887.0
2021-08-10,42.0,29774.0
2021-08-10,43.0,29643.0
2021-08-10,44.0,28475.0
2021-08-10,45.0,26926.0
2021-08-10,46.0,25450.0
2021-08-10,47.0,24036.0
2021-08-10,48.0,22720.0
2021-08-11,1.0,21849.0
2021-08-11,2.0,21345.0
2021-08-11,3.0,20964.0
2021-08-11,4.0,20568.0
2021-08-11,5.0,20093.0
2021-08-11,6.0,19762.0
2021-08-11,7.0,19664.0
2021-08-11,8.0,19721.0
2021-08-11,9.0,19756.0
2021-08-11,10.0,19951.0
2021-08-11,11.0,20304.0
2021-08-11,12.0,21538.0
2021-08-11,13.0,23541.0
2021-08-11,14.0,25722.0
2021-08-11,15.0,27801.0
2021-08-11,16.0,29282.0
2021-08-11,17.0,30220.0
2021-08-11,18.0,30888.0
2021-08-11,19.0,31476.0
2021-08-11,20.0,31667.0
2021-08-11,21.0,31877.0
2021-08-11,22.0,32309.0
2021-08-11,23.0,32667.0
2021-08-11,24.0,32911.0
2021-08-11,25.0,33083.0
2021-08-11,26.0,33161.0
2021-08-11,27.0,33039.0
2021-08-11,28.0,32870.0
2021-08-11,29.0,32653.0
2021-08-11,30.0,32387.0
2021-08-11,31.0,32258.0
2021-08-11,32.0,32214.0
2021-08-11,33.0,32333.0
2021-08-11,34.0,32677.0
2021-08-11,35.0,32866.0
2021-08-11,36.0,32692.0
2021-08-11,37.0,32499.0
2021-08-11,38.0,32239.0
2021-08-11,39.0,31759.0
2021-08-11,40.0,31078.0
2021-08-11,41.0,30326.0
2021-08-11,42.0,30216.0
2021-08-11,43.0,29972.0
2021-08-11,44.0,28663.0
2021-08-11,45.0,27031.0
2021-08-11,46.0,25480.0
2021-08-11,47.0,23985.0
2021-08-11,48.0,22619.0
2021-08-12,1.0,21722.0
2021-08-12,2.0,21194.0
2021-08-12,3.0,20650.0
2021-08-12,4.0,20457.0
2021-08-12,5.0,20041.0
2021-08-12,6.0,19694.0
2021-08-12,7.0,19568.0
2021-08-12,8.0,19588.0
2021-08-12,9.0,19609.0
2021-08-12,10.0,19832.0
2021-08-12,11.0,20285.0
2021-08-12,12.0,21666.0
2021-08-12,13.0,23677.0
2021-08-12,14.0,25598.0
2021-08-12,15.0,27461.0
