settlementDate,settlementPeriod,System total load Consumption
2022-01-15,12.0,27051.0
2022-01-15,13.0,28317.0
2022-01-15,14.0,29536.0
2022-01-15,15.0,30711.0
2022-01-15,16.0,31889.0
2022-01-15,17.0,33719.0
2022-01-15,18.0,35855.0
2022-01-15,19.0,37413.0
2022-01-15,20.0,38345.0
2022-01-15,21.0,39025.0
2022-01-15,22.0,39306.0
2022-01-15,23.0,39383.0
2022-01-15,24.0,39575.0
2022-01-15,25.0,39798.0
2022-01-15,26.0,39768.0
2022-01-15,27.0,39228.0
2022-01-15,28.0,38506.0
2022-01-15,29.0,38128.0
2022-01-15,30.0,37875.0
2022-01-15,31.0,37564.0
2022-01-15,32.0,37769.0
2022-01-15,33.0,39444.0
2022-01-15,34.0,41288.0
2022-01-15,35.0,41933.0
2022-01-15,36.0,41877.0
2022-01-15,37.0,41321.0
2022-01-15,38.0,40104.0
2022-01-15,39.0,38902.0
2022-01-15,40.0,37667.0
2022-01-15,41.0,36360.0
2022-01-15,42.0,35039.0
2022-01-15,43.0,33548.0
2022-01-15,44.0,32169.0
2022-01-15,45.0,31116.0
2022-01-15,46.0,29806.0
2022-01-15,47.0,28469.0
2022-01-15,48.0,27984.0
2022-01-16,1.0,28012.0
2022-01-16,2.0,28137.0
2022-01-16,3.0,27407.0
2022-01-16,4.0,26741.0
2022-01-16,5.0,26225.0
2022-01-16,6.0,25645.0
2022-01-16,7.0,25148.0
2022-01-16,8.0,24856.0
2022-01-16,9.0,24592.0
2022-01-16,10.0,24680.0
2022-01-16,11.0,25022.0
2022-01-16,12.0,25873.0
2022-01-16,13.0,26768.0
2022-01-16,14.0,27632.0
2022-01-16,15.0,28598.0
2022-01-16,16.0,29709.0
2022-01-16,17.0,31266.0
2022-01-16,18.0,32840.0
2022-01-16,19.0,34567.0
2022-01-16,20.0,36136.0
2022-01-16,21.0,36833.0
2022-01-16,22.0,37134.0
2022-01-16,23.0,37532.0
2022-01-16,24.0,38090.0
2022-01-16,25.0,38889.0
2022-01-16,26.0,38912.0
2022-01-16,27.0,38559.0
2022-01-16,28.0,38414.0
2022-01-16,29.0,38143.0
2022-01-16,30.0,38184.0
2022-01-16,31.0,38444.0
2022-01-16,32.0,39109.0
2022-01-16,33.0,40797.0
2022-01-16,34.0,42166.0
2022-01-16,35.0,42525.0
2022-01-16,36.0,42294.0
2022-01-16,37.0,41592.0
2022-01-16,38.0,40634.0
2022-01-16,39.0,39110.0
2022-01-16,40.0,37789.0
2022-01-16,41.0,36745.0
2022-01-16,42.0,35248.0
2022-01-16,43.0,33665.0
2022-01-16,44.0,32024.0
2022-01-16,45.0,30414.0
2022-01-16,46.0,28795.0
2022-01-16,47.0,27364.0
2022-01-16,48.0,26876.0
2022-01-17,1.0,27318.0
2022-01-17,2.0,27757.0
2022-01-17,3.0,27315.0
2022-01-17,4.0,26739.0
2022-01-17,5.0,26445.0
2022-01-17,6.0,26264.0
2022-01-17,7.0,25925.0
2022-01-17,8.0,25700.0
2022-01-17,9.0,25720.0
2022-01-17,10.0,26087.0
2022-01-17,11.0,26797.0
2022-01-17,12.0,28612.0
2022-01-17,13.0,31109.0
2022-01-17,14.0,33777.0
2022-01-17,15.0,36337.0
2022-01-17,16.0,38324.0
2022-01-17,17.0,40434.0
2022-01-17,18.0,42133.0
2022-01-17,19.0,43060.0
2022-01-17,20.0,43720.0
2022-01-17,21.0,43913.0
2022-01-17,22.0,43835.0
2022-01-17,23.0,44071.0
2022-01-17,24.0,44526.0
2022-01-17,25.0,44799.0
2022-01-17,26.0,44571.0
2022-01-17,27.0,44023.0
2022-01-17,28.0,43103.0
2022-01-17,29.0,42576.0
2022-01-17,30.0,42544.0
2022-01-17,31.0,42463.0
2022-01-17,32.0,42886.0
2022-01-17,33.0,44323.0
2022-01-17,34.0,45879.0
2022-01-17,35.0,46574.0
2022-01-17,36.0,46649.0
2022-01-17,37.0,46286.0
2022-01-17,38.0,45292.0
2022-01-17,39.0,44253.0
2022-01-17,40.0,42966.0
2022-01-17,41.0,41276.0
2022-01-17,42.0,39742.0
2022-01-17,43.0,37979.0
2022-01-17,44.0,35598.0
2022-01-17,45.0,33435.0
2022-01-17,46.0,31618.0
2022-01-17,47.0,29845.0
2022-01-17,48.0,28956.0
2022-01-18,1.0,28955.0
2022-01-18,2.0,29180.0
2022-01-18,3.0,28806.0
2022-01-18,4.0,28304.0
2022-01-18,5.0,28105.0
2022-01-18,6.0,27847.0
2022-01-18,7.0,27440.0
2022-01-18,8.0,27081.0
2022-01-18,9.0,27085.0
2022-01-18,10.0,27466.0
2022-01-18,11.0,28343.0
2022-01-18,12.0,30601.0
2022-01-18,13.0,33451.0
2022-01-18,14.0,36611.0
2022-01-18,15.0,39379.0
2022-01-18,16.0,40469.0
2022-01-18,17.0,40984.0
2022-01-18,18.0,42123.0
2022-01-18,19.0,43144.0
2022-01-18,20.0,43399.0
2022-01-18,21.0,43727.0
2022-01-18,22.0,43903.0
2022-01-18,23.0,43861.0
2022-01-18,24.0,43739.0
2022-01-18,25.0,43504.0
2022-01-18,26.0,43276.0
2022-01-18,27.0,43155.0
2022-01-18,28.0,43234.0
2022-01-18,29.0,43113.0
2022-01-18,30.0,43011.0
2022-01-18,31.0,43307.0
2022-01-18,32.0,43753.0
2022-01-18,33.0,44803.0
2022-01-18,34.0,46076.0
2022-01-18,35.0,46162.0
2022-01-18,36.0,45513.0
2022-01-18,37.0,44890.0
2022-01-18,38.0,44552.0
2022-01-18,39.0,43751.0
2022-01-18,40.0,42121.0
2022-01-18,41.0,40536.0
2022-01-18,42.0,38925.0
2022-01-18,43.0,36839.0
2022-01-18,44.0,34536.0
2022-01-18,45.0,32626.0
2022-01-18,46.0,30676.0
2022-01-18,47.0,28905.0
2022-01-18,48.0,28304.0
2022-01-19,1.0,28691.0
2022-01-19,2.0,28984.0
2022-01-19,3.0,28536.0
2022-01-19,4.0,27925.0
2022-01-19,5.0,27586.0
2022-01-19,6.0,27446.0
2022-01-19,7.0,27155.0
2022-01-19,8.0,26652.0
2022-01-19,9.0,26295.0
2022-01-19,10.0,26774.0
2022-01-19,11.0,27714.0
2022-01-19,12.0,30063.0
2022-01-19,13.0,33320.0
2022-01-19,14.0,36526.0
2022-01-19,15.0,39288.0
2022-01-19,16.0,40214.0
2022-01-19,17.0,40472.0
2022-01-19,18.0,41307.0
2022-01-19,19.0,42254.0
2022-01-19,20.0,42489.0
2022-01-19,21.0,42601.0
2022-01-19,22.0,42756.0
2022-01-19,23.0,42679.0
2022-01-19,24.0,42709.0
2022-01-19,25.0,42667.0
2022-01-19,26.0,42518.0
2022-01-19,27.0,42202.0
2022-01-19,28.0,42020.0
2022-01-19,29.0,42055.0
2022-01-19,30.0,41990.0
2022-01-19,31.0,42323.0
2022-01-19,32.0,43092.0
2022-01-19,33.0,43878.0
2022-01-19,34.0,44916.0
2022-01-19,35.0,45842.0
2022-01-19,36.0,45841.0
2022-01-19,37.0,45216.0
2022-01-19,38.0,44583.0
2022-01-19,39.0,43716.0
2022-01-19,40.0,42576.0
2022-01-19,41.0,40959.0
2022-01-19,42.0,38986.0
2022-01-19,43.0,37024.0
2022-01-19,44.0,34885.0
2022-01-19,45.0,32849.0
2022-01-19,46.0,30789.0
2022-01-19,47.0,29156.0
2022-01-19,48.0,28406.0
2022-01-20,1.0,28329.0
2022-01-20,2.0,28502.0
2022-01-20,3.0,28072.0
2022-01-20,4.0,27508.0
2022-01-20,5.0,27254.0
2022-01-20,6.0,27040.0
2022-01-20,7.0,26641.0
2022-01-20,8.0,26352.0
2022-01-20,9.0,26293.0
2022-01-20,10.0,26732.0
2022-01-20,11.0,27673.0
2022-01-20,12.0,29839.0
2022-01-20,13.0,33004.0
2022-01-20,14.0,36571.0
2022-01-20,15.0,39237.0
2022-01-20,16.0,40198.0
2022-01-20,17.0,40773.0
2022-01-20,18.0,41807.0
2022-01-20,19.0,42879.0
2022-01-20,20.0,43218.0
2022-01-20,21.0,43332.0
2022-01-20,22.0,43314.0
2022-01-20,23.0,43325.0
2022-01-20,24.0,43424.0
2022-01-20,25.0,43562.0
2022-01-20,26.0,43666.0
2022-01-20,27.0,43484.0
2022-01-20,28.0,43172.0
2022-01-20,29.0,42951.0
2022-01-20,30.0,42931.0
2022-01-20,31.0,43291.0
2022-01-20,32.0,43851.0
2022-01-20,33.0,44489.0
2022-01-20,34.0,45165.0
2022-01-20,35.0,45856.0
2022-01-20,36.0,46292.0
2022-01-20,37.0,46667.0
2022-01-20,38.0,46207.0
2022-01-20,39.0,44702.0
2022-01-20,40.0,43244.0
2022-01-20,41.0,41429.0
2022-01-20,42.0,39560.0
2022-01-20,43.0,37719.0
2022-01-20,44.0,35454.0
2022-01-20,45.0,33402.0
2022-01-20,46.0,31389.0
2022-01-20,47.0,29626.0
2022-01-20,48.0,28978.0
2022-01-21,1.0,29209.0
2022-01-21,2.0,29391.0
2022-01-21,3.0,28931.0
2022-01-21,4.0,28370.0
2022-01-21,5.0,28143.0
2022-01-21,6.0,27950.0
2022-01-21,7.0,27584.0
2022-01-21,8.0,27235.0
2022-01-21,9.0,27022.0
2022-01-21,10.0,27336.0
2022-01-21,11.0,28098.0
2022-01-21,12.0,30125.0
2022-01-21,13.0,33203.0
2022-01-21,14.0,36614.0
2022-01-21,15.0,39486.0
2022-01-21,16.0,40549.0
2022-01-21,17.0,41026.0
2022-01-21,18.0,42065.0
2022-01-21,19.0,42820.0
2022-01-21,20.0,42953.0
2022-01-21,21.0,43218.0
2022-01-21,22.0,43225.0
2022-01-21,23.0,43131.0
2022-01-21,24.0,43206.0
2022-01-21,25.0,43195.0
2022-01-21,26.0,43122.0
2022-01-21,27.0,42857.0
2022-01-21,28.0,42458.0
2022-01-21,29.0,41775.0
2022-01-21,30.0,40967.0
2022-01-21,31.0,40964.0
2022-01-21,32.0,41237.0
2022-01-21,33.0,42335.0
2022-01-21,34.0,44134.0
2022-01-21,35.0,44764.0
2022-01-21,36.0,44312.0
2022-01-21,37.0,43465.0
2022-01-21,38.0,42765.0
2022-01-21,39.0,41887.0
2022-01-21,40.0,40611.0
2022-01-21,41.0,39301.0
2022-01-21,42.0,37830.0
2022-01-21,43.0,36001.0
2022-01-21,44.0,34140.0
2022-01-21,45.0,32590.0
2022-01-21,46.0,30830.0
2022-01-21,47.0,29318.0
2022-01-21,48.0,28740.0
2022-01-22,1.0,29003.0
2022-01-22,2.0,29195.0
2022-01-22,3.0,28460.0
2022-01-22,4.0,27756.0
2022-01-22,5.0,27423.0
2022-01-22,6.0,27046.0
2022-01-22,7.0,26597.0
2022-01-22,8.0,26252.0
2022-01-22,9.0,26009.0
2022-01-22,10.0,26007.0
2022-01-22,11.0,26265.0
2022-01-22,12.0,27219.0
2022-01-22,13.0,28583.0
2022-01-22,14.0,29917.0
2022-01-22,15.0,31026.0
2022-01-22,16.0,32556.0
2022-01-22,17.0,34480.0
2022-01-22,18.0,36175.0
2022-01-22,19.0,37483.0
2022-01-22,20.0,38274.0
2022-01-22,21.0,38818.0
2022-01-22,22.0,38953.0
2022-01-22,23.0,39143.0
2022-01-22,24.0,39384.0
2022-01-22,25.0,39531.0
2022-01-22,26.0,39523.0
2022-01-22,27.0,39199.0
2022-01-22,28.0,38903.0
2022-01-22,29.0,38677.0
2022-01-22,30.0,38058.0
2022-01-22,31.0,37551.0
2022-01-22,32.0,37959.0
2022-01-22,33.0,39506.0
2022-01-22,34.0,41268.0
2022-01-22,35.0,42066.0
2022-01-22,36.0,41699.0
2022-01-22,37.0,41056.0
2022-01-22,38.0,40143.0
2022-01-22,39.0,38861.0
2022-01-22,40.0,37502.0
2022-01-22,41.0,35852.0
2022-01-22,42.0,34460.0
2022-01-22,43.0,33520.0
2022-01-22,44.0,32369.0
2022-01-22,45.0,31061.0
2022-01-22,46.0,29646.0
2022-01-22,47.0,28252.0
2022-01-22,48.0,27692.0
2022-01-23,1.0,27742.0
2022-01-23,2.0,27855.0
2022-01-23,3.0,27320.0
2022-01-23,4.0,26702.0
2022-01-23,5.0,26335.0
2022-01-23,6.0,26032.0
2022-01-23,7.0,25530.0
2022-01-23,8.0,25106.0
2022-01-23,9.0,24858.0
2022-01-23,10.0,24871.0
2022-01-23,11.0,25056.0
2022-01-23,12.0,25736.0
2022-01-23,13.0,26751.0
2022-01-23,14.0,27741.0
2022-01-23,15.0,28558.0
2022-01-23,16.0,29395.0
2022-01-23,17.0,30977.0
2022-01-23,18.0,32782.0
2022-01-23,19.0,34395.0
2022-01-23,20.0,35821.0
2022-01-23,21.0,36697.0
2022-01-23,22.0,37168.0
2022-01-23,23.0,37863.0
2022-01-23,24.0,38470.0
2022-01-23,25.0,38513.0
2022-01-23,26.0,38588.0
2022-01-23,27.0,38617.0
2022-01-23,28.0,38370.0
2022-01-23,29.0,38158.0
2022-01-23,30.0,37970.0
2022-01-23,31.0,37910.0
2022-01-23,32.0,38374.0
2022-01-23,33.0,39725.0
2022-01-23,34.0,41676.0
2022-01-23,35.0,42892.0
2022-01-23,36.0,42575.0
2022-01-23,37.0,41556.0
2022-01-23,38.0,40245.0
2022-01-23,39.0,38700.0
2022-01-23,40.0,37510.0
2022-01-23,41.0,36580.0
2022-01-23,42.0,35278.0
2022-01-23,43.0,33719.0
2022-01-23,44.0,32050.0
2022-01-23,45.0,30467.0
2022-01-23,46.0,28874.0
2022-01-23,47.0,27379.0
2022-01-23,48.0,26750.0
2022-01-24,1.0,27122.0
2022-01-24,2.0,27378.0
2022-01-24,3.0,26940.0
2022-01-24,4.0,26434.0
2022-01-24,5.0,26084.0
2022-01-24,6.0,25957.0
2022-01-24,7.0,25847.0
2022-01-24,8.0,25600.0
2022-01-24,9.0,25569.0
2022-01-24,10.0,26109.0
2022-01-24,11.0,27059.0
2022-01-24,12.0,28836.0
2022-01-24,13.0,31322.0
2022-01-24,14.0,33953.0
2022-01-24,15.0,36162.0
2022-01-24,16.0,38222.0
2022-01-24,17.0,40342.0
2022-01-24,18.0,41816.0
2022-01-24,19.0,42768.0
2022-01-24,20.0,43088.0
2022-01-24,21.0,43122.0
2022-01-24,22.0,43099.0
2022-01-24,23.0,43186.0
2022-01-24,24.0,43610.0
2022-01-24,25.0,43843.0
2022-01-24,26.0,43897.0
2022-01-24,27.0,43977.0
2022-01-24,28.0,43912.0
2022-01-24,29.0,43582.0
2022-01-24,30.0,43362.0
2022-01-24,31.0,43661.0
2022-01-24,32.0,44029.0
2022-01-24,33.0,44607.0
2022-01-24,34.0,45879.0
2022-01-24,35.0,46999.0
2022-01-24,36.0,46946.0
2022-01-24,37.0,46560.0
2022-01-24,38.0,45502.0
2022-01-24,39.0,43712.0
2022-01-24,40.0,42495.0
2022-01-24,41.0,41205.0
2022-01-24,42.0,39411.0
2022-01-24,43.0,37419.0
2022-01-24,44.0,35414.0
2022-01-24,45.0,33396.0
2022-01-24,46.0,31348.0
2022-01-24,47.0,29644.0
2022-01-24,48.0,28782.0
2022-01-25,1.0,29312.0
2022-01-25,2.0,29518.0
2022-01-25,3.0,29005.0
2022-01-25,4.0,28418.0
2022-01-25,5.0,28274.0
2022-01-25,6.0,28038.0
2022-01-25,7.0,27512.0
2022-01-25,8.0,27141.0
2022-01-25,9.0,27119.0
2022-01-25,10.0,27612.0
2022-01-25,11.0,28554.0
2022-01-25,12.0,30920.0
2022-01-25,13.0,34342.0
2022-01-25,14.0,38146.0
2022-01-25,15.0,41185.0
2022-01-25,16.0,42466.0
2022-01-25,17.0,42926.0
2022-01-25,18.0,43327.0
2022-01-25,19.0,43938.0
2022-01-25,20.0,43869.0
2022-01-25,21.0,43745.0
2022-01-25,22.0,44200.0
2022-01-25,23.0,44590.0
2022-01-25,24.0,44940.0
2022-01-25,25.0,45155.0
2022-01-25,26.0,44993.0
2022-01-25,27.0,44516.0
2022-01-25,28.0,44344.0
2022-01-25,29.0,44492.0
2022-01-25,30.0,44612.0
2022-01-25,31.0,45180.0
2022-01-25,32.0,46014.0
2022-01-25,33.0,47105.0
2022-01-25,34.0,47335.0
2022-01-25,35.0,46821.0
2022-01-25,36.0,46480.0
2022-01-25,37.0,45889.0
2022-01-25,38.0,45521.0
2022-01-25,39.0,45053.0
2022-01-25,40.0,43818.0
2022-01-25,41.0,41842.0
2022-01-25,42.0,39897.0
2022-01-25,43.0,38090.0
2022-01-25,44.0,35847.0
2022-01-25,45.0,33586.0
2022-01-25,46.0,31519.0
2022-01-25,47.0,29846.0
2022-01-25,48.0,29063.0
2022-01-26,1.0,29149.0
2022-01-26,2.0,29449.0
2022-01-26,3.0,28972.0
2022-01-26,4.0,28319.0
2022-01-26,5.0,27976.0
2022-01-26,6.0,27843.0
2022-01-26,7.0,27562.0
2022-01-26,8.0,27060.0
2022-01-26,9.0,26679.0
2022-01-26,10.0,27153.0
2022-01-26,11.0,28088.0
2022-01-26,12.0,30508.0
2022-01-26,13.0,33888.0
2022-01-26,14.0,37194.0
2022-01-26,15.0,39990.0
2022-01-26,16.0,40855.0
2022-01-26,17.0,41099.0
2022-01-26,18.0,41975.0
2022-01-26,19.0,42968.0
2022-01-26,20.0,43258.0
2022-01-26,21.0,43470.0
2022-01-26,22.0,43743.0
2022-01-26,23.0,43754.0
2022-01-26,24.0,43773.0
2022-01-26,25.0,43722.0
2022-01-26,26.0,43517.0
2022-01-26,27.0,43203.0
2022-01-26,28.0,42877.0
2022-01-26,29.0,42769.0
2022-01-26,30.0,42717.0
2022-01-26,31.0,43129.0
2022-01-26,32.0,43919.0
2022-01-26,33.0,44577.0
2022-01-26,34.0,45438.0
2022-01-26,35.0,46219.0
2022-01-26,36.0,46075.0
2022-01-26,37.0,45313.0
2022-01-26,38.0,44548.0
2022-01-26,39.0,43540.0
2022-01-26,40.0,42272.0
2022-01-26,41.0,40545.0
2022-01-26,42.0,38558.0
2022-01-26,43.0,36548.0
2022-01-26,44.0,34371.0
2022-01-26,45.0,32413.0
2022-01-26,46.0,30446.0
2022-01-26,47.0,28844.0
2022-01-26,48.0,28225.0
2022-01-27,1.0,28267.0
2022-01-27,2.0,28534.0
2022-01-27,3.0,28021.0
2022-01-27,4.0,27396.0
2022-01-27,5.0,27033.0
2022-01-27,6.0,26672.0
2022-01-27,7.0,26105.0
2022-01-27,8.0,25822.0
2022-01-27,9.0,25792.0
2022-01-27,10.0,26160.0
2022-01-27,11.0,26861.0
2022-01-27,12.0,28509.0
2022-01-27,13.0,30909.0
2022-01-27,14.0,33354.0
2022-01-27,15.0,35779.0
2022-01-27,16.0,37917.0
2022-01-27,17.0,39615.0
2022-01-27,18.0,40773.0
2022-01-27,19.0,41416.0
2022-01-27,20.0,41431.0
2022-01-27,21.0,41535.0
2022-01-27,22.0,41716.0
2022-01-27,23.0,41994.0
2022-01-27,24.0,42771.0
2022-01-27,25.0,43639.0
2022-01-27,26.0,42887.0
2022-01-27,27.0,41806.0
2022-01-27,28.0,41791.0
2022-01-27,29.0,41670.0
2022-01-27,30.0,41830.0
2022-01-27,31.0,41892.0
2022-01-27,32.0,41769.0
2022-01-27,33.0,42760.0
2022-01-27,34.0,44620.0
2022-01-27,35.0,45584.0
2022-01-27,36.0,45503.0
2022-01-27,37.0,44908.0
2022-01-27,38.0,43942.0
2022-01-27,39.0,42751.0
2022-01-27,40.0,41260.0
2022-01-27,41.0,39916.0
2022-01-27,42.0,38465.0
2022-01-27,43.0,36538.0
2022-01-27,44.0,34382.0
2022-01-27,45.0,32477.0
2022-01-27,46.0,30749.0
2022-01-27,47.0,29016.0
2022-01-27,48.0,28116.0
2022-01-28,1.0,28072.0
2022-01-28,2.0,28224.0
2022-01-28,3.0,27733.0
2022-01-28,4.0,27335.0
2022-01-28,5.0,26916.0
2022-01-28,6.0,26643.0
2022-01-28,7.0,26389.0
2022-01-28,8.0,26101.0
2022-01-28,9.0,26089.0
2022-01-28,10.0,26253.0
2022-01-28,11.0,26844.0
2022-01-28,12.0,28621.0
2022-01-28,13.0,31425.0
2022-01-28,14.0,34454.0
2022-01-28,15.0,36870.0
2022-01-28,16.0,38501.0
2022-01-28,17.0,39628.0
2022-01-28,18.0,40509.0
2022-01-28,19.0,41334.0
2022-01-28,20.0,41635.0
2022-01-28,21.0,42081.0
2022-01-28,22.0,42474.0
2022-01-28,23.0,42539.0
2022-01-28,24.0,42720.0
2022-01-28,25.0,42673.0
2022-01-28,26.0,42200.0
2022-01-28,27.0,41445.0
2022-01-28,28.0,40528.0
2022-01-28,29.0,40193.0
2022-01-28,30.0,40174.0
2022-01-28,31.0,40383.0
2022-01-28,32.0,41018.0
2022-01-28,33.0,41883.0
2022-01-28,34.0,43107.0
2022-01-28,35.0,43497.0
2022-01-28,36.0,42968.0
2022-01-28,37.0,42204.0
2022-01-28,38.0,41159.0
2022-01-28,39.0,39982.0
2022-01-28,40.0,38566.0
2022-01-28,41.0,36994.0
2022-01-28,42.0,35511.0
2022-01-28,43.0,34057.0
2022-01-28,44.0,32352.0
2022-01-28,45.0,30729.0
2022-01-28,46.0,29160.0
2022-01-28,47.0,27725.0
2022-01-28,48.0,27002.0
2022-01-29,1.0,27083.0
2022-01-29,2.0,27118.0
2022-01-29,3.0,26429.0
2022-01-29,4.0,25843.0
2022-01-29,5.0,25378.0
2022-01-29,6.0,24852.0
2022-01-29,7.0,24210.0
2022-01-29,8.0,23608.0
2022-01-29,9.0,23381.0
2022-01-29,10.0,23578.0
2022-01-29,11.0,24004.0
2022-01-29,12.0,25132.0
2022-01-29,13.0,26538.0
2022-01-29,14.0,28080.0
2022-01-29,15.0,29490.0
2022-01-29,16.0,30694.0
2022-01-29,17.0,32194.0
2022-01-29,18.0,34169.0
2022-01-29,19.0,35570.0
2022-01-29,20.0,35839.0
2022-01-29,21.0,36214.0
2022-01-29,22.0,36359.0
2022-01-29,23.0,36514.0
2022-01-29,24.0,36565.0
2022-01-29,25.0,36536.0
2022-01-29,26.0,36553.0
2022-01-29,27.0,36121.0
2022-01-29,28.0,35802.0
2022-01-29,29.0,35570.0
2022-01-29,30.0,35473.0
2022-01-29,31.0,35492.0
2022-01-29,32.0,35923.0
2022-01-29,33.0,36774.0
2022-01-29,34.0,38176.0
2022-01-29,35.0,39553.0
2022-01-29,36.0,39473.0
2022-01-29,37.0,38733.0
2022-01-29,38.0,37762.0
2022-01-29,39.0,36710.0
2022-01-29,40.0,35675.0
2022-01-29,41.0,34359.0
2022-01-29,42.0,33049.0
2022-01-29,43.0,32097.0
2022-01-29,44.0,30933.0
2022-01-29,45.0,29647.0
2022-01-29,46.0,28384.0
2022-01-29,47.0,27148.0
2022-01-29,48.0,26555.0
2022-01-30,1.0,26765.0
2022-01-30,2.0,26912.0
2022-01-30,3.0,26398.0
2022-01-30,4.0,25716.0
2022-01-30,5.0,25310.0
2022-01-30,6.0,25094.0
2022-01-30,7.0,24579.0
2022-01-30,8.0,24139.0
2022-01-30,9.0,23984.0
2022-01-30,10.0,23852.0
2022-01-30,11.0,23811.0
2022-01-30,12.0,24325.0
2022-01-30,13.0,25027.0
2022-01-30,14.0,25761.0
2022-01-30,15.0,26496.0
2022-01-30,16.0,27399.0
2022-01-30,17.0,29425.0
2022-01-30,18.0,31342.0
2022-01-30,19.0,32851.0
2022-01-30,20.0,34257.0
2022-01-30,21.0,35303.0
2022-01-30,22.0,36078.0
2022-01-30,23.0,36753.0
2022-01-30,24.0,37237.0
2022-01-30,25.0,37510.0
2022-01-30,26.0,37462.0
2022-01-30,27.0,37449.0
2022-01-30,28.0,37467.0
2022-01-30,29.0,37175.0
2022-01-30,30.0,37100.0
2022-01-30,31.0,37234.0
2022-01-30,32.0,37806.0
2022-01-30,33.0,38982.0
2022-01-30,34.0,40595.0
2022-01-30,35.0,41368.0
2022-01-30,36.0,40716.0
2022-01-30,37.0,39689.0
2022-01-30,38.0,38773.0
2022-01-30,39.0,38002.0
2022-01-30,40.0,36873.0
2022-01-30,41.0,35417.0
2022-01-30,42.0,34099.0
2022-01-30,43.0,32528.0
2022-01-30,44.0,30671.0
2022-01-30,45.0,29268.0
2022-01-30,46.0,27919.0
2022-01-30,47.0,26614.0
2022-01-30,48.0,25833.0
2022-01-31,1.0,26508.0
2022-01-31,2.0,26800.0
2022-01-31,3.0,26429.0
2022-01-31,4.0,25889.0
2022-01-31,5.0,25606.0
2022-01-31,6.0,25445.0
2022-01-31,7.0,25069.0
2022-01-31,8.0,24747.0
2022-01-31,9.0,24692.0
2022-01-31,10.0,25217.0
2022-01-31,11.0,26396.0
2022-01-31,12.0,29067.0
2022-01-31,13.0,32587.0
2022-01-31,14.0,36271.0
2022-01-31,15.0,39008.0
2022-01-31,16.0,40005.0
2022-01-31,17.0,40570.0
2022-01-31,18.0,41640.0
2022-01-31,19.0,42737.0
2022-01-31,20.0,42919.0
2022-01-31,21.0,43117.0
2022-01-31,22.0,43279.0
2022-01-31,23.0,43232.0
2022-01-31,24.0,43491.0
2022-01-31,25.0,43794.0
2022-01-31,26.0,43409.0
2022-01-31,27.0,42940.0
2022-01-31,28.0,42749.0
2022-01-31,29.0,42350.0
2022-01-31,30.0,42024.0
2022-01-31,31.0,42038.0
2022-01-31,32.0,42354.0
2022-01-31,33.0,43028.0
2022-01-31,34.0,44439.0
2022-01-31,35.0,45631.0
2022-01-31,36.0,45485.0
2022-01-31,37.0,44815.0
2022-01-31,38.0,44077.0
2022-01-31,39.0,43172.0
2022-01-31,40.0,41695.0
2022-01-31,41.0,39909.0
2022-01-31,42.0,38032.0
2022-01-31,43.0,36069.0
2022-01-31,44.0,33980.0
2022-01-31,45.0,32151.0
2022-01-31,46.0,30262.0
2022-01-31,47.0,28586.0
2022-01-31,48.0,27529.0
2022-02-01,1.0,27646.0
2022-02-01,2.0,28010.0
2022-02-01,3.0,27541.0
2022-02-01,4.0,27037.0
2022-02-01,5.0,26853.0
2022-02-01,6.0,26695.0
2022-02-01,7.0,26390.0
2022-02-01,8.0,26058.0
2022-02-01,9.0,25959.0
2022-02-01,10.0,26603.0
2022-02-01,11.0,27569.0
2022-02-01,12.0,29780.0
2022-02-01,13.0,32940.0
2022-02-01,14.0,36401.0
2022-02-01,15.0,38953.0
2022-02-01,16.0,39768.0
2022-02-01,17.0,40159.0
2022-02-01,18.0,40539.0
2022-02-01,19.0,41116.0
2022-02-01,20.0,41104.0
2022-02-01,21.0,41159.0
2022-02-01,22.0,41093.0
2022-02-01,23.0,40527.0
2022-02-01,24.0,40378.0
2022-02-01,25.0,40364.0
2022-02-01,26.0,40444.0
2022-02-01,27.0,40555.0
2022-02-01,28.0,40621.0
2022-02-01,29.0,40580.0
2022-02-01,30.0,40470.0
2022-02-01,31.0,40871.0
2022-02-01,32.0,41570.0
2022-02-01,33.0,42376.0
2022-02-01,34.0,43649.0
2022-02-01,35.0,44415.0
2022-02-01,36.0,44230.0
2022-02-01,37.0,43810.0
2022-02-01,38.0,43211.0
2022-02-01,39.0,42186.0
2022-02-01,40.0,40959.0
2022-02-01,41.0,39384.0
2022-02-01,42.0,37545.0
2022-02-01,43.0,35551.0
2022-02-01,44.0,33314.0
2022-02-01,45.0,31541.0
2022-02-01,46.0,29653.0
2022-02-01,47.0,27927.0
2022-02-01,48.0,27183.0
2022-02-02,1.0,27294.0
2022-02-02,2.0,27493.0
2022-02-02,3.0,27059.0
2022-02-02,4.0,26599.0
2022-02-02,5.0,26140.0
2022-02-02,6.0,25622.0
2022-02-02,7.0,25072.0
2022-02-02,8.0,24673.0
2022-02-02,9.0,24592.0
2022-02-02,10.0,25004.0
2022-02-02,11.0,25664.0
2022-02-02,12.0,27416.0
2022-02-02,13.0,29753.0
2022-02-02,14.0,31975.0
2022-02-02,15.0,33969.0
2022-02-02,16.0,35613.0
2022-02-02,17.0,37672.0
2022-02-02,18.0,39303.0
2022-02-02,19.0,39921.0
2022-02-02,20.0,40078.0
