recordType,marketIndexDataProviderId,settlementDate,settlementPeriod,marketIndexPrice,marketIndexVolume,activeFlag
MID,APXMIDP,2020-12-20,1,20.65,894.75,True
MID,APXMIDP,2020-12-20,2,25.34,672.75,True
MID,APXMIDP,2020-12-20,3,35.97,565.95,True
MID,APXMIDP,2020-12-20,4,38.93,794.25,True
MID,APXMIDP,2020-12-20,5,39.03,685.45,True
MID,APXMIDP,2020-12-20,6,27.11,734.15,True
MID,APXMIDP,2020-12-20,7,35.19,588.75,True
MID,APXMIDP,2020-12-20,8,31.82,725.25,True
MID,APXMIDP,2020-12-20,9,30.18,674.35,True
MID,APXMIDP,2020-12-20,10,31.93,692.05,True
MID,APXMIDP,2020-12-20,11,34.65,711.3,True
MID,APXMIDP,2020-12-20,12,36.84,669.3,True
MID,APXMIDP,2020-12-20,13,33.73,648.9,True
MID,APXMIDP,2020-12-20,14,40.5,596.05,True
MID,APXMIDP,2020-12-20,15,44.63,553.6,True
MID,APXMIDP,2020-12-20,16,50.02,361.95,True
MID,APXMIDP,2020-12-20,17,41.54,974.3,True
MID,APXMIDP,2020-12-20,18,52.67,731.3,True
MID,APXMIDP,2020-12-20,19,53.37,875.95,True
MID,APXMIDP,2020-12-20,20,55.26,965.7,True
MID,APXMIDP,2020-12-20,21,55.12,1071.4,True
MID,APXMIDP,2020-12-20,22,55.31,1146.7,True
MID,APXMIDP,2020-12-20,23,54.09,1293.55,True
MID,APXMIDP,2020-12-20,24,51.0,1126.9,True
MID,APXMIDP,2020-12-20,25,53.82,1157.05,True
MID,APXMIDP,2020-12-20,26,50.33,1349.65,True
MID,APXMIDP,2020-12-20,27,54.38,1021.1,True
MID,APXMIDP,2020-12-20,28,56.19,1239.2,True
MID,APXMIDP,2020-12-20,29,55.65,1084.05,True
MID,APXMIDP,2020-12-20,30,49.46,1332.55,True
MID,APXMIDP,2020-12-20,31,54.3,1167.55,True
MID,APXMIDP,2020-12-20,32,53.96,1286.65,True
MID,APXMIDP,2020-12-20,33,61.14,1105.35,True
MID,APXMIDP,2020-12-20,34,66.21,1042.6,True
MID,APXMIDP,2020-12-20,35,73.68,1136.5,True
MID,APXMIDP,2020-12-20,36,72.8,1392.7,True
MID,APXMIDP,2020-12-20,37,69.87,1483.7,True
MID,APXMIDP,2020-12-20,38,62.9,1817.2,True
MID,APXMIDP,2020-12-20,39,60.33,1001.05,True
MID,APXMIDP,2020-12-20,40,61.56,1142.15,True
MID,APXMIDP,2020-12-20,41,48.53,913.5,True
MID,APXMIDP,2020-12-20,42,38.6,1284.25,True
MID,APXMIDP,2020-12-20,43,47.73,1491.3,True
MID,APXMIDP,2020-12-20,44,52.16,1077.55,True
MID,APXMIDP,2020-12-20,45,52.73,1318.1,True
MID,APXMIDP,2020-12-20,46,50.02,1529.3,True
MID,APXMIDP,2020-12-20,47,46.76,713.4,True
MID,APXMIDP,2020-12-20,48,40.2,695.25,True
MID,APXMIDP,2020-12-21,1,42.01,490.15,True
MID,APXMIDP,2020-12-21,2,51.27,530.6,True
MID,APXMIDP,2020-12-21,3,53.24,759.65,True
MID,APXMIDP,2020-12-21,4,49.77,644.4,True
MID,APXMIDP,2020-12-21,5,53.08,893.25,True
MID,APXMIDP,2020-12-21,6,53.23,743.8,True
MID,APXMIDP,2020-12-21,7,54.99,630.8,True
MID,APXMIDP,2020-12-21,8,55.63,711.8,True
MID,APXMIDP,2020-12-21,9,56.07,834.9,True
MID,APXMIDP,2020-12-21,10,56.71,827.25,True
MID,APXMIDP,2020-12-21,11,57.25,945.95,True
MID,APXMIDP,2020-12-21,12,57.2,741.5,True
MID,APXMIDP,2020-12-21,13,56.03,1122.1,True
MID,APXMIDP,2020-12-21,14,45.18,1558.3,True
MID,APXMIDP,2020-12-21,15,50.84,1875.5,True
MID,APXMIDP,2020-12-21,16,51.87,1221.9,True
MID,APXMIDP,2020-12-21,17,47.6,1121.0,True
MID,APXMIDP,2020-12-21,18,42.31,1441.5,True
MID,APXMIDP,2020-12-21,19,45.82,1507.1,True
MID,APXMIDP,2020-12-21,20,50.07,1295.8,True
MID,APXMIDP,2020-12-21,21,47.93,1162.8,True
MID,APXMIDP,2020-12-21,22,46.01,1345.25,True
MID,APXMIDP,2020-12-21,23,53.47,943.15,True
MID,APXMIDP,2020-12-21,24,56.6,846.5,True
MID,APXMIDP,2020-12-21,25,57.63,937.2,True
MID,APXMIDP,2020-12-21,26,58.61,975.55,True
MID,APXMIDP,2020-12-21,27,59.74,717.25,True
MID,APXMIDP,2020-12-21,28,61.04,938.75,True
MID,APXMIDP,2020-12-21,29,60.44,946.95,True
MID,APXMIDP,2020-12-21,30,60.03,1169.0,True
MID,APXMIDP,2020-12-21,31,68.51,1602.75,True
MID,APXMIDP,2020-12-21,32,70.3,1431.25,True
MID,APXMIDP,2020-12-21,33,71.2,1733.8,True
MID,APXMIDP,2020-12-21,34,74.99,1596.05,True
MID,APXMIDP,2020-12-21,35,73.74,1983.25,True
MID,APXMIDP,2020-12-21,36,70.03,2273.15,True
MID,APXMIDP,2020-12-21,37,65.57,2459.05,True
MID,APXMIDP,2020-12-21,38,65.79,2075.65,True
MID,APXMIDP,2020-12-21,39,58.68,2341.25,True
MID,APXMIDP,2020-12-21,40,63.3,1630.0,True
MID,APXMIDP,2020-12-21,41,57.98,1405.35,True
MID,APXMIDP,2020-12-21,42,52.75,1534.05,True
MID,APXMIDP,2020-12-21,43,49.66,1821.0,True
MID,APXMIDP,2020-12-21,44,44.86,1875.85,True
MID,APXMIDP,2020-12-21,45,42.44,2100.8,True
MID,APXMIDP,2020-12-21,46,37.18,2653.15,True
MID,APXMIDP,2020-12-21,47,22.03,1156.9,True
MID,APXMIDP,2020-12-21,48,23.83,1069.2,True
MID,APXMIDP,2020-12-22,1,18.57,1118.95,True
MID,APXMIDP,2020-12-22,2,17.91,1039.7,True
MID,APXMIDP,2020-12-22,3,15.96,931.25,True
MID,APXMIDP,2020-12-22,4,15.56,1107.2,True
MID,APXMIDP,2020-12-22,5,14.01,782.5,True
MID,APXMIDP,2020-12-22,6,11.45,729.45,True
MID,APXMIDP,2020-12-22,7,10.84,883.35,True
MID,APXMIDP,2020-12-22,8,14.84,890.05,True
MID,APXMIDP,2020-12-22,9,14.59,989.25,True
MID,APXMIDP,2020-12-22,10,12.87,1025.3,True
MID,APXMIDP,2020-12-22,11,17.67,1345.65,True
MID,APXMIDP,2020-12-22,12,21.36,916.05,True
MID,APXMIDP,2020-12-22,13,26.91,1239.9,True
MID,APXMIDP,2020-12-22,14,27.23,1463.75,True
MID,APXMIDP,2020-12-22,15,27.55,1028.15,True
MID,APXMIDP,2020-12-22,16,30.78,944.9,True
MID,APXMIDP,2020-12-22,17,27.66,950.9,True
MID,APXMIDP,2020-12-22,18,27.53,1010.45,True
MID,APXMIDP,2020-12-22,19,46.42,1357.9,True
MID,APXMIDP,2020-12-22,20,47.89,1337.4,True
MID,APXMIDP,2020-12-22,21,49.35,1259.75,True
MID,APXMIDP,2020-12-22,22,47.36,1510.6,True
MID,APXMIDP,2020-12-22,23,41.72,1685.65,True
MID,APXMIDP,2020-12-22,24,39.74,1767.85,True
MID,APXMIDP,2020-12-22,25,49.74,1965.15,True
MID,APXMIDP,2020-12-22,26,51.04,2177.15,True
MID,APXMIDP,2020-12-22,27,50.84,1861.8,True
MID,APXMIDP,2020-12-22,28,48.26,1729.8,True
MID,APXMIDP,2020-12-22,29,47.83,1863.4,True
MID,APXMIDP,2020-12-22,30,48.39,1824.35,True
MID,APXMIDP,2020-12-22,31,59.87,1176.95,True
MID,APXMIDP,2020-12-22,32,63.52,1338.3,True
MID,APXMIDP,2020-12-22,33,65.02,1843.4,True
MID,APXMIDP,2020-12-22,34,67.13,1291.55,True
MID,APXMIDP,2020-12-22,35,73.99,1439.1,True
MID,APXMIDP,2020-12-22,36,72.6,1482.45,True
MID,APXMIDP,2020-12-22,37,67.88,1357.95,True
MID,APXMIDP,2020-12-22,38,67.64,1382.65,True
MID,APXMIDP,2020-12-22,39,60.68,1064.2,True
MID,APXMIDP,2020-12-22,40,60.81,1149.85,True
MID,APXMIDP,2020-12-22,41,58.63,923.2,True
MID,APXMIDP,2020-12-22,42,55.1,910.35,True
MID,APXMIDP,2020-12-22,43,54.12,1436.55,True
MID,APXMIDP,2020-12-22,44,50.26,643.85,True
MID,APXMIDP,2020-12-22,45,49.5,896.15,True
MID,APXMIDP,2020-12-22,46,51.29,732.1,True
MID,APXMIDP,2020-12-22,47,57.67,1191.45,True
MID,APXMIDP,2020-12-22,48,58.36,1121.1,True
MID,APXMIDP,2020-12-23,1,54.41,888.4,True
MID,APXMIDP,2020-12-23,2,57.47,990.75,True
MID,APXMIDP,2020-12-23,3,53.5,733.8,True
MID,APXMIDP,2020-12-23,4,55.36,862.65,True
MID,APXMIDP,2020-12-23,5,56.51,630.35,True
MID,APXMIDP,2020-12-23,6,55.65,691.55,True
MID,APXMIDP,2020-12-23,7,59.47,435.85,True
MID,APXMIDP,2020-12-23,8,54.11,662.0,True
MID,APXMIDP,2020-12-23,9,52.41,405.35,True
MID,APXMIDP,2020-12-23,10,47.24,492.8,True
MID,APXMIDP,2020-12-23,11,49.23,363.5,True
MID,APXMIDP,2020-12-23,12,49.36,455.55,True
MID,APXMIDP,2020-12-23,13,49.63,699.5,True
MID,APXMIDP,2020-12-23,14,53.96,742.45,True
MID,APXMIDP,2020-12-23,15,50.19,799.75,True
MID,APXMIDP,2020-12-23,16,49.82,869.25,True
MID,APXMIDP,2020-12-23,17,50.86,1075.8,True
MID,APXMIDP,2020-12-23,18,51.89,1538.55,True
MID,APXMIDP,2020-12-23,19,58.67,1380.6,True
MID,APXMIDP,2020-12-23,20,59.19,1497.9,True
MID,APXMIDP,2020-12-23,21,59.83,1808.55,True
MID,APXMIDP,2020-12-23,22,60.22,1925.7,True
MID,APXMIDP,2020-12-23,23,57.01,1251.45,True
MID,APXMIDP,2020-12-23,24,56.24,1218.75,True
MID,APXMIDP,2020-12-23,25,56.47,1228.25,True
MID,APXMIDP,2020-12-23,26,55.26,1296.05,True
MID,APXMIDP,2020-12-23,27,50.01,1282.8,True
MID,APXMIDP,2020-12-23,28,45.54,1522.3,True
MID,APXMIDP,2020-12-23,29,49.55,1494.3,True
MID,APXMIDP,2020-12-23,30,53.15,1669.9,True
MID,APXMIDP,2020-12-23,31,45.6,1254.15,True
MID,APXMIDP,2020-12-23,32,40.9,1438.0,True
MID,APXMIDP,2020-12-23,33,46.41,1194.15,True
MID,APXMIDP,2020-12-23,34,48.28,1314.8,True
MID,APXMIDP,2020-12-23,35,49.32,1176.25,True
MID,APXMIDP,2020-12-23,36,45.77,1354.95,True
MID,APXMIDP,2020-12-23,37,47.97,1613.6,True
MID,APXMIDP,2020-12-23,38,47.62,1649.05,True
MID,APXMIDP,2020-12-23,39,49.18,1691.35,True
MID,APXMIDP,2020-12-23,40,50.53,1449.55,True
MID,APXMIDP,2020-12-23,41,49.62,1362.5,True
MID,APXMIDP,2020-12-23,42,51.09,1172.9,True
MID,APXMIDP,2020-12-23,43,53.9,914.2,True
MID,APXMIDP,2020-12-23,44,53.14,971.2,True
MID,APXMIDP,2020-12-23,45,50.61,1244.4,True
MID,APXMIDP,2020-12-23,46,49.77,1544.0,True
MID,APXMIDP,2020-12-23,47,50.87,1541.95,True
MID,APXMIDP,2020-12-23,48,49.72,1107.95,True
MID,APXMIDP,2020-12-24,1,48.58,997.45,True
MID,APXMIDP,2020-12-24,2,50.18,937.6,True
MID,APXMIDP,2020-12-24,3,45.77,673.6,True
MID,APXMIDP,2020-12-24,4,36.2,758.6,True
MID,APXMIDP,2020-12-24,5,15.57,671.75,True
MID,APXMIDP,2020-12-24,6,9.48,952.25,True
MID,APXMIDP,2020-12-24,7,1.41,1030.65,True
MID,APXMIDP,2020-12-24,8,0.73,993.85,True
MID,APXMIDP,2020-12-24,9,1.62,1023.75,True
MID,APXMIDP,2020-12-24,10,1.7,1019.95,True
MID,APXMIDP,2020-12-24,11,4.8,904.4,True
MID,APXMIDP,2020-12-24,12,6.17,803.7,True
MID,APXMIDP,2020-12-24,13,15.38,950.4,True
MID,APXMIDP,2020-12-24,14,22.18,971.9,True
MID,APXMIDP,2020-12-24,15,51.83,928.0,True
MID,APXMIDP,2020-12-24,16,55.97,848.3,True
MID,APXMIDP,2020-12-24,17,32.44,518.0,True
MID,APXMIDP,2020-12-24,18,32.33,718.45,True
MID,APXMIDP,2020-12-24,19,49.29,1002.2,True
MID,APXMIDP,2020-12-24,20,53.16,1126.3,True
MID,APXMIDP,2020-12-24,21,55.31,924.2,True
MID,APXMIDP,2020-12-24,22,56.47,1096.6,True
MID,APXMIDP,2020-12-24,23,56.08,921.9,True
MID,APXMIDP,2020-12-24,24,57.34,936.15,True
MID,APXMIDP,2020-12-24,25,60.69,1124.2,True
MID,APXMIDP,2020-12-24,26,60.61,1173.6,True
MID,APXMIDP,2020-12-24,27,58.52,965.1,True
MID,APXMIDP,2020-12-24,28,58.49,925.6,True
MID,APXMIDP,2020-12-24,29,58.88,1096.5,True
MID,APXMIDP,2020-12-24,30,56.55,1116.75,True
MID,APXMIDP,2020-12-24,31,63.37,1169.0,True
MID,APXMIDP,2020-12-24,32,63.91,1233.9,True
MID,APXMIDP,2020-12-24,33,62.59,1473.8,True
MID,APXMIDP,2020-12-24,34,67.99,1355.85,True
MID,APXMIDP,2020-12-24,35,68.04,1340.4,True
MID,APXMIDP,2020-12-24,36,68.96,1525.05,True
MID,APXMIDP,2020-12-24,37,68.24,1427.95,True
MID,APXMIDP,2020-12-24,38,66.89,1737.6,True
MID,APXMIDP,2020-12-24,39,64.36,1280.15,True
MID,APXMIDP,2020-12-24,40,62.72,1274.2,True
MID,APXMIDP,2020-12-24,41,60.1,946.2,True
MID,APXMIDP,2020-12-24,42,61.34,935.1,True
MID,APXMIDP,2020-12-24,43,54.83,962.4,True
MID,APXMIDP,2020-12-24,44,52.22,1021.5,True
MID,APXMIDP,2020-12-24,45,51.95,945.7,True
MID,APXMIDP,2020-12-24,46,52.1,859.7,True
MID,APXMIDP,2020-12-24,47,59.31,801.4,True
MID,APXMIDP,2020-12-24,48,58.53,689.5,True
MID,APXMIDP,2020-12-25,1,58.15,735.6,True
MID,APXMIDP,2020-12-25,2,58.84,658.45,True
MID,APXMIDP,2020-12-25,3,54.68,750.05,True
MID,APXMIDP,2020-12-25,4,50.7,602.4,True
MID,APXMIDP,2020-12-25,5,48.76,528.45,True
MID,APXMIDP,2020-12-25,6,51.43,607.15,True
MID,APXMIDP,2020-12-25,7,49.22,427.1,True
MID,APXMIDP,2020-12-25,8,50.75,630.1,True
MID,APXMIDP,2020-12-25,9,51.19,526.85,True
MID,APXMIDP,2020-12-25,10,49.9,417.3,True
MID,APXMIDP,2020-12-25,11,50.16,432.3,True
MID,APXMIDP,2020-12-25,12,51.82,477.75,True
MID,APXMIDP,2020-12-25,13,54.48,718.25,True
MID,APXMIDP,2020-12-25,14,54.09,582.25,True
MID,APXMIDP,2020-12-25,15,52.42,1006.5,True
MID,APXMIDP,2020-12-25,16,49.14,854.35,True
MID,APXMIDP,2020-12-25,17,43.8,1008.05,True
MID,APXMIDP,2020-12-25,18,57.6,819.7,True
MID,APXMIDP,2020-12-25,19,65.81,817.15,True
MID,APXMIDP,2020-12-25,20,65.68,860.35,True
MID,APXMIDP,2020-12-25,21,67.24,1043.1,True
MID,APXMIDP,2020-12-25,22,66.33,917.45,True
MID,APXMIDP,2020-12-25,23,68.7,986.8,True
MID,APXMIDP,2020-12-25,24,70.15,1289.25,True
MID,APXMIDP,2020-12-25,25,70.55,1164.25,True
MID,APXMIDP,2020-12-25,26,70.82,1329.15,True
MID,APXMIDP,2020-12-25,27,69.17,1179.45,True
MID,APXMIDP,2020-12-25,28,68.15,1117.05,True
MID,APXMIDP,2020-12-25,29,66.99,1060.7,True
MID,APXMIDP,2020-12-25,30,67.94,1103.1,True
MID,APXMIDP,2020-12-25,31,61.71,1777.5,True
MID,APXMIDP,2020-12-25,32,59.4,1499.8,True
MID,APXMIDP,2020-12-25,33,58.74,1648.7,True
MID,APXMIDP,2020-12-25,34,58.65,1688.65,True
MID,APXMIDP,2020-12-25,35,61.01,1775.45,True
MID,APXMIDP,2020-12-25,36,58.87,1599.4,True
MID,APXMIDP,2020-12-25,37,56.71,1706.0,True
MID,APXMIDP,2020-12-25,38,55.29,2316.15,True
MID,APXMIDP,2020-12-25,39,58.19,1894.55,True
MID,APXMIDP,2020-12-25,40,59.33,1500.1,True
MID,APXMIDP,2020-12-25,41,60.0,1344.05,True
MID,APXMIDP,2020-12-25,42,55.75,1594.1,True
MID,APXMIDP,2020-12-25,43,47.47,1451.4,True
MID,APXMIDP,2020-12-25,44,48.82,1460.3,True
MID,APXMIDP,2020-12-25,45,49.42,1340.15,True
MID,APXMIDP,2020-12-25,46,50.39,1423.1,True
MID,APXMIDP,2020-12-25,47,45.47,836.95,True
MID,APXMIDP,2020-12-25,48,40.23,551.65,True
MID,APXMIDP,2020-12-26,1,29.26,586.55,True
MID,APXMIDP,2020-12-26,2,30.58,539.85,True
MID,APXMIDP,2020-12-26,3,30.29,514.4,True
MID,APXMIDP,2020-12-26,4,20.65,571.85,True
MID,APXMIDP,2020-12-26,5,25.34,549.3,True
MID,APXMIDP,2020-12-26,6,22.54,616.0,True
MID,APXMIDP,2020-12-26,7,37.08,557.75,True
MID,APXMIDP,2020-12-26,8,18.38,539.6,True
MID,APXMIDP,2020-12-26,9,6.89,618.55,True
MID,APXMIDP,2020-12-26,10,-11.83,684.5,True
MID,APXMIDP,2020-12-26,11,-14.95,556.95,True
MID,APXMIDP,2020-12-26,12,-11.25,546.45,True
MID,APXMIDP,2020-12-26,13,-21.91,674.85,True
MID,APXMIDP,2020-12-26,14,-19.07,660.45,True
MID,APXMIDP,2020-12-26,15,-30.26,1033.0,True
MID,APXMIDP,2020-12-26,16,-20.67,1007.85,True
MID,APXMIDP,2020-12-26,17,-10.79,1037.5,True
MID,APXMIDP,2020-12-26,18,14.58,1283.45,True
MID,APXMIDP,2020-12-26,19,3.4,667.7,True
MID,APXMIDP,2020-12-26,20,6.93,752.65,True
MID,APXMIDP,2020-12-26,21,18.1,1142.45,True
MID,APXMIDP,2020-12-26,22,20.58,1104.45,True
MID,APXMIDP,2020-12-26,23,36.55,1198.05,True
MID,APXMIDP,2020-12-26,24,41.31,1339.15,True
MID,APXMIDP,2020-12-26,25,43.56,1284.2,True
MID,APXMIDP,2020-12-26,26,47.75,1373.7,True
MID,APXMIDP,2020-12-26,27,47.6,1225.35,True
MID,APXMIDP,2020-12-26,28,47.18,1318.9,True
MID,APXMIDP,2020-12-26,29,45.45,1124.55,True
MID,APXMIDP,2020-12-26,30,43.92,1132.85,True
MID,APXMIDP,2020-12-26,31,39.02,699.8,True
MID,APXMIDP,2020-12-26,32,44.64,744.7,True
MID,APXMIDP,2020-12-26,33,46.72,1031.4,True
MID,APXMIDP,2020-12-26,34,54.63,1036.0,True
MID,APXMIDP,2020-12-26,35,57.24,1026.65,True
MID,APXMIDP,2020-12-26,36,56.2,1046.55,True
MID,APXMIDP,2020-12-26,37,56.92,1089.85,True
MID,APXMIDP,2020-12-26,38,52.94,901.9,True
MID,APXMIDP,2020-12-26,39,46.43,944.85,True
MID,APXMIDP,2020-12-26,40,42.22,886.6,True
MID,APXMIDP,2020-12-26,41,20.59,832.9,True
MID,APXMIDP,2020-12-26,42,15.56,606.55,True
MID,APXMIDP,2020-12-26,43,19.73,889.65,True
MID,APXMIDP,2020-12-26,44,3.84,694.4,True
MID,APXMIDP,2020-12-26,45,3.29,769.2,True
MID,APXMIDP,2020-12-26,46,-1.65,760.0,True
MID,APXMIDP,2020-12-26,47,-0.38,569.7,True
MID,APXMIDP,2020-12-26,48,2.68,696.5,True
MID,APXMIDP,2020-12-27,1,1.82,915.0,True
MID,APXMIDP,2020-12-27,2,-1.98,736.5,True
MID,APXMIDP,2020-12-27,3,6.46,896.3,True
MID,APXMIDP,2020-12-27,4,11.45,769.2,True
MID,APXMIDP,2020-12-27,5,17.75,864.8,True
MID,APXMIDP,2020-12-27,6,22.3,1099.45,True
MID,APXMIDP,2020-12-27,7,18.18,1207.4,True
MID,APXMIDP,2020-12-27,8,15.81,1110.8,True
MID,APXMIDP,2020-12-27,9,16.92,1137.6,True
MID,APXMIDP,2020-12-27,10,16.76,1134.3,True
MID,APXMIDP,2020-12-27,11,19.0,894.25,True
MID,APXMIDP,2020-12-27,12,21.29,1005.25,True
MID,APXMIDP,2020-12-27,13,17.03,842.25,True
MID,APXMIDP,2020-12-27,14,21.09,1108.75,True
MID,APXMIDP,2020-12-27,15,41.41,1284.0,True
MID,APXMIDP,2020-12-27,16,46.92,1336.2,True
MID,APXMIDP,2020-12-27,17,35.34,895.9,True
MID,APXMIDP,2020-12-27,18,42.07,1274.25,True
MID,APXMIDP,2020-12-27,19,45.05,1741.2,True
MID,APXMIDP,2020-12-27,20,42.19,1667.5,True
MID,APXMIDP,2020-12-27,21,39.4,1500.1,True
MID,APXMIDP,2020-12-27,22,46.92,1669.3,True
MID,APXMIDP,2020-12-27,23,48.67,1157.15,True
MID,APXMIDP,2020-12-27,24,40.81,1497.1,True
MID,APXMIDP,2020-12-27,25,43.8,1794.45,True
MID,APXMIDP,2020-12-27,26,45.99,1509.55,True
MID,APXMIDP,2020-12-27,27,47.08,1855.15,True
MID,APXMIDP,2020-12-27,28,46.21,1577.05,True
MID,APXMIDP,2020-12-27,29,46.23,1660.25,True
MID,APXMIDP,2020-12-27,30,43.03,1815.3,True
MID,APXMIDP,2020-12-27,31,46.38,1891.35,True
MID,APXMIDP,2020-12-27,32,50.1,1683.05,True
MID,APXMIDP,2020-12-27,33,58.62,2303.45,True
MID,APXMIDP,2020-12-27,34,69.98,2365.05,True
MID,APXMIDP,2020-12-27,35,99.82,2112.9,True
MID,APXMIDP,2020-12-27,36,98.34,2024.75,True
MID,APXMIDP,2020-12-27,37,99.22,2557.95,True
MID,APXMIDP,2020-12-27,38,83.99,2572.1,True
MID,APXMIDP,2020-12-27,39,62.33,1253.9,True
MID,APXMIDP,2020-12-27,40,54.88,1121.15,True
MID,APXMIDP,2020-12-27,41,55.63,1158.95,True
MID,APXMIDP,2020-12-27,42,52.63,1181.4,True
MID,APXMIDP,2020-12-27,43,45.39,1541.05,True
MID,APXMIDP,2020-12-27,44,55.76,1483.95,True
MID,APXMIDP,2020-12-27,45,55.48,1159.6,True
MID,APXMIDP,2020-12-27,46,53.09,1360.6,True
MID,APXMIDP,2020-12-27,47,45.1,697.35,True
MID,APXMIDP,2020-12-27,48,48.32,440.35,True
MID,APXMIDP,2020-12-28,1,48.6,621.85,True
MID,APXMIDP,2020-12-28,2,56.37,497.65,True
MID,APXMIDP,2020-12-28,3,57.11,578.05,True
MID,APXMIDP,2020-12-28,4,54.02,512.55,True
MID,APXMIDP,2020-12-28,5,44.39,554.05,True
MID,APXMIDP,2020-12-28,6,43.5,630.25,True
MID,APXMIDP,2020-12-28,7,42.33,525.3,True
MID,APXMIDP,2020-12-28,8,40.46,482.25,True
MID,APXMIDP,2020-12-28,9,42.61,558.8,True
MID,APXMIDP,2020-12-28,10,46.35,767.45,True
MID,APXMIDP,2020-12-28,11,53.79,498.05,True
MID,APXMIDP,2020-12-28,12,48.99,295.55,True
MID,APXMIDP,2020-12-28,13,53.82,595.4,True
MID,APXMIDP,2020-12-28,14,51.06,1236.45,True
MID,APXMIDP,2020-12-28,15,51.95,826.65,True
MID,APXMIDP,2020-12-28,16,53.08,1017.4,True
MID,APXMIDP,2020-12-28,17,44.69,954.9,True
MID,APXMIDP,2020-12-28,18,46.48,1396.75,True
MID,APXMIDP,2020-12-28,19,58.05,982.15,True
MID,APXMIDP,2020-12-28,20,60.66,1117.45,True
MID,APXMIDP,2020-12-28,21,62.06,1458.5,True
MID,APXMIDP,2020-12-28,22,67.48,1430.25,True
MID,APXMIDP,2020-12-28,23,79.05,1426.8,True
MID,APXMIDP,2020-12-28,24,78.23,1448.4,True
MID,APXMIDP,2020-12-28,25,77.42,1675.8,True
MID,APXMIDP,2020-12-28,26,77.64,1532.15,True
MID,APXMIDP,2020-12-28,27,76.59,1445.15,True
MID,APXMIDP,2020-12-28,28,76.26,1790.6,True
MID,APXMIDP,2020-12-28,29,79.36,1684.15,True
MID,APXMIDP,2020-12-28,30,85.49,2081.2,True
MID,APXMIDP,2020-12-28,31,89.08,2348.35,True
MID,APXMIDP,2020-12-28,32,100.43,2065.15,True
MID,APXMIDP,2020-12-28,33,111.8,2047.2,True
MID,APXMIDP,2020-12-28,34,145.41,1774.5,True
MID,APXMIDP,2020-12-28,35,181.1,1932.45,True
MID,APXMIDP,2020-12-28,36,151.97,2095.9,True
MID,APXMIDP,2020-12-28,37,124.39,2009.2,True
MID,APXMIDP,2020-12-28,38,113.35,2028.8,True
MID,APXMIDP,2020-12-28,39,83.35,2062.1,True
MID,APXMIDP,2020-12-28,40,75.32,1569.0,True
MID,APXMIDP,2020-12-28,41,81.03,1936.8,True
MID,APXMIDP,2020-12-28,42,77.01,1568.4,True
MID,APXMIDP,2020-12-28,43,71.89,1826.15,True
MID,APXMIDP,2020-12-28,44,68.98,1421.35,True
MID,APXMIDP,2020-12-28,45,64.82,1486.15,True
MID,APXMIDP,2020-12-28,46,60.5,2246.65,True
MID,APXMIDP,2020-12-28,47,64.21,1019.1,True
MID,APXMIDP,2020-12-28,48,68.06,615.35,True
MID,APXMIDP,2020-12-29,1,67.61,552.85,True
MID,APXMIDP,2020-12-29,2,67.97,547.9,True
MID,APXMIDP,2020-12-29,3,67.53,625.15,True
MID,APXMIDP,2020-12-29,4,68.44,764.75,True
MID,APXMIDP,2020-12-29,5,67.78,817.45,True
MID,APXMIDP,2020-12-29,6,68.44,909.4,True
MID,APXMIDP,2020-12-29,7,63.81,640.2,True
MID,APXMIDP,2020-12-29,8,63.15,589.3,True
MID,APXMIDP,2020-12-29,9,62.51,694.7,True
MID,APXMIDP,2020-12-29,10,59.88,599.2,True
MID,APXMIDP,2020-12-29,11,57.42,369.05,True
MID,APXMIDP,2020-12-29,12,60.83,444.5,True
MID,APXMIDP,2020-12-29,13,62.05,590.05,True
MID,APXMIDP,2020-12-29,14,58.58,935.6,True
MID,APXMIDP,2020-12-29,15,52.64,1544.95,True
MID,APXMIDP,2020-12-29,16,45.69,1046.35,True
MID,APXMIDP,2020-12-29,17,44.55,1010.1,True
MID,APXMIDP,2020-12-29,18,46.4,885.6,True
MID,APXMIDP,2020-12-29,19,40.7,994.5,True
MID,APXMIDP,2020-12-29,20,41.31,1303.85,True
MID,APXMIDP,2020-12-29,21,51.63,1237.4,True
MID,APXMIDP,2020-12-29,22,59.94,1044.7,True
MID,APXMIDP,2020-12-29,23,59.57,1193.4,True
MID,APXMIDP,2020-12-29,24,60.23,1222.45,True
MID,APXMIDP,2020-12-29,25,65.2,1154.7,True
MID,APXMIDP,2020-12-29,26,64.22,1162.8,True
MID,APXMIDP,2020-12-29,27,63.13,1251.85,True
MID,APXMIDP,2020-12-29,28,62.61,1395.75,True
MID,APXMIDP,2020-12-29,29,65.17,1350.1,True
MID,APXMIDP,2020-12-29,30,64.69,1379.75,True
MID,APXMIDP,2020-12-29,31,88.37,1590.45,True
MID,APXMIDP,2020-12-29,32,87.84,1767.8,True
MID,APXMIDP,2020-12-29,33,96.53,1545.15,True
MID,APXMIDP,2020-12-29,34,117.18,1874.85,True
MID,APXMIDP,2020-12-29,35,117.12,1925.75,True
MID,APXMIDP,2020-12-29,36,118.53,2186.8,True
MID,APXMIDP,2020-12-29,37,113.08,2416.05,True
MID,APXMIDP,2020-12-29,38,105.06,2130.35,True
MID,APXMIDP,2020-12-29,39,77.25,2311.8,True
