settlementDate,settlementPeriod,Solar generation,Wind Offshore generation,Wind Onshore generation
2021-09-17,35.0,1320.0,1786.528,3539.372
2021-09-17,36.0,878.0,1786.528,3539.372
2021-09-17,37.0,434.0,1755.676,2937.938
2021-09-17,38.0,105.0,1755.676,2937.938
2021-09-17,39.0,0.0,1755.837,2557.557
2021-09-17,40.0,0.0,1755.837,2557.557
2021-09-17,41.0,0.0,1833.587,2282.392
2021-09-17,42.0,0.0,1833.587,2282.392
2021-09-17,43.0,0.0,1921.096,2049.867
2021-09-17,44.0,0.0,1921.096,2049.867
2021-09-17,45.0,0.0,2025.443,1875.307
2021-09-17,46.0,0.0,2025.443,1875.307
2021-09-17,47.0,0.0,2030.784,1604.158
2021-09-17,48.0,0.0,2030.784,1604.158
2021-09-18,1.0,0.0,1943.78,1427.94
2021-09-18,2.0,0.0,1943.78,1427.94
2021-09-18,3.0,0.0,964.148,903.435
2021-09-18,4.0,0.0,964.148,903.435
2021-09-18,5.0,0.0,885.239,803.651
2021-09-18,6.0,0.0,885.239,803.651
2021-09-18,7.0,0.0,813.037,721.284
2021-09-18,8.0,0.0,813.037,721.284
2021-09-18,9.0,0.0,745.144,659.562
2021-09-18,10.0,0.0,745.144,659.562
2021-09-18,11.0,0.0,691.462,621.532
2021-09-18,12.0,0.0,691.462,621.532
2021-09-18,13.0,0.0,663.798,593.828
2021-09-18,14.0,49.0,663.798,593.828
2021-09-18,15.0,267.0,628.546,565.335
2021-09-18,16.0,659.0,628.546,565.335
2021-09-18,17.0,1205.0,642.428,556.217
2021-09-18,18.0,1789.0,642.428,556.217
2021-09-18,19.0,2305.0,658.213,552.035
2021-09-18,20.0,2782.0,658.213,552.035
2021-09-18,21.0,3264.0,675.517,567.598
2021-09-18,22.0,3722.0,675.517,567.598
2021-09-18,23.0,4111.0,706.189,642.413
2021-09-18,24.0,4402.0,706.189,642.413
2021-09-18,25.0,4573.0,746.364,745.329
2021-09-18,26.0,4609.0,746.364,745.329
2021-09-18,27.0,4509.0,798.93,857.822
2021-09-18,28.0,4322.0,798.93,857.822
2021-09-18,29.0,4093.0,949.809,923.668
2021-09-18,30.0,3800.0,949.809,923.668
2021-09-18,31.0,3416.0,1109.141,996.968
2021-09-18,32.0,2942.0,1109.141,996.968
2021-09-18,33.0,2398.0,1299.024,1044.184
2021-09-18,34.0,1854.0,1299.024,1044.184
2021-09-18,35.0,1372.0,1566.573,985.711
2021-09-18,36.0,913.0,1566.573,985.711
2021-09-18,37.0,450.0,1882.329,920.677
2021-09-18,38.0,106.0,1882.329,920.677
2021-09-18,39.0,0.0,2207.884,934.853
2021-09-18,40.0,0.0,2207.884,934.853
2021-09-18,41.0,0.0,2428.617,963.84
2021-09-18,42.0,0.0,2428.617,963.84
2021-09-18,43.0,0.0,2640.915,1020.536
2021-09-18,44.0,0.0,2640.915,1020.536
2021-09-18,45.0,0.0,2788.475,1098.778
2021-09-18,46.0,0.0,2788.475,1098.778
2021-09-18,47.0,0.0,2785.777,1130.625
2021-09-18,48.0,0.0,2785.777,1130.625
2021-09-19,1.0,0.0,2741.635,1184.86
2021-09-19,2.0,0.0,2741.635,1184.86
2021-09-19,3.0,0.0,3012.031,1115.272
2021-09-19,4.0,0.0,3012.031,1115.272
2021-09-19,5.0,0.0,2667.027,1117.249
2021-09-19,6.0,0.0,2667.027,1117.249
2021-09-19,7.0,0.0,2421.094,1101.648
2021-09-19,8.0,0.0,2421.094,1101.648
2021-09-19,9.0,0.0,2168.665,1080.707
2021-09-19,10.0,0.0,2168.665,1080.707
2021-09-19,11.0,0.0,1900.988,1013.159
2021-09-19,12.0,0.0,1900.988,1013.159
2021-09-19,13.0,0.0,1730.247,963.339
2021-09-19,14.0,0.0,1730.247,963.339
2021-09-19,15.0,118.0,1627.429,923.52
2021-09-19,16.0,330.0,1627.429,923.52
2021-09-19,17.0,632.0,1540.269,887.368
2021-09-19,18.0,970.0,1540.269,887.368
2021-09-19,19.0,1292.0,1477.908,844.116
2021-09-19,20.0,1597.0,1477.908,844.116
2021-09-19,21.0,1899.0,1465.904,830.56
2021-09-19,22.0,2200.0,1465.904,830.56
2021-09-19,23.0,2492.0,1449.692,836.185
2021-09-19,24.0,2724.0,1449.692,836.185
2021-09-19,25.0,2851.0,1445.319,841.997
2021-09-19,26.0,2910.0,1445.319,841.997
2021-09-19,27.0,2948.0,1466.159,879.464
2021-09-19,28.0,2950.0,1466.159,879.464
2021-09-19,29.0,2890.0,1473.815,901.378
2021-09-19,30.0,2754.0,1473.815,901.378
2021-09-19,31.0,2533.0,1494.397,951.187
2021-09-19,32.0,2239.0,1494.397,951.187
2021-09-19,33.0,1889.0,1454.351,976.173
2021-09-19,34.0,1496.0,1454.351,976.173
2021-09-19,35.0,1078.0,1326.332,933.436
2021-09-19,36.0,670.0,1326.332,933.436
2021-09-19,37.0,314.0,1226.696,855.326
2021-09-19,38.0,76.0,1226.696,855.326
2021-09-19,39.0,0.0,1138.846,802.949
2021-09-19,40.0,0.0,1138.846,802.949
2021-09-19,41.0,0.0,1121.649,789.321
2021-09-19,42.0,0.0,1121.649,789.321
2021-09-19,43.0,0.0,1112.309,791.773
2021-09-19,44.0,0.0,1112.309,791.773
2021-09-19,45.0,0.0,1124.635,827.353
2021-09-19,46.0,0.0,1124.635,827.353
2021-09-19,47.0,0.0,1116.989,816.278
2021-09-19,48.0,0.0,1116.989,816.278
2021-09-20,1.0,0.0,1106.528,831.054
2021-09-20,2.0,0.0,1106.528,831.054
2021-09-20,3.0,0.0,604.336,885.519
2021-09-20,4.0,0.0,604.336,885.519
2021-09-20,5.0,0.0,678.928,890.249
2021-09-20,6.0,0.0,678.928,890.249
2021-09-20,7.0,0.0,766.464,904.443
2021-09-20,8.0,0.0,766.464,904.443
2021-09-20,9.0,0.0,879.081,939.036
2021-09-20,10.0,0.0,879.081,939.036
2021-09-20,11.0,0.0,975.787,1004.166
2021-09-20,12.0,0.0,975.787,1004.166
2021-09-20,13.0,0.0,1059.116,1073.2
2021-09-20,14.0,0.0,1059.116,1073.2
2021-09-20,15.0,270.0,1165.023,1153.011
2021-09-20,16.0,727.0,1165.023,1153.011
2021-09-20,17.0,1309.0,1196.952,1263.872
2021-09-20,18.0,1966.0,1196.952,1263.872
2021-09-20,19.0,2649.0,1225.356,1339.028
2021-09-20,20.0,3308.0,1225.356,1339.028
2021-09-20,21.0,3899.0,1249.41,1484.085
2021-09-20,22.0,4425.0,1249.41,1484.085
2021-09-20,23.0,4887.0,1211.633,1798.865
2021-09-20,24.0,5240.0,1211.633,1798.865
2021-09-20,25.0,5437.0,1160.861,2131.817
2021-09-20,26.0,5486.0,1160.861,2131.817
2021-09-20,27.0,5409.0,1173.757,2470.45
2021-09-20,28.0,5235.0,1173.757,2470.45
2021-09-20,29.0,4982.0,1200.527,2700.097
2021-09-20,30.0,4622.0,1200.527,2700.097
2021-09-20,31.0,4130.0,1267.268,2894.47
2021-09-20,32.0,3535.0,1267.268,2894.47
2021-09-20,33.0,2882.0,1289.99,3075.378
2021-09-20,34.0,2230.0,1289.99,3075.378
2021-09-20,35.0,1630.0,1281.603,2901.571
2021-09-20,36.0,1066.0,1281.603,2901.571
2021-09-20,37.0,536.0,1229.26,2588.683
2021-09-20,38.0,152.0,1229.26,2588.683
2021-09-20,39.0,0.0,1188.038,2433.652
2021-09-20,40.0,0.0,1188.038,2433.652
2021-09-20,41.0,0.0,1115.421,2358.157
2021-09-20,42.0,0.0,1115.421,2358.157
2021-09-20,43.0,0.0,1020.224,2255.141
2021-09-20,44.0,0.0,1020.224,2255.141
2021-09-20,45.0,0.0,905.409,2139.624
2021-09-20,46.0,0.0,905.409,2139.624
2021-09-20,47.0,0.0,816.014,1979.693
2021-09-20,48.0,0.0,816.014,1979.693
2021-09-21,1.0,0.0,764.409,1869.447
2021-09-21,2.0,0.0,764.409,1869.447
2021-09-21,3.0,0.0,987.282,2219.133
2021-09-21,4.0,0.0,987.282,2219.133
2021-09-21,5.0,0.0,911.18,2101.996
2021-09-21,6.0,0.0,911.18,2101.996
2021-09-21,7.0,0.0,852.008,2019.792
2021-09-21,8.0,0.0,852.008,2019.792
2021-09-21,9.0,0.0,796.383,1935.308
2021-09-21,10.0,0.0,796.383,1935.308
2021-09-21,11.0,0.0,707.407,1855.182
2021-09-21,12.0,0.0,707.407,1855.182
2021-09-21,13.0,0.0,641.475,1779.687
2021-09-21,14.0,41.0,641.475,1779.687
2021-09-21,15.0,314.0,592.904,1726.183
2021-09-21,16.0,775.0,592.904,1726.183
2021-09-21,17.0,1370.0,646.367,1792.356
2021-09-21,18.0,2030.0,646.367,1792.356
2021-09-21,19.0,2691.0,746.347,1880.702
2021-09-21,20.0,3330.0,746.347,1880.702
2021-09-21,21.0,3934.0,819.343,2101.509
2021-09-21,22.0,4473.0,819.343,2101.509
2021-09-21,23.0,4916.0,898.208,2634.816
2021-09-21,24.0,5258.0,898.208,2634.816
2021-09-21,25.0,5489.0,986.286,3338.29
2021-09-21,26.0,5568.0,986.286,3338.29
2021-09-21,27.0,5463.0,1068.194,3973.581
2021-09-21,28.0,5203.0,1068.194,3973.581
2021-09-21,29.0,4836.0,1153.418,4474.466
2021-09-21,30.0,4413.0,1153.418,4474.466
2021-09-21,31.0,3967.0,1229.914,4828.901
2021-09-21,32.0,3440.0,1229.914,4828.901
2021-09-21,33.0,2785.0,1329.377,5034.294
2021-09-21,34.0,2108.0,1329.377,5034.294
2021-09-21,35.0,1520.0,1437.971,4944.401
2021-09-21,36.0,991.0,1437.971,4944.401
2021-09-21,37.0,492.0,1567.546,4818.817
2021-09-21,38.0,131.0,1567.546,4818.817
2021-09-21,39.0,0.0,1718.078,4870.736
2021-09-21,40.0,0.0,1718.078,4870.736
2021-09-21,41.0,0.0,1971.938,5163.708
2021-09-21,42.0,0.0,1971.938,5163.708
2021-09-21,43.0,0.0,2313.281,5454.318
2021-09-21,44.0,0.0,2313.281,5454.318
2021-09-21,45.0,0.0,2691.066,5762.127
2021-09-21,46.0,0.0,2691.066,5762.127
2021-09-21,47.0,0.0,2853.973,5747.082
2021-09-21,48.0,0.0,2853.973,5747.082
2021-09-22,1.0,0.0,3049.32,5935.326
2021-09-22,2.0,0.0,3049.32,5935.326
2021-09-22,3.0,0.0,2759.922,5732.927
2021-09-22,4.0,0.0,2759.922,5732.927
2021-09-22,5.0,0.0,2768.282,5819.244
2021-09-22,6.0,0.0,2768.282,5819.244
2021-09-22,7.0,0.0,2747.797,5848.527
2021-09-22,8.0,0.0,2747.797,5848.527
2021-09-22,9.0,0.0,2668.088,6002.91
2021-09-22,10.0,0.0,2668.088,6002.91
2021-09-22,11.0,0.0,2666.06,5995.559
2021-09-22,12.0,0.0,2666.06,5995.559
2021-09-22,13.0,0.0,2669.839,6020.75
2021-09-22,14.0,63.0,2669.839,6020.75
2021-09-22,15.0,403.0,2818.267,6034.603
2021-09-22,16.0,955.0,2818.267,6034.603
2021-09-22,17.0,1640.0,2973.15,5941.021
2021-09-22,18.0,2366.0,2973.15,5941.021
2021-09-22,19.0,3060.0,2939.575,5953.962
2021-09-22,20.0,3755.0,2939.575,5953.962
2021-09-22,21.0,4475.0,2798.853,6024.314
2021-09-22,22.0,5110.0,2798.853,6024.314
2021-09-22,23.0,5556.0,2926.694,6052.315
2021-09-22,24.0,5861.0,2926.694,6052.315
2021-09-22,25.0,6085.0,3146.028,6099.82
2021-09-22,26.0,6184.0,3146.028,6099.82
2021-09-22,27.0,6103.0,3388.809,6148.895
2021-09-22,28.0,5848.0,3388.809,6148.895
2021-09-22,29.0,5446.0,3727.545,6206.262
2021-09-22,30.0,4935.0,3727.545,6206.262
2021-09-22,31.0,4352.0,4056.53,6213.671
2021-09-22,32.0,3693.0,4056.53,6213.671
2021-09-22,33.0,2965.0,4321.335,6244.03
2021-09-22,34.0,2246.0,4321.335,6244.03
2021-09-22,35.0,1610.0,4557.346,6029.265
2021-09-22,36.0,1028.0,4557.346,6029.265
2021-09-22,37.0,481.0,4715.94,5738.419
2021-09-22,38.0,96.0,4715.94,5738.419
2021-09-22,39.0,0.0,4818.79,5531.035
2021-09-22,40.0,0.0,4818.79,5531.035
2021-09-22,41.0,0.0,5161.761,5454.892
2021-09-22,42.0,0.0,5161.761,5454.892
2021-09-22,43.0,0.0,5489.171,5480.805
2021-09-22,44.0,0.0,5489.171,5480.805
2021-09-22,45.0,0.0,5777.51,5629.266
2021-09-22,46.0,0.0,5777.51,5629.266
2021-09-22,47.0,0.0,6022.092,5954.116
2021-09-22,48.0,0.0,6022.092,5954.116
2021-09-23,1.0,0.0,6250.281,6322.822
2021-09-23,2.0,0.0,6250.281,6322.822
2021-09-23,3.0,0.0,6326.895,6648.698
2021-09-23,4.0,0.0,6326.895,6648.698
2021-09-23,5.0,0.0,6618.397,6947.031
2021-09-23,6.0,0.0,6618.397,6947.031
2021-09-23,7.0,0.0,6799.833,7214.267
2021-09-23,8.0,0.0,6799.833,7214.267
2021-09-23,9.0,0.0,6926.689,7464.23
2021-09-23,10.0,0.0,6926.689,7464.23
2021-09-23,11.0,0.0,7112.228,7606.556
2021-09-23,12.0,0.0,7112.228,7606.556
2021-09-23,13.0,0.0,7294.592,7756.148
2021-09-23,14.0,29.0,7294.592,7756.148
2021-09-23,15.0,230.0,7468.994,7750.848
2021-09-23,16.0,572.0,7468.994,7750.848
2021-09-23,17.0,1023.0,7461.445,7530.713
2021-09-23,18.0,1537.0,7461.445,7530.713
2021-09-23,19.0,2068.0,7415.042,7301.197
2021-09-23,20.0,2564.0,7415.042,7301.197
2021-09-23,21.0,2977.0,7338.96,7099.951
2021-09-23,22.0,3303.0,7338.96,7099.951
2021-09-23,23.0,3561.0,6908.751,6699.306
2021-09-23,24.0,3792.0,6908.751,6699.306
2021-09-23,25.0,4020.0,6368.871,6152.122
2021-09-23,26.0,4180.0,6368.871,6152.122
2021-09-23,27.0,4213.0,5740.55,5577.294
2021-09-23,28.0,4161.0,5740.55,5577.294
2021-09-23,29.0,4066.0,5011.117,5140.029
2021-09-23,30.0,3865.0,5011.117,5140.029
2021-09-23,31.0,3491.0,4368.321,4775.698
2021-09-23,32.0,2979.0,4368.321,4775.698
2021-09-23,33.0,2396.0,3753.813,4500.647
2021-09-23,34.0,1841.0,3753.813,4500.647
2021-09-23,35.0,1386.0,3374.603,4405.39
2021-09-23,36.0,942.0,3374.603,4405.39
2021-09-23,37.0,444.0,3033.65,4310.638
2021-09-23,38.0,64.0,3033.65,4310.638
2021-09-23,39.0,0.0,2866.332,4272.422
2021-09-23,40.0,0.0,2866.332,4272.422
2021-09-23,41.0,0.0,3099.076,4652.874
2021-09-23,42.0,0.0,3099.076,4652.874
2021-09-23,43.0,0.0,3333.746,5003.504
2021-09-23,44.0,0.0,3333.746,5003.504
2021-09-23,45.0,0.0,3614.489,5354.528
2021-09-23,46.0,0.0,3614.489,5354.528
2021-09-23,47.0,0.0,3826.929,5572.951
2021-09-23,48.0,0.0,3826.929,5572.951
2021-09-24,1.0,0.0,4068.031,5855.414
2021-09-24,2.0,0.0,4068.031,5855.414
2021-09-24,3.0,0.0,3183.8,5428.048
2021-09-24,4.0,0.0,3183.8,5428.048
2021-09-24,5.0,0.0,3426.058,5648.328
2021-09-24,6.0,0.0,3426.058,5648.328
2021-09-24,7.0,0.0,3712.78,5923.228
2021-09-24,8.0,0.0,3712.78,5923.228
2021-09-24,9.0,0.0,3982.003,6168.449
2021-09-24,10.0,0.0,3982.003,6168.449
2021-09-24,11.0,0.0,4347.909,6439.866
2021-09-24,12.0,0.0,4347.909,6439.866
2021-09-24,13.0,0.0,4676.388,6640.152
2021-09-24,14.0,26.0,4676.388,6640.152
2021-09-24,15.0,349.0,5102.625,6784.028
2021-09-24,16.0,843.0,5102.625,6784.028
2021-09-24,17.0,1397.0,5516.848,6857.358
2021-09-24,18.0,1984.0,5516.848,6857.358
2021-09-24,19.0,2590.0,5907.941,6987.308
2021-09-24,20.0,3171.0,5907.941,6987.308
2021-09-24,21.0,3686.0,6176.891,7227.486
2021-09-24,22.0,4127.0,6176.891,7227.486
2021-09-24,23.0,4495.0,6286.412,7392.772
2021-09-24,24.0,4780.0,6286.412,7392.772
2021-09-24,25.0,4968.0,6320.038,7469.583
2021-09-24,26.0,5032.0,6320.038,7469.583
2021-09-24,27.0,4948.0,6368.911,7467.68
2021-09-24,28.0,4706.0,6368.911,7467.68
2021-09-24,29.0,4313.0,6255.616,7295.496
2021-09-24,30.0,3826.0,6255.616,7295.496
2021-09-24,31.0,3307.0,6131.527,7040.219
2021-09-24,32.0,2766.0,6131.527,7040.219
2021-09-24,33.0,2208.0,5951.654,6674.742
2021-09-24,34.0,1669.0,5951.654,6674.742
2021-09-24,35.0,1184.0,5578.641,5941.221
2021-09-24,36.0,737.0,5578.641,5941.221
2021-09-24,37.0,326.0,5170.886,5146.013
2021-09-24,38.0,47.0,5170.886,5146.013
2021-09-24,39.0,0.0,4804.72,4376.76
2021-09-24,40.0,0.0,4804.72,4376.76
2021-09-24,41.0,0.0,4517.098,3741.58
2021-09-24,42.0,0.0,4517.098,3741.58
2021-09-24,43.0,0.0,4314.94,3211.69
2021-09-24,44.0,0.0,4314.94,3211.69
2021-09-24,45.0,0.0,3983.339,2735.8
2021-09-24,46.0,0.0,3983.339,2735.8
2021-09-24,47.0,0.0,3458.734,2330.18
2021-09-24,48.0,0.0,3458.734,2330.18
2021-09-25,1.0,0.0,2931.123,2066.862
2021-09-25,2.0,0.0,2931.123,2066.862
2021-09-25,3.0,0.0,2070.887,1686.611
2021-09-25,4.0,0.0,2070.887,1686.611
2021-09-25,5.0,0.0,1508.304,1556.532
2021-09-25,6.0,0.0,1508.304,1556.532
2021-09-25,7.0,0.0,1090.843,1502.208
2021-09-25,8.0,0.0,1090.843,1502.208
2021-09-25,9.0,0.0,815.746,1483.121
2021-09-25,10.0,0.0,815.746,1483.121
2021-09-25,11.0,0.0,634.566,1487.007
2021-09-25,12.0,0.0,634.566,1487.007
2021-09-25,13.0,0.0,557.851,1529.608
2021-09-25,14.0,0.0,557.851,1529.608
2021-09-25,15.0,112.0,557.378,1584.962
2021-09-25,16.0,351.0,557.378,1584.962
2021-09-25,17.0,741.0,651.224,1713.699
2021-09-25,18.0,1209.0,651.224,1713.699
2021-09-25,19.0,1671.0,722.697,1872.415
2021-09-25,20.0,2069.0,722.697,1872.415
2021-09-25,21.0,2375.0,781.553,2104.53
2021-09-25,22.0,2649.0,781.553,2104.53
2021-09-25,23.0,2946.0,814.191,2513.672
2021-09-25,24.0,3225.0,814.191,2513.672
2021-09-25,25.0,3429.0,843.474,2992.895
2021-09-25,26.0,3524.0,843.474,2992.895
2021-09-25,27.0,3500.0,884.507,3425.94
2021-09-25,28.0,3430.0,884.507,3425.94
2021-09-25,29.0,3371.0,926.197,3522.835
2021-09-25,30.0,3246.0,926.197,3522.835
2021-09-25,31.0,2966.0,955.24,3581.877
2021-09-25,32.0,2556.0,955.24,3581.877
2021-09-25,33.0,2068.0,983.023,3533.799
2021-09-25,34.0,1570.0,983.023,3533.799
2021-09-25,35.0,1121.0,1126.205,3306.278
2021-09-25,36.0,706.0,1126.205,3306.278
2021-09-25,37.0,316.0,1254.035,3044.292
2021-09-25,38.0,46.0,1254.035,3044.292
2021-09-25,39.0,0.0,1448.648,2924.839
2021-09-25,40.0,0.0,1448.648,2924.839
2021-09-25,41.0,0.0,1662.4,3003.792
2021-09-25,42.0,0.0,1662.4,3003.792
2021-09-25,43.0,0.0,1890.215,3122.033
2021-09-25,44.0,0.0,1890.215,3122.033
2021-09-25,45.0,0.0,2133.093,3295.574
2021-09-25,46.0,0.0,2133.093,3295.574
2021-09-25,47.0,0.0,2230.809,3541.539
2021-09-25,48.0,0.0,2230.809,3541.539
2021-09-26,1.0,0.0,2247.192,3703.544
2021-09-26,2.0,0.0,2247.192,3703.544
2021-09-26,3.0,0.0,1879.678,3628.635
2021-09-26,4.0,0.0,1879.678,3628.635
2021-09-26,5.0,0.0,1883.646,3794.08
2021-09-26,6.0,0.0,1883.646,3794.08
2021-09-26,7.0,0.0,1847.229,4004.62
2021-09-26,8.0,0.0,1847.229,4004.62
2021-09-26,9.0,0.0,1816.776,4187.082
2021-09-26,10.0,0.0,1816.776,4187.082
2021-09-26,11.0,0.0,1861.12,4380.369
2021-09-26,12.0,0.0,1861.12,4380.369
2021-09-26,13.0,0.0,1923.874,4539.339
2021-09-26,14.0,0.0,1923.874,4539.339
2021-09-26,15.0,180.0,1989.527,4722.589
2021-09-26,16.0,524.0,1989.527,4722.589
2021-09-26,17.0,1038.0,2144.991,4992.356
2021-09-26,18.0,1612.0,2144.991,4992.356
2021-09-26,19.0,2135.0,2259.943,5389.443
2021-09-26,20.0,2624.0,2259.943,5389.443
2021-09-26,21.0,3113.0,2438.262,5894.795
2021-09-26,22.0,3586.0,2438.262,5894.795
2021-09-26,23.0,4011.0,2595.74,6439.712
2021-09-26,24.0,4340.0,2595.74,6439.712
2021-09-26,25.0,4539.0,2762.665,6833.858
2021-09-26,26.0,4639.0,2762.665,6833.858
2021-09-26,27.0,4669.0,2923.594,7152.671
2021-09-26,28.0,4582.0,2923.594,7152.671
2021-09-26,29.0,4331.0,3093.881,7278.267
2021-09-26,30.0,3966.0,3093.881,7278.267
2021-09-26,31.0,3538.0,3293.943,7327.882
2021-09-26,32.0,3018.0,3293.943,7327.882
2021-09-26,33.0,2388.0,3540.638,7370.316
2021-09-26,34.0,1772.0,3540.638,7370.316
2021-09-26,35.0,1281.0,3971.663,7165.88
2021-09-26,36.0,841.0,3971.663,7165.88
2021-09-26,37.0,382.0,4314.575,6900.022
2021-09-26,38.0,46.0,4314.575,6900.022
2021-09-26,39.0,0.0,4858.256,6547.695
2021-09-26,40.0,0.0,4858.256,6547.695
2021-09-26,41.0,0.0,5411.021,5974.326
2021-09-26,42.0,0.0,5411.021,5974.326
2021-09-26,43.0,0.0,5893.156,5188.796
2021-09-26,44.0,0.0,5893.156,5188.796
2021-09-26,45.0,0.0,6255.154,4609.667
2021-09-26,46.0,0.0,6255.154,4609.667
2021-09-26,47.0,0.0,6243.628,4234.879
2021-09-26,48.0,0.0,6243.628,4234.879
2021-09-27,1.0,0.0,6106.589,3815.564
2021-09-27,2.0,0.0,6106.589,3815.564
2021-09-27,3.0,0.0,6071.001,3290.652
2021-09-27,4.0,0.0,6071.001,3290.652
2021-09-27,5.0,0.0,6287.223,3126.267
2021-09-27,6.0,0.0,6287.223,3126.267
2021-09-27,7.0,0.0,6619.686,3077.549
2021-09-27,8.0,0.0,6619.686,3077.549
2021-09-27,9.0,0.0,7021.028,2984.458
2021-09-27,10.0,0.0,7021.028,2984.458
2021-09-27,11.0,0.0,7659.833,3152.846
2021-09-27,12.0,0.0,7659.833,3152.846
2021-09-27,13.0,0.0,8035.291,3359.965
2021-09-27,14.0,0.0,8035.291,3359.965
2021-09-27,15.0,30.0,8295.978,3519.743
2021-09-27,16.0,135.0,8295.978,3519.743
2021-09-27,17.0,367.0,8358.558,3694.979
2021-09-27,18.0,733.0,8358.558,3694.979
2021-09-27,19.0,1221.0,8474.158,3883.269
2021-09-27,20.0,1796.0,8474.158,3883.269
2021-09-27,21.0,2420.0,8395.022,4198.072
2021-09-27,22.0,3040.0,8395.022,4198.072
2021-09-27,23.0,3609.0,8511.436,4571.589
2021-09-27,24.0,4097.0,8511.436,4571.589
2021-09-27,25.0,4483.0,8570.151,5012.803
2021-09-27,26.0,4781.0,8570.151,5012.803
2021-09-27,27.0,4997.0,8583.222,5435.445
2021-09-27,28.0,5034.0,8583.222,5435.445
2021-09-27,29.0,4812.0,8253.313,5715.711
2021-09-27,30.0,4427.0,8253.313,5715.711
2021-09-27,31.0,3984.0,7709.1,5797.027
2021-09-27,32.0,3444.0,7709.1,5797.027
2021-09-27,33.0,2771.0,7026.521,5750.614
2021-09-27,34.0,2068.0,7026.521,5750.614
2021-09-27,35.0,1442.0,6581.699,5101.445
2021-09-27,36.0,884.0,6581.699,5101.445
2021-09-27,37.0,385.0,6158.209,4342.651
2021-09-27,38.0,52.0,6158.209,4342.651
2021-09-27,39.0,0.0,6032.945,4090.43
2021-09-27,40.0,0.0,6032.945,4090.43
2021-09-27,41.0,0.0,6125.875,4169.18
2021-09-27,42.0,0.0,6125.875,4169.18
2021-09-27,43.0,0.0,6130.702,4278.999
2021-09-27,44.0,0.0,6130.702,4278.999
2021-09-27,45.0,0.0,6098.711,4465.403
2021-09-27,46.0,0.0,6098.711,4465.403
2021-09-27,47.0,0.0,6135.833,4691.293
2021-09-27,48.0,0.0,6135.833,4691.293
2021-09-28,1.0,0.0,6023.765,4745.888
2021-09-28,2.0,0.0,6023.765,4745.888
2021-09-28,3.0,0.0,6461.146,4681.606
2021-09-28,4.0,0.0,6461.146,4681.606
2021-09-28,5.0,0.0,6256.348,4653.227
2021-09-28,6.0,0.0,6256.348,4653.227
2021-09-28,7.0,0.0,5968.693,4598.304
2021-09-28,8.0,0.0,5968.693,4598.304
2021-09-28,9.0,0.0,5694.391,4539.617
2021-09-28,10.0,0.0,5694.391,4539.617
2021-09-28,11.0,0.0,5441.952,4458.46
2021-09-28,12.0,0.0,5441.952,4458.46
2021-09-28,13.0,0.0,5191.038,4457.739
2021-09-28,14.0,0.0,5191.038,4457.739
2021-09-28,15.0,133.0,4982.079,4348.764
2021-09-28,16.0,386.0,4982.079,4348.764
2021-09-28,17.0,744.0,5013.388,4344.627
2021-09-28,18.0,1162.0,5013.388,4344.627
2021-09-28,19.0,1584.0,5090.486,4452.302
2021-09-28,20.0,1971.0,5090.486,4452.302
2021-09-28,21.0,2295.0,5323.169,4930.294
2021-09-28,22.0,2583.0,5323.169,4930.294
2021-09-28,23.0,2851.0,5908.731,5251.201
2021-09-28,24.0,3014.0,5908.731,5251.201
2021-09-28,25.0,2994.0,6530.573,5310.196
2021-09-28,26.0,2850.0,6530.573,5310.196
2021-09-28,27.0,2658.0,7028.494,5234.57
2021-09-28,28.0,2438.0,7028.494,5234.57
2021-09-28,29.0,2194.0,7207.11,4738.568
2021-09-28,30.0,1917.0,7207.11,4738.568
2021-09-28,31.0,1600.0,7171.283,4110.904
2021-09-28,32.0,1274.0,7171.283,4110.904
2021-09-28,33.0,973.0,6984.906,3533.76
2021-09-28,34.0,691.0,6984.906,3533.76
2021-09-28,35.0,423.0,6865.387,2987.81
2021-09-28,36.0,202.0,6865.387,2987.81
2021-09-28,37.0,62.0,6790.032,2589.265
2021-09-28,38.0,0.0,6790.032,2589.265
2021-09-28,39.0,0.0,6762.504,2248.337
2021-09-28,40.0,0.0,6762.504,2248.337
2021-09-28,41.0,0.0,6995.867,2119.84
2021-09-28,42.0,0.0,6995.867,2119.84
2021-09-28,43.0,0.0,7101.173,2066.084
2021-09-28,44.0,0.0,7101.173,2066.084
2021-09-28,45.0,0.0,7065.585,2023.24
2021-09-28,46.0,0.0,7065.585,2023.24
2021-09-28,47.0,0.0,7188.692,2108.178
2021-09-28,48.0,0.0,7188.692,2108.178
2021-09-29,1.0,0.0,7271.558,2348.185
2021-09-29,2.0,0.0,7271.558,2348.185
2021-09-29,3.0,0.0,6286.652,2235.655
2021-09-29,4.0,0.0,6286.652,2235.655
2021-09-29,5.0,0.0,5974.674,2447.164
2021-09-29,6.0,0.0,5974.674,2447.164
2021-09-29,7.0,0.0,5808.412,2671.516
2021-09-29,8.0,0.0,5808.412,2671.516
2021-09-29,9.0,0.0,5828.039,2891.397
2021-09-29,10.0,0.0,5828.039,2891.397
2021-09-29,11.0,16.0,6398.716,3064.566
2021-09-29,12.0,0.0,6398.716,3064.566
2021-09-29,13.0,0.0,6905.15,3302.04
2021-09-29,14.0,0.0,6905.15,3302.04
2021-09-29,15.0,332.0,7238.664,3487.976
