settlementDate,settlementPeriod,Generation forecast Production
2022-01-07,27.0,41350.0
2022-01-07,28.0,41107.0
2022-01-07,29.0,41255.0
2022-01-07,30.0,40986.0
2022-01-07,31.0,40982.0
2022-01-07,32.0,40661.0
2022-01-07,33.0,40735.0
2022-01-07,34.0,40933.0
2022-01-07,35.0,40669.0
2022-01-07,36.0,40706.0
2022-01-07,37.0,40390.0
2022-01-07,38.0,39842.0
2022-01-07,39.0,39103.0
2022-01-07,40.0,38601.0
2022-01-07,41.0,37588.0
2022-01-07,42.0,36156.0
2022-01-07,43.0,35100.0
2022-01-07,44.0,32803.0
2022-01-07,45.0,30336.0
2022-01-07,46.0,28256.0
2022-01-07,47.0,23525.0
2022-01-07,48.0,20807.0
2022-01-08,1.0,24683.0
2022-01-08,2.0,24489.0
2022-01-08,3.0,24099.0
2022-01-08,4.0,23654.0
2022-01-08,5.0,22807.0
2022-01-08,6.0,22797.0
2022-01-08,7.0,23221.0
2022-01-08,8.0,23845.0
2022-01-08,9.0,24486.0
2022-01-08,10.0,24966.0
2022-01-08,11.0,25484.0
2022-01-08,12.0,25965.0
2022-01-08,13.0,26807.0
2022-01-08,14.0,27954.0
2022-01-08,15.0,28841.0
2022-01-08,16.0,29423.0
2022-01-08,17.0,30266.0
2022-01-08,18.0,31685.0
2022-01-08,19.0,33222.0
2022-01-08,20.0,34091.0
2022-01-08,21.0,34733.0
2022-01-08,22.0,34676.0
2022-01-08,23.0,34733.0
2022-01-08,24.0,34806.0
2022-01-08,25.0,34686.0
2022-01-08,26.0,34642.0
2022-01-08,27.0,34576.0
2022-01-08,28.0,34565.0
2022-01-08,29.0,34616.0
2022-01-08,30.0,34764.0
2022-01-08,31.0,34754.0
2022-01-08,32.0,34665.0
2022-01-08,33.0,34931.0
2022-01-08,34.0,35179.0
2022-01-08,35.0,35534.0
2022-01-08,36.0,35551.0
2022-01-08,37.0,35638.0
2022-01-08,38.0,35500.0
2022-01-08,39.0,35386.0
2022-01-08,40.0,34764.0
2022-01-08,41.0,33611.0
2022-01-08,42.0,32494.0
2022-01-08,43.0,30333.0
2022-01-08,44.0,28568.0
2022-01-08,45.0,27851.0
2022-01-08,46.0,26919.0
2022-01-08,47.0,24974.0
2022-01-08,48.0,23785.0
2022-01-09,1.0,23438.0
2022-01-09,2.0,23308.0
2022-01-09,3.0,23106.0
2022-01-09,4.0,22941.0
2022-01-09,5.0,22704.0
2022-01-09,6.0,22495.0
2022-01-09,7.0,22350.0
2022-01-09,8.0,22220.0
2022-01-09,9.0,22102.0
2022-01-09,10.0,21987.0
2022-01-09,11.0,21998.0
2022-01-09,12.0,21948.0
2022-01-09,13.0,22387.0
2022-01-09,14.0,24764.0
2022-01-09,15.0,26855.0
2022-01-09,16.0,27173.0
2022-01-09,17.0,27506.0
2022-01-09,18.0,28313.0
2022-01-09,19.0,29591.0
2022-01-09,20.0,30441.0
2022-01-09,21.0,31844.0
2022-01-09,22.0,32797.0
2022-01-09,23.0,33525.0
2022-01-09,24.0,33756.0
2022-01-09,25.0,34199.0
2022-01-09,26.0,34426.0
2022-01-09,27.0,34225.0
2022-01-09,28.0,33849.0
2022-01-09,29.0,34359.0
2022-01-09,30.0,34727.0
2022-01-09,31.0,35537.0
2022-01-09,32.0,35945.0
2022-01-09,33.0,36645.0
2022-01-09,34.0,36911.0
2022-01-09,35.0,37193.0
2022-01-09,36.0,37392.0
2022-01-09,37.0,36578.0
2022-01-09,38.0,36227.0
2022-01-09,39.0,35770.0
2022-01-09,40.0,35400.0
2022-01-09,41.0,34356.0
2022-01-09,42.0,33578.0
2022-01-09,43.0,32676.0
2022-01-09,44.0,31500.0
2022-01-09,45.0,29681.0
2022-01-09,46.0,26669.0
2022-01-09,47.0,23756.0
2022-01-09,48.0,23051.0
2022-01-10,1.0,26173.0
2022-01-10,2.0,26241.0
2022-01-10,3.0,26328.0
2022-01-10,4.0,26404.0
2022-01-10,5.0,26427.0
2022-01-10,6.0,26611.0
2022-01-10,7.0,26834.0
2022-01-10,8.0,27053.0
2022-01-10,9.0,28094.0
2022-01-10,10.0,28754.0
2022-01-10,11.0,30499.0
2022-01-10,12.0,32528.0
2022-01-10,13.0,35887.0
2022-01-10,14.0,38958.0
2022-01-10,15.0,41705.0
2022-01-10,16.0,42747.0
2022-01-10,17.0,43544.0
2022-01-10,18.0,43942.0
2022-01-10,19.0,44186.0
2022-01-10,20.0,44476.0
2022-01-10,21.0,44826.0
2022-01-10,22.0,45146.0
2022-01-10,23.0,45351.0
2022-01-10,24.0,45555.0
2022-01-10,25.0,45497.0
2022-01-10,26.0,45678.0
2022-01-10,27.0,45908.0
2022-01-10,28.0,46127.0
2022-01-10,29.0,46337.0
2022-01-10,30.0,46411.0
2022-01-10,31.0,46408.0
2022-01-10,32.0,46798.0
2022-01-10,33.0,47180.0
2022-01-10,34.0,47888.0
2022-01-10,35.0,48043.0
2022-01-10,36.0,48047.0
2022-01-10,37.0,47990.0
2022-01-10,38.0,47467.0
2022-01-10,39.0,46195.0
2022-01-10,40.0,44734.0
2022-01-10,41.0,42855.0
2022-01-10,42.0,41181.0
2022-01-10,43.0,39241.0
2022-01-10,44.0,37302.0
2022-01-10,45.0,35803.0
2022-01-10,46.0,34252.0
2022-01-10,47.0,31830.0
2022-01-10,48.0,29530.0
2022-01-11,1.0,30653.0
2022-01-11,2.0,30500.0
2022-01-11,3.0,30276.0
2022-01-11,4.0,29980.0
2022-01-11,5.0,29472.0
2022-01-11,6.0,29290.0
2022-01-11,7.0,29096.0
2022-01-11,8.0,29035.0
2022-01-11,9.0,29404.0
2022-01-11,10.0,29562.0
2022-01-11,11.0,30210.0
2022-01-11,12.0,31321.0
2022-01-11,13.0,34067.0
2022-01-11,14.0,38219.0
2022-01-11,15.0,41608.0
2022-01-11,16.0,42740.0
2022-01-11,17.0,43275.0
2022-01-11,18.0,43161.0
2022-01-11,19.0,43085.0
2022-01-11,20.0,43036.0
2022-01-11,21.0,42877.0
2022-01-11,22.0,42888.0
2022-01-11,23.0,42834.0
2022-01-11,24.0,42769.0
2022-01-11,25.0,42620.0
2022-01-11,26.0,42576.0
2022-01-11,27.0,42578.0
2022-01-11,28.0,42359.0
2022-01-11,29.0,42508.0
2022-01-11,30.0,42210.0
2022-01-11,31.0,41956.0
2022-01-11,32.0,42076.0
2022-01-11,33.0,42920.0
2022-01-11,34.0,43021.0
2022-01-11,35.0,43186.0
2022-01-11,36.0,43324.0
2022-01-11,37.0,43322.0
2022-01-11,38.0,42995.0
2022-01-11,39.0,41700.0
2022-01-11,40.0,41511.0
2022-01-11,41.0,40697.0
2022-01-11,42.0,39981.0
2022-01-11,43.0,38760.0
2022-01-11,44.0,36833.0
2022-01-11,45.0,35558.0
2022-01-11,46.0,34084.0
2022-01-11,47.0,29637.0
2022-01-11,48.0,25661.0
2022-01-12,1.0,31829.0
2022-01-12,2.0,31930.0
2022-01-12,3.0,32000.0
2022-01-12,4.0,32097.0
2022-01-12,5.0,31676.0
2022-01-12,6.0,31721.0
2022-01-12,7.0,31766.0
2022-01-12,8.0,31839.0
2022-01-12,9.0,32362.0
2022-01-12,10.0,32570.0
2022-01-12,11.0,33447.0
2022-01-12,12.0,34425.0
2022-01-12,13.0,36262.0
2022-01-12,14.0,39478.0
2022-01-12,15.0,42433.0
2022-01-12,16.0,42601.0
2022-01-12,17.0,43007.0
2022-01-12,18.0,43488.0
2022-01-12,19.0,43850.0
2022-01-12,20.0,44415.0
2022-01-12,21.0,44931.0
2022-01-12,22.0,45456.0
2022-01-12,23.0,45814.0
2022-01-12,24.0,46092.0
2022-01-12,25.0,46138.0
2022-01-12,26.0,46029.0
2022-01-12,27.0,45716.0
2022-01-12,28.0,45243.0
2022-01-12,29.0,44846.0
2022-01-12,30.0,44230.0
2022-01-12,31.0,43568.0
2022-01-12,32.0,43166.0
2022-01-12,33.0,43429.0
2022-01-12,34.0,43763.0
2022-01-12,35.0,43992.0
2022-01-12,36.0,44072.0
2022-01-12,37.0,43835.0
2022-01-12,38.0,43714.0
2022-01-12,39.0,43208.0
2022-01-12,40.0,42809.0
2022-01-12,41.0,41656.0
2022-01-12,42.0,40215.0
2022-01-12,43.0,38109.0
2022-01-12,44.0,36520.0
2022-01-12,45.0,35492.0
2022-01-12,46.0,34957.0
2022-01-12,47.0,32076.0
2022-01-12,48.0,29672.0
2022-01-13,1.0,30435.0
2022-01-13,2.0,30368.0
2022-01-13,3.0,30250.0
2022-01-13,4.0,30096.0
2022-01-13,5.0,29663.0
2022-01-13,6.0,29515.0
2022-01-13,7.0,29373.0
2022-01-13,8.0,29436.0
2022-01-13,9.0,29904.0
2022-01-13,10.0,29921.0
2022-01-13,11.0,30406.0
2022-01-13,12.0,31062.0
2022-01-13,13.0,33870.0
2022-01-13,14.0,37762.0
2022-01-13,15.0,41311.0
2022-01-13,16.0,41766.0
2022-01-13,17.0,42230.0
2022-01-13,18.0,42659.0
2022-01-13,19.0,43173.0
2022-01-13,20.0,43766.0
2022-01-13,21.0,44440.0
2022-01-13,22.0,45080.0
2022-01-13,23.0,45511.0
2022-01-13,24.0,45694.0
2022-01-13,25.0,45629.0
2022-01-13,26.0,45414.0
2022-01-13,27.0,44851.0
2022-01-13,28.0,44135.0
2022-01-13,29.0,43558.0
2022-01-13,30.0,42856.0
2022-01-13,31.0,42268.0
2022-01-13,32.0,42035.0
2022-01-13,33.0,42159.0
2022-01-13,34.0,42736.0
2022-01-13,35.0,42923.0
2022-01-13,36.0,42990.0
2022-01-13,37.0,42901.0
2022-01-13,38.0,42647.0
2022-01-13,39.0,42279.0
2022-01-13,40.0,42026.0
2022-01-13,41.0,41927.0
2022-01-13,42.0,41233.0
2022-01-13,43.0,39709.0
2022-01-13,44.0,38087.0
2022-01-13,45.0,36221.0
2022-01-13,46.0,35703.0
2022-01-13,47.0,32181.0
2022-01-13,48.0,29621.0
2022-01-14,1.0,31353.0
2022-01-14,2.0,31108.0
2022-01-14,3.0,30980.0
2022-01-14,4.0,30708.0
2022-01-14,5.0,30353.0
2022-01-14,6.0,30046.0
2022-01-14,7.0,29859.0
2022-01-14,8.0,29616.0
2022-01-14,9.0,29718.0
2022-01-14,10.0,29760.0
2022-01-14,11.0,30370.0
2022-01-14,12.0,31157.0
2022-01-14,13.0,32633.0
2022-01-14,14.0,34845.0
2022-01-14,15.0,37593.0
2022-01-14,16.0,38086.0
2022-01-14,17.0,38330.0
2022-01-14,18.0,38642.0
2022-01-14,19.0,39059.0
2022-01-14,20.0,39486.0
2022-01-14,21.0,39934.0
2022-01-14,22.0,40254.0
2022-01-14,23.0,40321.0
2022-01-14,24.0,40607.0
2022-01-14,25.0,40727.0
2022-01-14,26.0,40284.0
2022-01-14,27.0,39009.0
2022-01-14,28.0,38065.0
2022-01-14,29.0,37550.0
2022-01-14,30.0,36635.0
2022-01-14,31.0,36338.0
2022-01-14,32.0,35969.0
2022-01-14,33.0,36450.0
2022-01-14,34.0,36764.0
2022-01-14,35.0,36954.0
2022-01-14,36.0,37128.0
2022-01-14,37.0,37136.0
2022-01-14,38.0,37119.0
2022-01-14,39.0,36543.0
2022-01-14,40.0,36305.0
2022-01-14,41.0,35875.0
2022-01-14,42.0,35601.0
2022-01-14,43.0,34104.0
2022-01-14,44.0,33022.0
2022-01-14,45.0,31872.0
2022-01-14,46.0,30082.0
2022-01-14,47.0,27658.0
2022-01-14,48.0,24600.0
2022-01-15,1.0,26582.0
2022-01-15,2.0,26619.0
2022-01-15,3.0,26582.0
2022-01-15,4.0,26619.0
2022-01-15,5.0,26688.0
2022-01-15,6.0,26772.0
2022-01-15,7.0,26844.0
2022-01-15,8.0,26896.0
2022-01-15,9.0,26960.0
2022-01-15,10.0,27005.0
2022-01-15,11.0,27197.0
2022-01-15,12.0,27355.0
2022-01-15,13.0,28101.0
2022-01-15,14.0,29989.0
2022-01-15,15.0,32309.0
2022-01-15,16.0,33264.0
2022-01-15,17.0,33906.0
2022-01-15,18.0,34320.0
2022-01-15,19.0,34630.0
2022-01-15,20.0,35005.0
2022-01-15,21.0,35327.0
2022-01-15,22.0,35345.0
2022-01-15,23.0,35272.0
2022-01-15,24.0,35284.0
2022-01-15,25.0,35408.0
2022-01-15,26.0,35510.0
2022-01-15,27.0,35819.0
2022-01-15,28.0,35747.0
2022-01-15,29.0,35766.0
2022-01-15,30.0,35568.0
2022-01-15,31.0,35240.0
2022-01-15,32.0,35252.0
2022-01-15,33.0,35525.0
2022-01-15,34.0,35894.0
2022-01-15,35.0,36543.0
2022-01-15,36.0,36708.0
2022-01-15,37.0,36490.0
2022-01-15,38.0,36578.0
2022-01-15,39.0,36051.0
2022-01-15,40.0,35551.0
2022-01-15,41.0,34425.0
2022-01-15,42.0,32783.0
2022-01-15,43.0,32285.0
2022-01-15,44.0,32393.0
2022-01-15,45.0,32457.0
2022-01-15,46.0,31795.0
2022-01-15,47.0,28981.0
2022-01-15,48.0,27037.0
2022-01-16,1.0,25372.0
2022-01-16,2.0,25552.0
2022-01-16,3.0,25511.0
2022-01-16,4.0,25303.0
2022-01-16,5.0,25149.0
2022-01-16,6.0,25197.0
2022-01-16,7.0,25285.0
2022-01-16,8.0,25390.0
2022-01-16,9.0,25471.0
2022-01-16,10.0,25688.0
2022-01-16,11.0,25790.0
2022-01-16,12.0,25921.0
2022-01-16,13.0,26354.0
2022-01-16,14.0,26907.0
2022-01-16,15.0,27802.0
2022-01-16,16.0,28166.0
2022-01-16,17.0,28799.0
2022-01-16,18.0,29314.0
2022-01-16,19.0,30182.0
2022-01-16,20.0,31203.0
2022-01-16,21.0,32711.0
2022-01-16,22.0,33508.0
2022-01-16,23.0,33896.0
2022-01-16,24.0,34247.0
2022-01-16,25.0,34869.0
2022-01-16,26.0,35354.0
2022-01-16,27.0,35284.0
2022-01-16,28.0,35093.0
2022-01-16,29.0,35109.0
2022-01-16,30.0,35619.0
2022-01-16,31.0,36179.0
2022-01-16,32.0,36902.0
2022-01-16,33.0,37473.0
2022-01-16,34.0,37906.0
2022-01-16,35.0,38239.0
2022-01-16,36.0,38039.0
2022-01-16,37.0,37773.0
2022-01-16,38.0,37403.0
2022-01-16,39.0,37309.0
2022-01-16,40.0,37019.0
2022-01-16,41.0,35664.0
2022-01-16,42.0,34217.0
2022-01-16,43.0,33764.0
2022-01-16,44.0,33222.0
2022-01-16,45.0,32389.0
2022-01-16,46.0,31295.0
2022-01-16,47.0,29623.0
2022-01-16,48.0,28223.0
2022-01-17,1.0,29512.0
2022-01-17,2.0,29659.0
2022-01-17,3.0,29568.0
2022-01-17,4.0,29110.0
2022-01-17,5.0,28631.0
2022-01-17,6.0,28503.0
2022-01-17,7.0,28218.0
2022-01-17,8.0,28129.0
2022-01-17,9.0,28550.0
2022-01-17,10.0,28454.0
2022-01-17,11.0,29511.0
2022-01-17,12.0,30511.0
2022-01-17,13.0,33090.0
2022-01-17,14.0,36151.0
2022-01-17,15.0,39592.0
2022-01-17,16.0,40359.0
2022-01-17,17.0,40866.0
2022-01-17,18.0,41334.0
2022-01-17,19.0,41834.0
2022-01-17,20.0,42344.0
2022-01-17,21.0,42890.0
2022-01-17,22.0,43073.0
2022-01-17,23.0,43074.0
2022-01-17,24.0,43015.0
2022-01-17,25.0,42905.0
2022-01-17,26.0,42558.0
2022-01-17,27.0,41957.0
2022-01-17,28.0,41133.0
2022-01-17,29.0,40330.0
2022-01-17,30.0,38948.0
2022-01-17,31.0,37911.0
2022-01-17,32.0,37614.0
2022-01-17,33.0,38334.0
2022-01-17,34.0,38623.0
2022-01-17,35.0,38917.0
2022-01-17,36.0,39138.0
2022-01-17,37.0,39060.0
2022-01-17,38.0,38816.0
2022-01-17,39.0,38379.0
2022-01-17,40.0,37572.0
2022-01-17,41.0,36685.0
2022-01-17,42.0,36434.0
2022-01-17,43.0,35162.0
2022-01-17,44.0,34039.0
2022-01-17,45.0,33226.0
2022-01-17,46.0,30735.0
2022-01-17,47.0,26978.0
2022-01-17,48.0,25307.0
2022-01-18,1.0,28063.0
2022-01-18,2.0,28211.0
2022-01-18,3.0,28301.0
2022-01-18,4.0,28402.0
2022-01-18,5.0,28460.0
2022-01-18,6.0,28448.0
2022-01-18,7.0,28349.0
2022-01-18,8.0,28392.0
2022-01-18,9.0,28569.0
2022-01-18,10.0,28729.0
2022-01-18,11.0,29552.0
2022-01-18,12.0,30598.0
2022-01-18,13.0,32974.0
2022-01-18,14.0,35641.0
2022-01-18,15.0,38229.0
2022-01-18,16.0,38884.0
2022-01-18,17.0,39539.0
2022-01-18,18.0,40225.0
2022-01-18,19.0,40786.0
2022-01-18,20.0,41498.0
2022-01-18,21.0,42011.0
2022-01-18,22.0,42542.0
2022-01-18,23.0,43055.0
2022-01-18,24.0,43447.0
2022-01-18,25.0,43504.0
2022-01-18,26.0,43659.0
2022-01-18,27.0,43722.0
2022-01-18,28.0,43670.0
2022-01-18,29.0,43580.0
2022-01-18,30.0,43377.0
2022-01-18,31.0,43331.0
2022-01-18,32.0,43372.0
2022-01-18,33.0,44106.0
2022-01-18,34.0,44639.0
2022-01-18,35.0,44961.0
2022-01-18,36.0,45035.0
2022-01-18,37.0,45082.0
2022-01-18,38.0,44820.0
2022-01-18,39.0,43540.0
2022-01-18,40.0,42732.0
2022-01-18,41.0,41270.0
2022-01-18,42.0,39370.0
2022-01-18,43.0,37354.0
2022-01-18,44.0,36079.0
2022-01-18,45.0,35261.0
2022-01-18,46.0,34662.0
2022-01-18,47.0,34184.0
2022-01-18,48.0,31963.0
2022-01-19,1.0,27858.0
2022-01-19,2.0,28098.0
2022-01-19,3.0,28247.0
2022-01-19,4.0,28427.0
2022-01-19,5.0,28571.0
2022-01-19,6.0,28743.0
2022-01-19,7.0,28851.0
2022-01-19,8.0,28860.0
2022-01-19,9.0,28980.0
2022-01-19,10.0,29015.0
2022-01-19,11.0,29686.0
2022-01-19,12.0,30544.0
2022-01-19,13.0,33991.0
2022-01-19,14.0,37228.0
2022-01-19,15.0,41049.0
2022-01-19,16.0,42036.0
2022-01-19,17.0,42234.0
2022-01-19,18.0,42386.0
2022-01-19,19.0,42671.0
2022-01-19,20.0,43013.0
2022-01-19,21.0,43149.0
2022-01-19,22.0,43397.0
2022-01-19,23.0,43582.0
2022-01-19,24.0,43834.0
2022-01-19,25.0,44209.0
2022-01-19,26.0,44468.0
2022-01-19,27.0,44342.0
2022-01-19,28.0,44019.0
2022-01-19,29.0,43550.0
2022-01-19,30.0,42778.0
2022-01-19,31.0,42425.0
2022-01-19,32.0,42460.0
2022-01-19,33.0,43001.0
2022-01-19,34.0,43140.0
2022-01-19,35.0,43199.0
2022-01-19,36.0,42655.0
2022-01-19,37.0,42352.0
2022-01-19,38.0,41731.0
2022-01-19,39.0,40675.0
2022-01-19,40.0,39991.0
2022-01-19,41.0,38775.0
2022-01-19,42.0,37734.0
2022-01-19,43.0,36975.0
2022-01-19,44.0,36026.0
2022-01-19,45.0,34995.0
2022-01-19,46.0,33622.0
2022-01-19,47.0,29952.0
2022-01-19,48.0,27805.0
2022-01-20,1.0,30580.0
2022-01-20,2.0,30487.0
2022-01-20,3.0,30339.0
2022-01-20,4.0,30168.0
2022-01-20,5.0,29924.0
2022-01-20,6.0,29659.0
2022-01-20,7.0,29331.0
2022-01-20,8.0,29115.0
2022-01-20,9.0,28988.0
2022-01-20,10.0,28867.0
2022-01-20,11.0,29257.0
2022-01-20,12.0,30341.0
2022-01-20,13.0,32783.0
2022-01-20,14.0,36435.0
2022-01-20,15.0,40046.0
2022-01-20,16.0,41048.0
2022-01-20,17.0,41776.0
2022-01-20,18.0,42004.0
2022-01-20,19.0,42418.0
2022-01-20,20.0,42892.0
2022-01-20,21.0,43329.0
2022-01-20,22.0,43938.0
2022-01-20,23.0,44704.0
2022-01-20,24.0,44914.0
2022-01-20,25.0,45165.0
2022-01-20,26.0,45258.0
2022-01-20,27.0,44945.0
2022-01-20,28.0,44460.0
2022-01-20,29.0,43551.0
2022-01-20,30.0,42608.0
2022-01-20,31.0,41730.0
2022-01-20,32.0,41410.0
2022-01-20,33.0,41455.0
2022-01-20,34.0,41758.0
2022-01-20,35.0,42273.0
2022-01-20,36.0,42492.0
2022-01-20,37.0,42324.0
2022-01-20,38.0,42166.0
2022-01-20,39.0,41473.0
2022-01-20,40.0,41202.0
2022-01-20,41.0,40772.0
2022-01-20,42.0,40515.0
2022-01-20,43.0,39015.0
2022-01-20,44.0,37194.0
2022-01-20,45.0,35991.0
2022-01-20,46.0,33775.0
2022-01-20,47.0,29654.0
2022-01-20,48.0,26756.0
2022-01-21,1.0,32314.0
2022-01-21,2.0,32317.0
2022-01-21,3.0,32305.0
2022-01-21,4.0,32305.0
2022-01-21,5.0,32262.0
2022-01-21,6.0,32182.0
2022-01-21,7.0,32298.0
2022-01-21,8.0,32122.0
2022-01-21,9.0,32160.0
2022-01-21,10.0,32257.0
2022-01-21,11.0,32540.0
2022-01-21,12.0,32964.0
2022-01-21,13.0,34665.0
2022-01-21,14.0,37655.0
2022-01-21,15.0,40157.0
2022-01-21,16.0,40802.0
2022-01-21,17.0,41379.0
2022-01-21,18.0,41871.0
2022-01-21,19.0,42212.0
2022-01-21,20.0,42737.0
2022-01-21,21.0,43399.0
2022-01-21,22.0,43803.0
2022-01-21,23.0,44129.0
2022-01-21,24.0,44437.0
2022-01-21,25.0,44697.0
2022-01-21,26.0,44843.0
2022-01-21,27.0,44564.0
2022-01-21,28.0,44188.0
2022-01-21,29.0,43280.0
2022-01-21,30.0,42587.0
2022-01-21,31.0,42148.0
2022-01-21,32.0,41821.0
2022-01-21,33.0,41919.0
2022-01-21,34.0,42176.0
2022-01-21,35.0,42695.0
2022-01-21,36.0,42919.0
2022-01-21,37.0,42883.0
2022-01-21,38.0,42713.0
2022-01-21,39.0,42275.0
2022-01-21,40.0,41598.0
2022-01-21,41.0,40441.0
2022-01-21,42.0,39537.0
2022-01-21,43.0,37348.0
2022-01-21,44.0,35388.0
2022-01-21,45.0,34754.0
2022-01-21,46.0,33893.0
2022-01-21,47.0,31266.0
2022-01-21,48.0,29302.0
2022-01-22,1.0,28142.0
2022-01-22,2.0,28022.0
2022-01-22,3.0,27855.0
2022-01-22,4.0,27888.0
2022-01-22,5.0,27821.0
2022-01-22,6.0,27784.0
2022-01-22,7.0,27658.0
2022-01-22,8.0,27602.0
2022-01-22,9.0,27565.0
2022-01-22,10.0,27505.0
2022-01-22,11.0,27425.0
2022-01-22,12.0,27808.0
2022-01-22,13.0,28195.0
2022-01-22,14.0,29433.0
2022-01-22,15.0,31350.0
2022-01-22,16.0,31722.0
2022-01-22,17.0,32482.0
2022-01-22,18.0,33681.0
2022-01-22,19.0,34591.0
2022-01-22,20.0,34874.0
2022-01-22,21.0,35113.0
2022-01-22,22.0,35371.0
2022-01-22,23.0,35491.0
2022-01-22,24.0,35686.0
2022-01-22,25.0,35701.0
2022-01-22,26.0,35542.0
2022-01-22,27.0,35212.0
2022-01-22,28.0,34824.0
2022-01-22,29.0,34764.0
2022-01-22,30.0,34914.0
2022-01-22,31.0,35374.0
2022-01-22,32.0,35919.0
2022-01-22,33.0,37087.0
2022-01-22,34.0,36973.0
2022-01-22,35.0,37022.0
2022-01-22,36.0,37003.0
2022-01-22,37.0,36767.0
2022-01-22,38.0,36649.0
2022-01-22,39.0,36507.0
2022-01-22,40.0,36162.0
2022-01-22,41.0,35462.0
2022-01-22,42.0,34574.0
2022-01-22,43.0,33016.0
2022-01-22,44.0,31788.0
2022-01-22,45.0,30205.0
2022-01-22,46.0,28668.0
2022-01-22,47.0,26921.0
2022-01-22,48.0,25726.0
2022-01-23,1.0,25443.0
2022-01-23,2.0,25405.0
2022-01-23,3.0,25345.0
2022-01-23,4.0,25318.0
2022-01-23,5.0,25224.0
2022-01-23,6.0,25220.0
2022-01-23,7.0,25244.0
2022-01-23,8.0,25262.0
2022-01-23,9.0,25295.0
2022-01-23,10.0,25329.0
2022-01-23,11.0,25380.0
2022-01-23,12.0,25417.0
2022-01-23,13.0,25537.0
2022-01-23,14.0,26471.0
2022-01-23,15.0,27760.0
2022-01-23,16.0,28107.0
2022-01-23,17.0,29224.0
2022-01-23,18.0,30416.0
2022-01-23,19.0,31570.0
2022-01-23,20.0,32826.0
2022-01-23,21.0,33867.0
2022-01-23,22.0,34795.0
2022-01-23,23.0,35226.0
2022-01-23,24.0,35541.0
2022-01-23,25.0,35736.0
2022-01-23,26.0,36016.0
2022-01-23,27.0,36172.0
2022-01-23,28.0,35973.0
2022-01-23,29.0,35968.0
2022-01-23,30.0,36117.0
2022-01-23,31.0,36185.0
2022-01-23,32.0,36395.0
2022-01-23,33.0,36791.0
2022-01-23,34.0,37187.0
2022-01-23,35.0,37717.0
2022-01-23,36.0,37899.0
2022-01-23,37.0,37760.0
2022-01-23,38.0,37815.0
2022-01-23,39.0,37962.0
2022-01-23,40.0,37843.0
2022-01-23,41.0,36360.0
2022-01-23,42.0,35455.0
2022-01-23,43.0,34534.0
2022-01-23,44.0,33881.0
2022-01-23,45.0,33368.0
2022-01-23,46.0,32970.0
2022-01-23,47.0,30653.0
2022-01-23,48.0,28459.0
2022-01-24,1.0,29645.0
2022-01-24,2.0,29528.0
2022-01-24,3.0,29369.0
2022-01-24,4.0,29174.0
2022-01-24,5.0,29026.0
2022-01-24,6.0,28952.0
2022-01-24,7.0,28818.0
2022-01-24,8.0,28665.0
2022-01-24,9.0,28490.0
2022-01-24,10.0,28838.0
2022-01-24,11.0,30447.0
2022-01-24,12.0,31594.0
2022-01-24,13.0,33508.0
2022-01-24,14.0,36336.0
2022-01-24,15.0,38762.0
2022-01-24,16.0,38739.0
2022-01-24,17.0,38732.0
2022-01-24,18.0,38550.0
2022-01-24,19.0,38683.0
2022-01-24,20.0,38765.0
2022-01-24,21.0,38630.0
2022-01-24,22.0,38689.0
2022-01-24,23.0,38682.0
2022-01-24,24.0,38822.0
2022-01-24,25.0,38940.0
2022-01-24,26.0,38774.0
2022-01-24,27.0,38542.0
2022-01-24,28.0,38259.0
2022-01-24,29.0,38160.0
2022-01-24,30.0,37923.0
2022-01-24,31.0,38035.0
2022-01-24,32.0,37870.0
2022-01-24,33.0,38434.0
2022-01-24,34.0,38767.0
2022-01-24,35.0,39287.0
2022-01-24,36.0,39423.0
2022-01-24,37.0,39283.0
2022-01-24,38.0,38920.0
2022-01-24,39.0,37973.0
2022-01-24,40.0,37480.0
2022-01-24,41.0,36200.0
2022-01-24,42.0,35063.0
2022-01-24,43.0,33585.0
2022-01-24,44.0,32929.0
2022-01-24,45.0,32381.0
2022-01-24,46.0,30822.0
2022-01-24,47.0,26789.0
2022-01-24,48.0,23895.0
2022-01-25,1.0,31142.0
2022-01-25,2.0,31197.0
2022-01-25,3.0,31222.0
2022-01-25,4.0,31106.0
2022-01-25,5.0,31013.0
2022-01-25,6.0,31035.0
2022-01-25,7.0,30992.0
2022-01-25,8.0,31000.0
2022-01-25,9.0,31075.0
2022-01-25,10.0,31156.0
2022-01-25,11.0,31961.0
2022-01-25,12.0,32853.0
2022-01-25,13.0,34382.0
2022-01-25,14.0,36061.0
2022-01-25,15.0,37720.0
2022-01-25,16.0,38177.0
2022-01-25,17.0,38909.0
2022-01-25,18.0,39314.0
2022-01-25,19.0,39728.0
2022-01-25,20.0,40206.0
2022-01-25,21.0,40527.0
2022-01-25,22.0,40801.0
2022-01-25,23.0,41020.0
2022-01-25,24.0,41379.0
2022-01-25,25.0,41453.0
2022-01-25,26.0,41538.0
2022-01-25,27.0,41393.0
2022-01-25,28.0,41235.0
2022-01-25,29.0,41280.0
2022-01-25,30.0,41443.0
2022-01-25,31.0,41271.0
2022-01-25,32.0,41323.0
2022-01-25,33.0,42324.0
2022-01-25,34.0,42604.0
2022-01-25,35.0,42997.0
