settlementDate,settlementPeriod,Generation forecast Production
2021-07-11,29.0,26006.0
2021-07-11,30.0,25565.0
2021-07-11,31.0,25510.0
2021-07-11,32.0,25765.0
2021-07-11,33.0,26535.0
2021-07-11,34.0,26851.0
2021-07-11,35.0,26801.0
2021-07-11,36.0,26562.0
2021-07-11,37.0,26318.0
2021-07-11,38.0,25919.0
2021-07-11,39.0,25511.0
2021-07-11,40.0,25192.0
2021-07-11,41.0,24734.0
2021-07-11,42.0,24308.0
2021-07-11,43.0,23786.0
2021-07-11,44.0,23742.0
2021-07-11,45.0,23286.0
2021-07-11,46.0,22754.0
2021-07-11,47.0,19005.0
2021-07-11,48.0,16700.0
2021-07-12,1.0,16374.0
2021-07-12,2.0,16325.0
2021-07-12,3.0,18506.0
2021-07-12,4.0,18132.0
2021-07-12,5.0,17829.0
2021-07-12,6.0,17732.0
2021-07-12,7.0,17568.0
2021-07-12,8.0,17429.0
2021-07-12,9.0,17456.0
2021-07-12,10.0,17870.0
2021-07-12,11.0,18888.0
2021-07-12,12.0,19280.0
2021-07-12,13.0,20002.0
2021-07-12,14.0,21760.0
2021-07-12,15.0,24664.0
2021-07-12,16.0,26080.0
2021-07-12,17.0,28150.0
2021-07-12,18.0,28723.0
2021-07-12,19.0,29347.0
2021-07-12,20.0,29875.0
2021-07-12,21.0,30323.0
2021-07-12,22.0,30626.0
2021-07-12,23.0,30953.0
2021-07-12,24.0,31248.0
2021-07-12,25.0,31498.0
2021-07-12,26.0,31745.0
2021-07-12,27.0,31804.0
2021-07-12,28.0,31942.0
2021-07-12,29.0,31616.0
2021-07-12,30.0,31529.0
2021-07-12,31.0,31381.0
2021-07-12,32.0,31208.0
2021-07-12,33.0,31086.0
2021-07-12,34.0,30835.0
2021-07-12,35.0,30924.0
2021-07-12,36.0,30687.0
2021-07-12,37.0,30499.0
2021-07-12,38.0,30121.0
2021-07-12,39.0,29412.0
2021-07-12,40.0,28996.0
2021-07-12,41.0,28389.0
2021-07-12,42.0,28172.0
2021-07-12,43.0,27583.0
2021-07-12,44.0,26812.0
2021-07-12,45.0,25714.0
2021-07-12,46.0,25096.0
2021-07-12,47.0,19387.0
2021-07-12,48.0,16582.0
2021-07-13,1.0,16395.0
2021-07-13,2.0,16444.0
2021-07-13,3.0,19846.0
2021-07-13,4.0,19890.0
2021-07-13,5.0,19759.0
2021-07-13,6.0,19403.0
2021-07-13,7.0,19366.0
2021-07-13,8.0,19456.0
2021-07-13,9.0,19538.0
2021-07-13,10.0,19671.0
2021-07-13,11.0,20514.0
2021-07-13,12.0,21195.0
2021-07-13,13.0,22553.0
2021-07-13,14.0,24735.0
2021-07-13,15.0,26783.0
2021-07-13,16.0,27589.0
2021-07-13,17.0,28661.0
2021-07-13,18.0,29209.0
2021-07-13,19.0,29863.0
2021-07-13,20.0,30481.0
2021-07-13,21.0,30752.0
2021-07-13,22.0,31211.0
2021-07-13,23.0,31483.0
2021-07-13,24.0,31813.0
2021-07-13,25.0,32060.0
2021-07-13,26.0,32044.0
2021-07-13,27.0,31854.0
2021-07-13,28.0,31871.0
2021-07-13,29.0,31861.0
2021-07-13,30.0,31916.0
2021-07-13,31.0,31856.0
2021-07-13,32.0,31708.0
2021-07-13,33.0,31740.0
2021-07-13,34.0,31741.0
2021-07-13,35.0,31546.0
2021-07-13,36.0,30982.0
2021-07-13,37.0,30556.0
2021-07-13,38.0,30139.0
2021-07-13,39.0,29656.0
2021-07-13,40.0,29118.0
2021-07-13,41.0,27940.0
2021-07-13,42.0,27127.0
2021-07-13,43.0,26393.0
2021-07-13,44.0,25441.0
2021-07-13,45.0,24283.0
2021-07-13,46.0,23588.0
2021-07-13,47.0,21215.0
2021-07-13,48.0,19136.0
2021-07-14,1.0,20211.0
2021-07-14,2.0,20288.0
2021-07-14,3.0,18343.0
2021-07-14,4.0,18427.0
2021-07-14,5.0,18490.0
2021-07-14,6.0,18353.0
2021-07-14,7.0,17935.0
2021-07-14,8.0,17947.0
2021-07-14,9.0,17855.0
2021-07-14,10.0,17885.0
2021-07-14,11.0,18237.0
2021-07-14,12.0,19228.0
2021-07-14,13.0,20920.0
2021-07-14,14.0,23012.0
2021-07-14,15.0,25084.0
2021-07-14,16.0,27404.0
2021-07-14,17.0,28422.0
2021-07-14,18.0,29202.0
2021-07-14,19.0,29937.0
2021-07-14,20.0,30622.0
2021-07-14,21.0,31363.0
2021-07-14,22.0,31923.0
2021-07-14,23.0,32304.0
2021-07-14,24.0,32646.0
2021-07-14,25.0,32918.0
2021-07-14,26.0,33164.0
2021-07-14,27.0,33366.0
2021-07-14,28.0,33293.0
2021-07-14,29.0,33220.0
2021-07-14,30.0,33186.0
2021-07-14,31.0,33013.0
2021-07-14,32.0,32809.0
2021-07-14,33.0,32857.0
2021-07-14,34.0,32673.0
2021-07-14,35.0,32232.0
2021-07-14,36.0,31507.0
2021-07-14,37.0,30843.0
2021-07-14,38.0,30233.0
2021-07-14,39.0,29592.0
2021-07-14,40.0,28956.0
2021-07-14,41.0,28385.0
2021-07-14,42.0,28031.0
2021-07-14,43.0,27633.0
2021-07-14,44.0,26884.0
2021-07-14,45.0,25988.0
2021-07-14,46.0,25266.0
2021-07-14,47.0,22855.0
2021-07-14,48.0,21541.0
2021-07-15,1.0,21702.0
2021-07-15,2.0,21862.0
2021-07-15,3.0,19703.0
2021-07-15,4.0,19486.0
2021-07-15,5.0,19474.0
2021-07-15,6.0,19334.0
2021-07-15,7.0,19215.0
2021-07-15,8.0,19196.0
2021-07-15,9.0,19233.0
2021-07-15,10.0,19286.0
2021-07-15,11.0,19195.0
2021-07-15,12.0,19642.0
2021-07-15,13.0,21719.0
2021-07-15,14.0,23946.0
2021-07-15,15.0,27441.0
2021-07-15,16.0,28897.0
2021-07-15,17.0,30432.0
2021-07-15,18.0,31573.0
2021-07-15,19.0,31860.0
2021-07-15,20.0,32116.0
2021-07-15,21.0,32448.0
2021-07-15,22.0,32768.0
2021-07-15,23.0,33008.0
2021-07-15,24.0,33243.0
2021-07-15,25.0,33473.0
2021-07-15,26.0,33698.0
2021-07-15,27.0,33840.0
2021-07-15,28.0,33859.0
2021-07-15,29.0,33743.0
2021-07-15,30.0,33523.0
2021-07-15,31.0,33160.0
2021-07-15,32.0,32675.0
2021-07-15,33.0,32359.0
2021-07-15,34.0,32474.0
2021-07-15,35.0,32558.0
2021-07-15,36.0,32207.0
2021-07-15,37.0,31673.0
2021-07-15,38.0,31121.0
2021-07-15,39.0,30493.0
2021-07-15,40.0,29871.0
2021-07-15,41.0,29325.0
2021-07-15,42.0,28945.0
2021-07-15,43.0,28120.0
2021-07-15,44.0,27413.0
2021-07-15,45.0,26744.0
2021-07-15,46.0,25749.0
2021-07-15,47.0,21551.0
2021-07-15,48.0,18111.0
2021-07-16,1.0,17451.0
2021-07-16,2.0,17379.0
2021-07-16,3.0,19218.0
2021-07-16,4.0,19115.0
2021-07-16,5.0,19100.0
2021-07-16,6.0,19015.0
2021-07-16,7.0,19013.0
2021-07-16,8.0,19053.0
2021-07-16,9.0,19064.0
2021-07-16,10.0,19106.0
2021-07-16,11.0,19215.0
2021-07-16,12.0,20106.0
2021-07-16,13.0,21757.0
2021-07-16,14.0,23242.0
2021-07-16,15.0,25603.0
2021-07-16,16.0,26871.0
2021-07-16,17.0,27811.0
2021-07-16,18.0,28594.0
2021-07-16,19.0,29353.0
2021-07-16,20.0,30018.0
2021-07-16,21.0,30734.0
2021-07-16,22.0,31377.0
2021-07-16,23.0,31865.0
2021-07-16,24.0,32097.0
2021-07-16,25.0,32606.0
2021-07-16,26.0,32477.0
2021-07-16,27.0,31879.0
2021-07-16,28.0,31647.0
2021-07-16,29.0,30673.0
2021-07-16,30.0,30361.0
2021-07-16,31.0,30015.0
2021-07-16,32.0,29728.0
2021-07-16,33.0,29935.0
2021-07-16,34.0,29564.0
2021-07-16,35.0,29618.0
2021-07-16,36.0,29545.0
2021-07-16,37.0,28971.0
2021-07-16,38.0,28241.0
2021-07-16,39.0,27561.0
2021-07-16,40.0,26801.0
2021-07-16,41.0,26169.0
2021-07-16,42.0,25671.0
2021-07-16,43.0,25324.0
2021-07-16,44.0,24917.0
2021-07-16,45.0,24332.0
2021-07-16,46.0,23692.0
2021-07-16,47.0,20256.0
2021-07-16,48.0,18942.0
2021-07-17,1.0,20238.0
2021-07-17,2.0,20148.0
2021-07-17,3.0,18675.0
2021-07-17,4.0,18554.0
2021-07-17,5.0,18643.0
2021-07-17,6.0,18715.0
2021-07-17,7.0,18620.0
2021-07-17,8.0,18701.0
2021-07-17,9.0,18774.0
2021-07-17,10.0,18821.0
2021-07-17,11.0,18963.0
2021-07-17,12.0,19211.0
2021-07-17,13.0,19755.0
2021-07-17,14.0,20286.0
2021-07-17,15.0,21319.0
2021-07-17,16.0,22597.0
2021-07-17,17.0,25253.0
2021-07-17,18.0,26429.0
2021-07-17,19.0,27124.0
2021-07-17,20.0,27630.0
2021-07-17,21.0,28455.0
2021-07-17,22.0,28803.0
2021-07-17,23.0,29144.0
2021-07-17,24.0,29120.0
2021-07-17,25.0,29487.0
2021-07-17,26.0,29462.0
2021-07-17,27.0,29188.0
2021-07-17,28.0,29026.0
2021-07-17,29.0,28554.0
2021-07-17,30.0,28574.0
2021-07-17,31.0,28123.0
2021-07-17,32.0,27788.0
2021-07-17,33.0,27716.0
2021-07-17,34.0,27270.0
2021-07-17,35.0,26983.0
2021-07-17,36.0,27400.0
2021-07-17,37.0,27176.0
2021-07-17,38.0,26362.0
2021-07-17,39.0,25711.0
2021-07-17,40.0,24945.0
2021-07-17,41.0,24153.0
2021-07-17,42.0,23609.0
2021-07-17,43.0,23321.0
2021-07-17,44.0,23156.0
2021-07-17,45.0,22918.0
2021-07-17,46.0,22648.0
2021-07-17,47.0,20446.0
2021-07-17,48.0,19043.0
2021-07-18,1.0,20629.0
2021-07-18,2.0,20107.0
2021-07-18,3.0,17159.0
2021-07-18,4.0,17104.0
2021-07-18,5.0,16713.0
2021-07-18,6.0,16492.0
2021-07-18,7.0,16324.0
2021-07-18,8.0,16251.0
2021-07-18,9.0,16164.0
2021-07-18,10.0,16072.0
2021-07-18,11.0,16066.0
2021-07-18,12.0,16196.0
2021-07-18,13.0,16564.0
2021-07-18,14.0,17804.0
2021-07-18,15.0,19379.0
2021-07-18,16.0,20138.0
2021-07-18,17.0,21202.0
2021-07-18,18.0,22235.0
2021-07-18,19.0,23194.0
2021-07-18,20.0,24014.0
2021-07-18,21.0,24804.0
2021-07-18,22.0,25420.0
2021-07-18,23.0,25907.0
2021-07-18,24.0,26261.0
2021-07-18,25.0,26507.0
2021-07-18,26.0,26667.0
2021-07-18,27.0,26685.0
2021-07-18,28.0,26655.0
2021-07-18,29.0,26528.0
2021-07-18,30.0,26161.0
2021-07-18,31.0,25924.0
2021-07-18,32.0,25837.0
2021-07-18,33.0,26022.0
2021-07-18,34.0,25942.0
2021-07-18,35.0,26121.0
2021-07-18,36.0,26514.0
2021-07-18,37.0,26213.0
2021-07-18,38.0,25410.0
2021-07-18,39.0,24809.0
2021-07-18,40.0,24160.0
2021-07-18,41.0,23542.0
2021-07-18,42.0,23061.0
2021-07-18,43.0,22774.0
2021-07-18,44.0,22679.0
2021-07-18,45.0,22392.0
2021-07-18,46.0,21807.0
2021-07-18,47.0,19557.0
2021-07-18,48.0,17576.0
2021-07-19,1.0,16909.0
2021-07-19,2.0,16680.0
2021-07-19,3.0,18766.0
2021-07-19,4.0,18604.0
2021-07-19,5.0,18543.0
2021-07-19,6.0,18526.0
2021-07-19,7.0,18515.0
2021-07-19,8.0,18529.0
2021-07-19,9.0,18551.0
2021-07-19,10.0,18577.0
2021-07-19,11.0,18829.0
2021-07-19,12.0,19277.0
2021-07-19,13.0,20577.0
2021-07-19,14.0,23132.0
2021-07-19,15.0,25920.0
2021-07-19,16.0,27230.0
2021-07-19,17.0,28932.0
2021-07-19,18.0,29788.0
2021-07-19,19.0,30620.0
2021-07-19,20.0,31410.0
2021-07-19,21.0,31970.0
2021-07-19,22.0,32571.0
2021-07-19,23.0,33003.0
2021-07-19,24.0,33362.0
2021-07-19,25.0,33636.0
2021-07-19,26.0,33731.0
2021-07-19,27.0,33454.0
2021-07-19,28.0,33227.0
2021-07-19,29.0,33032.0
2021-07-19,30.0,32726.0
2021-07-19,31.0,32302.0
2021-07-19,32.0,32089.0
2021-07-19,33.0,31713.0
2021-07-19,34.0,31152.0
2021-07-19,35.0,30602.0
2021-07-19,36.0,29972.0
2021-07-19,37.0,29445.0
2021-07-19,38.0,28876.0
2021-07-19,39.0,28477.0
2021-07-19,40.0,27983.0
2021-07-19,41.0,27524.0
2021-07-19,42.0,27227.0
2021-07-19,43.0,27054.0
2021-07-19,44.0,27009.0
2021-07-19,45.0,26429.0
2021-07-19,46.0,25361.0
2021-07-19,47.0,21007.0
2021-07-19,48.0,18184.0
2021-07-20,1.0,17925.0
2021-07-20,2.0,17901.0
2021-07-20,3.0,19941.0
2021-07-20,4.0,19847.0
2021-07-20,5.0,19419.0
2021-07-20,6.0,19094.0
2021-07-20,7.0,19063.0
2021-07-20,8.0,19027.0
2021-07-20,9.0,18988.0
2021-07-20,10.0,18934.0
2021-07-20,11.0,19414.0
2021-07-20,12.0,20509.0
2021-07-20,13.0,21547.0
2021-07-20,14.0,24062.0
2021-07-20,15.0,26168.0
2021-07-20,16.0,27090.0
2021-07-20,17.0,28391.0
2021-07-20,18.0,29314.0
2021-07-20,19.0,30011.0
2021-07-20,20.0,30863.0
2021-07-20,21.0,31714.0
2021-07-20,22.0,32306.0
2021-07-20,23.0,32674.0
2021-07-20,24.0,32923.0
2021-07-20,25.0,32939.0
2021-07-20,26.0,33099.0
2021-07-20,27.0,32938.0
2021-07-20,28.0,32653.0
2021-07-20,29.0,32370.0
2021-07-20,30.0,31993.0
2021-07-20,31.0,31527.0
2021-07-20,32.0,31199.0
2021-07-20,33.0,31305.0
2021-07-20,34.0,31138.0
2021-07-20,35.0,30841.0
2021-07-20,36.0,30194.0
2021-07-20,37.0,29854.0
2021-07-20,38.0,29280.0
2021-07-20,39.0,28589.0
2021-07-20,40.0,27979.0
2021-07-20,41.0,27237.0
2021-07-20,42.0,26862.0
2021-07-20,43.0,26758.0
2021-07-20,44.0,26666.0
2021-07-20,45.0,26505.0
2021-07-20,46.0,26206.0
2021-07-20,47.0,21457.0
2021-07-20,48.0,18173.0
2021-07-21,1.0,17808.0
2021-07-21,2.0,17784.0
2021-07-21,3.0,21861.0
2021-07-21,4.0,21638.0
2021-07-21,5.0,21595.0
2021-07-21,6.0,21550.0
2021-07-21,7.0,21510.0
2021-07-21,8.0,21469.0
2021-07-21,9.0,21246.0
2021-07-21,10.0,21198.0
2021-07-21,11.0,21625.0
2021-07-21,12.0,22237.0
2021-07-21,13.0,23409.0
2021-07-21,14.0,25085.0
2021-07-21,15.0,26958.0
2021-07-21,16.0,28234.0
2021-07-21,17.0,29369.0
2021-07-21,18.0,30180.0
2021-07-21,19.0,30882.0
2021-07-21,20.0,31491.0
2021-07-21,21.0,32094.0
2021-07-21,22.0,32772.0
2021-07-21,23.0,33297.0
2021-07-21,24.0,33713.0
2021-07-21,25.0,33983.0
2021-07-21,26.0,34061.0
2021-07-21,27.0,33801.0
2021-07-21,28.0,33680.0
2021-07-21,29.0,33475.0
2021-07-21,30.0,33266.0
2021-07-21,31.0,33271.0
2021-07-21,32.0,32942.0
2021-07-21,33.0,32762.0
2021-07-21,34.0,32542.0
2021-07-21,35.0,32251.0
2021-07-21,36.0,31649.0
2021-07-21,37.0,31166.0
2021-07-21,38.0,30521.0
2021-07-21,39.0,29889.0
2021-07-21,40.0,29362.0
2021-07-21,41.0,28689.0
2021-07-21,42.0,28267.0
2021-07-21,43.0,28004.0
2021-07-21,44.0,27708.0
2021-07-21,45.0,27285.0
2021-07-21,46.0,26719.0
2021-07-21,47.0,21664.0
2021-07-21,48.0,18307.0
2021-07-22,1.0,18519.0
2021-07-22,2.0,18501.0
2021-07-22,3.0,21753.0
2021-07-22,4.0,21203.0
2021-07-22,5.0,20962.0
2021-07-22,6.0,20670.0
2021-07-22,7.0,20646.0
2021-07-22,8.0,20636.0
2021-07-22,9.0,20642.0
2021-07-22,10.0,20683.0
2021-07-22,11.0,21357.0
2021-07-22,12.0,22085.0
2021-07-22,13.0,23512.0
2021-07-22,14.0,25182.0
2021-07-22,15.0,27691.0
2021-07-22,16.0,28710.0
2021-07-22,17.0,29967.0
2021-07-22,18.0,30862.0
2021-07-22,19.0,31741.0
2021-07-22,20.0,32320.0
2021-07-22,21.0,32780.0
2021-07-22,22.0,33324.0
2021-07-22,23.0,33648.0
2021-07-22,24.0,33949.0
2021-07-22,25.0,34184.0
2021-07-22,26.0,34231.0
2021-07-22,27.0,33958.0
2021-07-22,28.0,33773.0
2021-07-22,29.0,33499.0
2021-07-22,30.0,33187.0
2021-07-22,31.0,33127.0
2021-07-22,32.0,32788.0
2021-07-22,33.0,32426.0
2021-07-22,34.0,32177.0
2021-07-22,35.0,31947.0
2021-07-22,36.0,31410.0
2021-07-22,37.0,30910.0
2021-07-22,38.0,30332.0
2021-07-22,39.0,29385.0
2021-07-22,40.0,28945.0
2021-07-22,41.0,28387.0
2021-07-22,42.0,28046.0
2021-07-22,43.0,27758.0
2021-07-22,44.0,27386.0
2021-07-22,45.0,26930.0
2021-07-22,46.0,26385.0
2021-07-22,47.0,22167.0
2021-07-22,48.0,19517.0
2021-07-23,1.0,18860.0
2021-07-23,2.0,18616.0
2021-07-23,3.0,20651.0
2021-07-23,4.0,20477.0
2021-07-23,5.0,20498.0
2021-07-23,6.0,20503.0
2021-07-23,7.0,20555.0
2021-07-23,8.0,20583.0
2021-07-23,9.0,20609.0
2021-07-23,10.0,20624.0
2021-07-23,11.0,20796.0
2021-07-23,12.0,21050.0
2021-07-23,13.0,22492.0
2021-07-23,14.0,24939.0
2021-07-23,15.0,26962.0
2021-07-23,16.0,28038.0
2021-07-23,17.0,29068.0
2021-07-23,18.0,29801.0
2021-07-23,19.0,30509.0
2021-07-23,20.0,31210.0
2021-07-23,21.0,32030.0
2021-07-23,22.0,32708.0
2021-07-23,23.0,33296.0
2021-07-23,24.0,33662.0
2021-07-23,25.0,33727.0
2021-07-23,26.0,33941.0
2021-07-23,27.0,34039.0
2021-07-23,28.0,33869.0
2021-07-23,29.0,33631.0
2021-07-23,30.0,33448.0
2021-07-23,31.0,33157.0
2021-07-23,32.0,32856.0
2021-07-23,33.0,32525.0
2021-07-23,34.0,32484.0
2021-07-23,35.0,32395.0
2021-07-23,36.0,31553.0
2021-07-23,37.0,31160.0
2021-07-23,38.0,30720.0
2021-07-23,39.0,30234.0
2021-07-23,40.0,29858.0
2021-07-23,41.0,29491.0
2021-07-23,42.0,28572.0
2021-07-23,43.0,27951.0
2021-07-23,44.0,27681.0
2021-07-23,45.0,26484.0
2021-07-23,46.0,25483.0
2021-07-23,47.0,22160.0
2021-07-23,48.0,18680.0
2021-07-24,1.0,17690.0
2021-07-24,2.0,17745.0
2021-07-24,3.0,18716.0
2021-07-24,4.0,18697.0
2021-07-24,5.0,18692.0
2021-07-24,6.0,18665.0
2021-07-24,7.0,18645.0
2021-07-24,8.0,18559.0
2021-07-24,9.0,18351.0
2021-07-24,10.0,18285.0
2021-07-24,11.0,18277.0
2021-07-24,12.0,18368.0
2021-07-24,13.0,18688.0
2021-07-24,14.0,19912.0
2021-07-24,15.0,21203.0
2021-07-24,16.0,22191.0
2021-07-24,17.0,24103.0
2021-07-24,18.0,25614.0
2021-07-24,19.0,26809.0
2021-07-24,20.0,27699.0
2021-07-24,21.0,28104.0
2021-07-24,22.0,28338.0
2021-07-24,23.0,28474.0
2021-07-24,24.0,28532.0
2021-07-24,25.0,28580.0
2021-07-24,26.0,28552.0
2021-07-24,27.0,28475.0
2021-07-24,28.0,28388.0
2021-07-24,29.0,28264.0
2021-07-24,30.0,28489.0
2021-07-24,31.0,28467.0
2021-07-24,32.0,28314.0
2021-07-24,33.0,28345.0
2021-07-24,34.0,28193.0
2021-07-24,35.0,28122.0
2021-07-24,36.0,27972.0
2021-07-24,37.0,27698.0
2021-07-24,38.0,27285.0
2021-07-24,39.0,26825.0
2021-07-24,40.0,26378.0
2021-07-24,41.0,25890.0
2021-07-24,42.0,25497.0
2021-07-24,43.0,25316.0
2021-07-24,44.0,25270.0
2021-07-24,45.0,24742.0
2021-07-24,46.0,23373.0
2021-07-24,47.0,19636.0
2021-07-24,48.0,17679.0
2021-07-25,1.0,16814.0
2021-07-25,2.0,16824.0
2021-07-25,3.0,17912.0
2021-07-25,4.0,17750.0
2021-07-25,5.0,17344.0
2021-07-25,6.0,17241.0
2021-07-25,7.0,17028.0
2021-07-25,8.0,16866.0
2021-07-25,9.0,16779.0
2021-07-25,10.0,16705.0
2021-07-25,11.0,16649.0
2021-07-25,12.0,16638.0
2021-07-25,13.0,16752.0
2021-07-25,14.0,17315.0
2021-07-25,15.0,18456.0
2021-07-25,16.0,19569.0
2021-07-25,17.0,21200.0
2021-07-25,18.0,22563.0
2021-07-25,19.0,24413.0
2021-07-25,20.0,25607.0
2021-07-25,21.0,26422.0
2021-07-25,22.0,26882.0
2021-07-25,23.0,27234.0
2021-07-25,24.0,27588.0
2021-07-25,25.0,27852.0
2021-07-25,26.0,27989.0
2021-07-25,27.0,27998.0
2021-07-25,28.0,27960.0
2021-07-25,29.0,27840.0
2021-07-25,30.0,28173.0
2021-07-25,31.0,28276.0
2021-07-25,32.0,28227.0
2021-07-25,33.0,27918.0
2021-07-25,34.0,27617.0
2021-07-25,35.0,27674.0
2021-07-25,36.0,27275.0
2021-07-25,37.0,27051.0
2021-07-25,38.0,26639.0
2021-07-25,39.0,26117.0
2021-07-25,40.0,25664.0
2021-07-25,41.0,25116.0
2021-07-25,42.0,24739.0
2021-07-25,43.0,24265.0
2021-07-25,44.0,23997.0
2021-07-25,45.0,23504.0
2021-07-25,46.0,22902.0
2021-07-25,47.0,19043.0
2021-07-25,48.0,16254.0
2021-07-26,1.0,16633.0
2021-07-26,2.0,16587.0
2021-07-26,3.0,18420.0
2021-07-26,4.0,18368.0
2021-07-26,5.0,18177.0
2021-07-26,6.0,18191.0
2021-07-26,7.0,18219.0
2021-07-26,8.0,18249.0
2021-07-26,9.0,18277.0
2021-07-26,10.0,18299.0
2021-07-26,11.0,18407.0
2021-07-26,12.0,19003.0
2021-07-26,13.0,20283.0
2021-07-26,14.0,22151.0
2021-07-26,15.0,24671.0
2021-07-26,16.0,26109.0
2021-07-26,17.0,27250.0
2021-07-26,18.0,27845.0
2021-07-26,19.0,28488.0
2021-07-26,20.0,29000.0
2021-07-26,21.0,29491.0
2021-07-26,22.0,29989.0
2021-07-26,23.0,30341.0
2021-07-26,24.0,30657.0
2021-07-26,25.0,30853.0
2021-07-26,26.0,30966.0
2021-07-26,27.0,30983.0
2021-07-26,28.0,30933.0
2021-07-26,29.0,30796.0
2021-07-26,30.0,30627.0
2021-07-26,31.0,30501.0
2021-07-26,32.0,30367.0
2021-07-26,33.0,30034.0
2021-07-26,34.0,29766.0
2021-07-26,35.0,29489.0
2021-07-26,36.0,28886.0
2021-07-26,37.0,28441.0
2021-07-26,38.0,27889.0
2021-07-26,39.0,27468.0
2021-07-26,40.0,27054.0
2021-07-26,41.0,26460.0
2021-07-26,42.0,26309.0
2021-07-26,43.0,26413.0
2021-07-26,44.0,26423.0
2021-07-26,45.0,25959.0
2021-07-26,46.0,25559.0
2021-07-26,47.0,20269.0
2021-07-26,48.0,16139.0
2021-07-27,1.0,16755.0
2021-07-27,2.0,16734.0
2021-07-27,3.0,18704.0
2021-07-27,4.0,18619.0
2021-07-27,5.0,18397.0
2021-07-27,6.0,18183.0
2021-07-27,7.0,18087.0
2021-07-27,8.0,18005.0
2021-07-27,9.0,17936.0
2021-07-27,10.0,17890.0
2021-07-27,11.0,17854.0
2021-07-27,12.0,18449.0
2021-07-27,13.0,20231.0
2021-07-27,14.0,22447.0
2021-07-27,15.0,24952.0
2021-07-27,16.0,26605.0
2021-07-27,17.0,28850.0
2021-07-27,18.0,29355.0
2021-07-27,19.0,29893.0
2021-07-27,20.0,30281.0
2021-07-27,21.0,30454.0
2021-07-27,22.0,30717.0
2021-07-27,23.0,31006.0
2021-07-27,24.0,31367.0
2021-07-27,25.0,31643.0
2021-07-27,26.0,31880.0
2021-07-27,27.0,31809.0
2021-07-27,28.0,31699.0
2021-07-27,29.0,31529.0
2021-07-27,30.0,31382.0
2021-07-27,31.0,31325.0
2021-07-27,32.0,31334.0
2021-07-27,33.0,31323.0
2021-07-27,34.0,31161.0
2021-07-27,35.0,30596.0
2021-07-27,36.0,30259.0
2021-07-27,37.0,29975.0
2021-07-27,38.0,29657.0
2021-07-27,39.0,29339.0
2021-07-27,40.0,28915.0
2021-07-27,41.0,28282.0
2021-07-27,42.0,28085.0
2021-07-27,43.0,27784.0
2021-07-27,44.0,26706.0
2021-07-27,45.0,25601.0
2021-07-27,46.0,24894.0
2021-07-27,47.0,19749.0
2021-07-27,48.0,16794.0
2021-07-28,1.0,16855.0
2021-07-28,2.0,16993.0
2021-07-28,3.0,16901.0
2021-07-28,4.0,16848.0
2021-07-28,5.0,16984.0
2021-07-28,6.0,17134.0
2021-07-28,7.0,17247.0
2021-07-28,8.0,17383.0
2021-07-28,9.0,17379.0
2021-07-28,10.0,17414.0
2021-07-28,11.0,17620.0
2021-07-28,12.0,17985.0
2021-07-28,13.0,18705.0
2021-07-28,14.0,20519.0
2021-07-28,15.0,23408.0
2021-07-28,16.0,25311.0
2021-07-28,17.0,26447.0
2021-07-28,18.0,27167.0
2021-07-28,19.0,28024.0
2021-07-28,20.0,28677.0
2021-07-28,21.0,29252.0
2021-07-28,22.0,29755.0
2021-07-28,23.0,29728.0
2021-07-28,24.0,29858.0
2021-07-28,25.0,30127.0
2021-07-28,26.0,30227.0
2021-07-28,27.0,30045.0
2021-07-28,28.0,29771.0
2021-07-28,29.0,29172.0
2021-07-28,30.0,29088.0
2021-07-28,31.0,29114.0
2021-07-28,32.0,29092.0
2021-07-28,33.0,29116.0
2021-07-28,34.0,28966.0
2021-07-28,35.0,29157.0
2021-07-28,36.0,28416.0
2021-07-28,37.0,27914.0
2021-07-28,38.0,27420.0
2021-07-28,39.0,26930.0
2021-07-28,40.0,26476.0
2021-07-28,41.0,25688.0
2021-07-28,42.0,24936.0
2021-07-28,43.0,24828.0
2021-07-28,44.0,24323.0
2021-07-28,45.0,22958.0
2021-07-28,46.0,21869.0
2021-07-28,47.0,19471.0
2021-07-28,48.0,17847.0
2021-07-29,1.0,18410.0
2021-07-29,2.0,18579.0
2021-07-29,3.0,18219.0
2021-07-29,4.0,18328.0
2021-07-29,5.0,18404.0
2021-07-29,6.0,18430.0
2021-07-29,7.0,18403.0
2021-07-29,8.0,18408.0
2021-07-29,9.0,18397.0
2021-07-29,10.0,18330.0
2021-07-29,11.0,18287.0
2021-07-29,12.0,18296.0
2021-07-29,13.0,18907.0
2021-07-29,14.0,20966.0
2021-07-29,15.0,23855.0
2021-07-29,16.0,26242.0
2021-07-29,17.0,27969.0
2021-07-29,18.0,28672.0
2021-07-29,19.0,29473.0
2021-07-29,20.0,30195.0
2021-07-29,21.0,30646.0
2021-07-29,22.0,31108.0
2021-07-29,23.0,31474.0
2021-07-29,24.0,31687.0
2021-07-29,25.0,31615.0
2021-07-29,26.0,31468.0
2021-07-29,27.0,31315.0
2021-07-29,28.0,31102.0
2021-07-29,29.0,30723.0
2021-07-29,30.0,30270.0
2021-07-29,31.0,30067.0
2021-07-29,32.0,30072.0
2021-07-29,33.0,30499.0
2021-07-29,34.0,31144.0
2021-07-29,35.0,31159.0
2021-07-29,36.0,30605.0
2021-07-29,37.0,29863.0
