BMU Type,BMU ID,BMU Fuel Type,BMU GSP Group Id,LOC LAT,LOC LONG,BMU Party ID,Trading Unit,PC Flag,PC Status,Transmission Loss Factor,Generation Capacity,Demand Capacity,Exempt Export Flag,Base TU Flag,FPN Flag
T,T_PEMB-11,CCGT,_K,51.6830030801772,-4.99486537080063,RWE Generation UK plc,Pembroke Power Station,Dynamic,Production (P),0.0055696,475.0,-11.0,0,0,1
T,T_PEMB-21,CCGT,_K,51.6830030801772,-4.99486537080063,RWE Generation UK plc,Pembroke Power Station,Dynamic,Production (P),0.0055696,475.0,-11.0,0,0,1
T,T_PEMB-31,CCGT,_K,51.6830030801772,-4.99486537080063,RWE Generation UK plc,Pembroke Power Station,Dynamic,Production (P),0.0055696,475.0,-11.0,0,0,1
T,T_PEMB-41,CCGT,_K,51.6830030801772,-4.99486537080063,RWE Generation UK plc,Pembroke Power Station,Dynamic,Production (P),0.0055696,475.0,-11.0,0,0,1
T,T_PEMB-51,CCGT,_K,51.6830030801772,-4.99486537080063,RWE Generation UK plc,Pembroke Power Station,Dynamic,Production (P),0.0055696,475.0,-11.0,0,0,1
T,T_PNYCW-1,WIND,_K,51.6981734483921,-3.53207005728245,Pen y Cymoedd Wind Farm LTD,PYC Trading Unit,Dynamic,Production (P),0.0055696,228.0,-17.16,0,0,1
E,E_ALCOA-1,OTHER,_K,51.9057872187964,-3.77942091780911,Conrad Energy (Trading),DEFAULT__K,Consumption (C),Consumption (C),0.0055696,40.5,-1.1,1,1,1
T,T_PNYCB-1,BATTERY,_K,51.7072217980722,-3.5853900400384,Arenko Cleantech Limited,PYC Trading Unit,Dynamic,Production (P),0.0055696,22.0,-22.0,0,0,1
2,2__KANGE001,OTHER,_K,51.9057872187964,-3.77942091780911,Limejump Energy Limited,DEFAULT__K,Dynamic,Consumption (C),0.0055696,50.0,0.0,0,1,1
2,2__KUKPR001,OTHER,_K,51.9057872187964,-3.77942091780911,UK Power Reserve Limited,DEFAULT__K,Dynamic,Consumption (C),0.0055696,108.0,-2.0,0,1,1
V,V__KGAZP001,OTHER,_K,51.7594384115167,-3.2854947062566,SEFE Marketing & Trading LTD,Non-TrUnit,Consumption (C),Consumption (C),0.0073762,0.0,0.0,0,0,1
V,V__KGAZP002,OTHER,_K,51.9487864890175,-3.39117519667584,SEFE Marketing & Trading LTD,Non-TrUnit,Consumption (C),Consumption (C),0.0014133,0.0,0.0,0,0,1
2,2__KFLEX001,OTHER,_K,51.9057872187964,-3.77942091780911,Flexitricity Limited,DEFAULT__K,Dynamic,Consumption (C),0.0055696,49.0,0.0,0,1,1
V,V__KWELS001,OTHER,_K,51.9057872187964,-3.77942091780911,Welsh Power Group Limited,Non-TrUnit,Production (P),Production (P),0.0055696,0.0,0.0,0,0,1
V,V__KWELS002,OTHER,_K,51.9057872187964,-3.77942091780911,Welsh Power Group Limited,Non-TrUnit,Production (P),Production (P),0.0055696,0.0,0.0,0,0,1
2,2__KSTAT001,OTHER,_K,51.9057872187964,-3.77942091780911,Statkraft Markets Gmbh,DEFAULT__K,Dynamic,Consumption (C),0.0055696,8.0,0.0,0,1,1
E,E_BRIDGWTR,OTHER,_L,51.1308544097575,-3.00986547351759,UK Power Reserve Limited,DEFAULT__L,Consumption (C),Consumption (C),0.0153557,10.18,0.0,1,1,1
T,T_INDQ-1,OCGT,_L,50.3968418399155,-4.89909013753873,Indian Queens Power Ltd,Non-TrUnit,Dynamic,Production (P),0.0153557,140.08,-5.0,0,0,1
T,T_SEAB-1,CCGT,_L,51.5394860064905,-2.67015297397422,Seabank Power Limited,Non-TrUnit,Dynamic,Production (P),0.0,406.0,-11.0,0,0,1
T,T_SEAB-2,CCGT,_L,51.5394860064905,-2.67015297397422,Seabank Power Limited,Seabank Power Station,Dynamic,Production (P),0.0153557,406.0,-11.0,0,0,1
T,T_LAGA-1,CCGT,_L,50.3884951648231,-4.01096244705795,EP UK INVESTMENTS LIMITED,Non-TrUnit,Dynamic,Production (P),0.0153557,905.0,-30.0,0,0,1
E,E_TDRVE-1,OTHER,_L,50.7351855530629,-3.90967377076824,Conrad Energy (Trading),DEFAULT__L,Consumption (C),Consumption (C),0.0153557,6.0,-1.0,1,1,1
E,E_WTRLN-1,OTHER,_L,50.7351855530629,-3.90967377076824,Conrad Energy (Trading),DEFAULT__L,Consumption (C),Consumption (C),0.0153557,20.0,-1.0,1,1,1
T,T_FSDLW-1,WIND,_L,55.7733030668119,-5.46396604872735,Freasdail Energy Limited,Non-TrUnit,Dynamic,Production (P),-0.0351173,22.2,-0.4,0,0,1
2,2__LANGE001,BATTERY,_L,50.7351855530629,-3.90967377076824,Limejump Energy Limited,DEFAULT__L,Dynamic,Consumption (C),0.0153557,65.0,-25.727,0,1,1
2,2__LSTAT001,OTHER,_L,50.7351855530629,-3.90967377076824,Statkraft Markets Gmbh,DEFAULT__L,Dynamic,Consumption (C),0.0153557,20.0,-2.0,0,1,1
V,V__LFLEX001,BATTERY,_L,50.7351855530629,-3.90967377076824,Flexitricity Limited,Non-TrUnit,Consumption (C),Consumption (C),0.0153557,0.0,0.0,0,0,1
2,2__LUKPR001,OTHER,_L,50.7351855530629,-3.90967377076824,UK Power Reserve Limited,DEFAULT__L,Dynamic,Consumption (C),0.0153557,40.0,-2.0,0,1,1
2,2__LECOT003,OTHER,_L,50.7351855530629,-3.90967377076824,The Renewable Energy Co Ltd,DEFAULT__L,Dynamic,Consumption (C),0.0153557,6.94,0.0,0,1,1
V,V__LCEND001,WIND,_L,50.5907423171247,-5.60171669087776,Centrica Business Solutions UK,Non-TrUnit,Production (P),Production (P),0.0153557,0.0,0.0,0,0,1
E,E_EXETR-2,OTHER,_L,51.3765234622632,-0.116244867446245,Whitetower Energy Limited,DEFAULT__L,Production (P),Production (P),0.0153557,50.0,-6.0,1,1,1
T,T_DRAXX-1,BIOMASS,_M,53.735770990324,-0.994839112545035,Drax Power Ltd,Drax Power Station,Dynamic,Production (P),-0.0066637,660.0,0.0,0,0,1
T,T_DRAXX-10G,OCGT,_M,53.735770990324,-0.994839112545035,Drax Power Ltd,Drax Power Station,Dynamic,Production (P),-0.0066637,32.728,0.0,0,0,1
T,T_DRAXX-12G,OCGT,_M,53.735770990324,-0.994839112545035,Drax Power Ltd,Drax Power Station,Dynamic,Production (P),-0.0066637,32.0,0.0,0,0,1
T,T_DRAXX-2,BIOMASS,_M,53.735770990324,-0.994839112545035,Drax Power Ltd,Drax Power Station,Dynamic,Production (P),-0.0066637,645.0,0.0,0,0,1
T,T_DRAXX-3,BIOMASS,_M,53.735770990324,-0.994839112545035,Drax Power Ltd,Drax Power Station,Dynamic,Production (P),-0.0066637,651.748,-31.031,0,0,1
T,T_DRAXX-4,BIOMASS,_M,53.735770990324,-0.994839112545035,Drax Power Ltd,Drax Power Station,Dynamic,Production (P),-0.0066637,645.0,-32.48,0,0,1
T,T_DRAXX-5,COAL,_M,53.735770990324,-0.994839112545035,Drax Power Ltd,Drax Power Station,Dynamic,Production (P),-0.0066637,645.0,0.0,0,0,1
T,T_DRAXX-6,COAL,_M,53.735770990324,-0.994839112545035,Drax Power Ltd,Drax Power Station,Dynamic,Production (P),-0.0066637,645.0,-31.945,0,0,1
T,T_DRAXX-9G,OCGT,_M,53.735770990324,-0.994839112545035,Drax Power Ltd,Drax Power Station,Dynamic,Production (P),-0.0066637,32.454,0.0,0,0,1
T,T_HUMR-1,CCGT,_M,53.639913596783,-0.234287523318534,VPI Immingham LLP,IMMINGHAM CHP,Dynamic,Production (P),-0.0066637,1283.0,-30.0,0,0,1
T,T_KEAD-1,CCGT,_M,53.594721,-0.749304,Keadby Generation Limited,Non-TrUnit,Dynamic,Production (P),-0.0066637,764.0,-11.0,0,0,1
T,T_KEADGT-3,OCGT,_M,53.594721,-0.749304,Keadby Generation Limited,Non-TrUnit,Dynamic,Production (P),-0.0066637,30.0,0.0,0,0,1
T,T_KILLPG-1,CCGT,_M,53.6538888106308,-0.256467245830038,Uniper UK Limited,KILLINGHOLME PS TRADING UNIT,Dynamic,Production (P),-0.0066637,311.0,-14.0,0,0,1
T,T_KILLPG-2,CCGT,_M,53.6538888106308,-0.256467245830038,Uniper UK Limited,KILLINGHOLME PS TRADING UNIT,Dynamic,Production (P),-0.0066637,316.0,-6.0,0,0,1
T,T_SCCL-1,CCGT,_M,53.7351874989282,-0.243281209316398,SCCL,SALTEND1,Dynamic,Production (P),-0.0066637,408.2,-10.0,0,0,1
T,T_SCCL-2,CCGT,_M,53.7351874989282,-0.243281209316398,SCCL,SALTEND1,Dynamic,Production (P),-0.0066637,409.1,-10.0,0,0,1
T,T_SCCL-3,CCGT,_M,53.7351874989282,-0.243281209316398,SCCL,SALTEND1,Dynamic,Production (P),-0.0066637,409.3,-20.0,0,0,1
T,T_SHBA-1,CCGT,_M,53.6024536561007,-0.14482869874556,EP UK INVESTMENTS LIMITED,SOUTH HUMBER BANK P/S.,Dynamic,Production (P),-0.0066637,821.4,-10.0,0,0,1
T,T_SHBA-2,CCGT,_M,53.6024536561007,-0.14482869874556,EP UK INVESTMENTS LIMITED,SOUTH HUMBER BANK P/S.,Dynamic,Production (P),-0.0066637,580.0,-10.0,0,0,1
T,T_WBUGT-1,OCGT,_M,53.3602705355264,-0.813504948099536,EDF Energy (Thermal Generation),West Burton A&B Power Stations,Dynamic,Production (P),0.0034544,21.94,0.0,0,0,1
T,T_WBUGT-4,OCGT,_M,53.3602705355264,-0.813504948099536,EDF Energy (Thermal Generation),West Burton A&B Power Stations,Dynamic,Production (P),0.0034544,21.0,0.0,0,0,1
T,T_WBUPS-1,COAL,_M,53.3602705355264,-0.813504948099536,EDF Energy (Thermal Generation),West Burton A&B Power Stations,Dynamic,Production (P),0.0034544,484.0,-30.0,0,0,1
T,T_WBUPS-2,COAL,_M,53.3602705355264,-0.813504948099536,EDF Energy (Thermal Generation),West Burton A&B Power Stations,Dynamic,Production (P),0.0034544,503.7,-30.0,0,0,1
T,T_WBUPS-3,COAL,_M,53.3602705355264,-0.813504948099536,EDF Energy (Thermal Generation),West Burton A&B Power Stations,Dynamic,Production (P),0.0034544,503.0,-30.0,0,0,1
T,T_WBUPS-4,COAL,_M,53.3602705355264,-0.813504948099536,EDF Energy (Thermal Generation),West Burton A&B Power Stations,Dynamic,Production (P),0.0034544,489.0,-30.0,0,0,1
T,T_WBURB-1,CCGT,_M,53.3602705355264,-0.813504948099536,West Burton B Limited,West Burton A&B Power Stations,Dynamic,Production (P),0.0034544,470.0,-60.0,0,0,1
T,T_WBURB-2,CCGT,_M,53.3602705355264,-0.813504948099536,West Burton B Limited,West Burton A&B Power Stations,Dynamic,Production (P),0.0034544,470.0,0.0,0,0,1
T,T_WBURB-3,CCGT,_M,53.3602705355264,-0.813504948099536,West Burton B Limited,West Burton A&B Power Stations,Dynamic,Production (P),0.0034544,470.0,-60.0,0,0,1
T,T_WTMSO-1,WIND,_M,53.8323158010841,0.204040765915748,Westermost Rough Limited,Non-TrUnit,Dynamic,Production (P),-0.0066637,205.0,-40.0,0,0,1
T,T_HMGTO-1,WIND,_M,53.6435498000257,0.2969297386602,RWE Renewables UK Humber Wind,Non-TrUnit,Dynamic,Production (P),-0.0066637,108.0,-6.0,0,0,1
T,T_HMGTO-2,WIND,_M,53.6435498000257,0.2969297386602,RWE Renewables UK Humber Wind,Non-TrUnit,Dynamic,Production (P),-0.0066637,111.0,-6.2,0,0,1
T,T_WBURB-43,BATTERY,_M,53.3602705355264,-0.813504948099536,West Burton B Limited,West Burton A&B Power Stations,Dynamic,Production (P),0.0034544,31.0,-30.338,0,0,1
T,T_WBURB-41,BATTERY,_M,53.3602705355264,-0.813504948099536,West Burton B Limited,West Burton A&B Power Stations,Dynamic,Production (P),0.0034544,31.0,-30.338,0,0,1
T,T_HOWAO-2,WIND,_M,53.9776590966637,0.905244898423267,Hornsea 1 Limited,Non-TrUnit,Dynamic,Production (P),-0.0066637,400.0,-7.26,0,0,1
T,T_HOWAO-3,WIND,_M,53.9776590966637,0.905244898423267,Hornsea 1 Limited,Non-TrUnit,Dynamic,Production (P),-0.0066637,400.0,-7.3,0,0,1
T,T_HOWAO-1,WIND,_M,53.9776590966637,0.905244898423267,Hornsea 1 Limited,Non-TrUnit,Dynamic,Production (P),-0.0066637,400.0,-5.32,0,0,1
2,2__MFLEX001,OTHER,_M,53.6704971649063,-1.07127515507863,Flexitricity Limited,DEFAULT__M,Dynamic,Consumption (C),-0.0066637,49.0,0.0,0,1,1
2,2__MSMAR001,OTHER,_M,53.6704971649063,-1.07127515507863,Smartestenergy Limited,DEFAULT__M,Dynamic,Consumption (C),-0.0083696,0.0,0.0,0,1,0
2,2__MSMAR002,OTHER,_M,53.6704971649063,-1.07127515507863,Smartestenergy Limited,DEFAULT__M,Dynamic,Consumption (C),-0.0083696,0.0,0.0,0,1,0
2,2__MCNDL001,OCGT,_M,53.542245560194,-0.510337078029536,NEAS Energy Ltd.,DEFAULT__M,Dynamic,Consumption (C),-0.0066637,49.0,0.0,0,1,1
2,2__MFLEX002,BATTERY,_M,53.6704971649063,-1.07127515507863,Flexitricity Limited,DEFAULT__M,Dynamic,Consumption (C),-0.0090952,49.0,0.0,0,1,1
2,2__MSTAT001,BATTERY,_M,53.6704971649063,-1.07127515507863,Statkraft Markets Gmbh,DEFAULT__M,Dynamic,Consumption (C),-0.0090952,50.0,-51.021,0,1,1
2,2__MSTAT002,OTHER,_M,53.6704971649063,-1.07127515507863,Statkraft Markets Gmbh,DEFAULT__M,Dynamic,Consumption (C),-0.0066637,50.0,-2.0,0,1,1
T,T_KEAD-2,CCGT,_M,53.594721,-0.749304,Keadby Generation Limited,Non-TrUnit,Dynamic,Production (P),-0.0066637,887.26,-29.0,0,0,1
V,V__MADEL001,OTHER,_M,53.6704971649063,-1.07127515507863,Adela Energy Ltd,Non-TrUnit,Production (P),Production (P),-0.0066637,0.0,0.0,0,0,1
2,2__MSMAE001,OTHER,_M,53.6704971649063,-1.07127515507863,Smartestenergy Limited,DEFAULT__M,Dynamic,Consumption (C),-0.0066637,21.158,0.0,0,1,1
2,2__MSMAE002,OTHER,_M,53.6704971649063,-1.07127515507863,Smartestenergy Limited,DEFAULT__M,Dynamic,Consumption (C),-0.0066637,15.72,0.0,0,1,1
V,V__MEROV001,OTHER,_M,53.6704971649063,-1.07127515507863,Erova Energy Limited,Non-TrUnit,Consumption (C),Consumption (C),-0.0066637,0.0,0.0,0,0,1
2,2__MSTAT003,OTHER,_M,53.6704971649063,-1.07127515507863,Statkraft Markets Gmbh,DEFAULT__M,Dynamic,Consumption (C),-0.0066637,16.0,0.0,0,1,1
E,E_THRNL-1,CCGT,_M,53.6773651786036,-1.65430522684972,Whitetower Energy Limited,DEFAULT__M,Production (P),Production (P),-0.0066637,50.0,-6.0,1,1,1
V,V__MCEND002,OTHER,_M,53.6704971649063,-1.07127515507863,Centrica Business Solutions UK,Non-TrUnit,Production (P),Production (P),-0.0066637,0.0,0.0,0,0,1
E,E_BARNB-1,BATTERY,_M,53.548646,-1.44852,SMS Energy Services Limited,DEFAULT__M,Consumption (C),Consumption (C),-0.0066637,40.0,-40.0,1,1,1
E,E_PILLB-1,BATTERY,_M,53.799902,-0.410639,Tesla Motors Limited,DEFAULT__M,Production (P),Production (P),-0.0066637,49.9,-49.9,1,1,1
T,T_BLLA-1,WIND,_N,55.7833844002214,-3.71792073123343,SP Renewables (UK) Limited,Non-TrUnit,Dynamic,Production (P),-0.0096992,118.0,-3.0,0,0,1
T,T_WHILW-1,WIND,_N,55.67825,-4.278671,SP Renewables (UK) Limited,Non-TrUnit,Dynamic,Production (P),-0.0096992,309.0,-6.0,0,0,1
E,E_MINSW-1,WIND,_N,55.113655,-3.225439,Mobius Renewables Gen. (GB),DEFAULT__N,Consumption (C),Consumption (C),-0.0096992,37.25,-0.26,1,1,1
E,E_DALSW-1,WIND,_N,55.1821998095562,-3.65834336645114,Mobius Renewables Gen. (GB),DEFAULT__N,Consumption (C),Consumption (C),-0.0096992,30.0,-0.14,1,1,1
T,T_DNLWW-1,WIND,_N,55.8169964682833,-2.84629447723892,SP Renewables (UK) Limited,Non-TrUnit,Dynamic,Production (P),-0.0096992,29.75,-2.0,0,0,1
T,T_TDBNW-1,WIND,_N,55.7736971068221,-2.87022886931527,SSE Generation Ltd,Non-TrUnit,Dynamic,Production (P),-0.010788,27.6,-0.1,0,0,1
T,T_CRYRW-2,WIND,_N,55.9149587369924,-2.53893848627462,Crystal Rig II Limited,Non-TrUnit,Dynamic,Production (P),-0.0096992,138.0,-13.48,0,0,1
T,T_CLDSW-1,WIND,_N,55.4472422926051,-3.59846637209265,Clyde Windfarm (Scotland),Non-TrUnit,Dynamic,Production (P),-0.0096992,150.0,-5.0,0,0,1
T,T_ARCHW-1,WIND,_N,55.0847215058462,-4.86319035423388,SP Renewables (UK) Limited,Non-TrUnit,Dynamic,Production (P),-0.0096992,114.0,-3.0,0,0,1
T,T_MKHLW-1,WIND,_N,55.1305479105383,-4.74603326137112,SP Renewables (UK) Limited,Non-TrUnit,Dynamic,Production (P),-0.0096992,53.0,-2.5,0,0,1
T,T_CLDCW-1,WIND,_N,55.4472422926051,-3.59846637209265,Clyde Windfarm (Scotland),Non-TrUnit,Dynamic,Production (P),-0.0096992,200.0,-5.0,0,0,1
T,T_CLDNW-1,WIND,_N,55.4472422926051,-3.59846637209265,Clyde Windfarm (Scotland),Non-TrUnit,Dynamic,Production (P),-0.0096992,200.0,-10.0,0,0,1
T,T_WHILW-2,WIND,_N,55.67825,-4.278671,SP Renewables (UK) Limited,Non-TrUnit,Dynamic,Production (P),-0.0096992,206.0,-3.5,0,0,1
T,T_FALGW-1,WIND,_N,55.8251685741974,-2.66444035517135,Fallago Rig Wind Farm Limited,Non-TrUnit,Dynamic,Production (P),-0.0096992,144.0,-2.5,0,0,1
T,T_HRSTW-1,WIND,_N,55.2647764660269,-3.56236876714558,SP Renewables (UK) Limited,Non-TrUnit,Dynamic,Production (P),-0.0096992,142.3,-3.0,0,0,1
T,T_BLLA-2,WIND,_N,55.7838123425115,-3.71791003986865,SP Renewables (UK) Limited,Non-TrUnit,Dynamic,Production (P),-0.0096992,69.0,-2.5,0,0,1
E,E_ASLVW-1,WIND,_N,55.2233367295598,-4.82541457906469,Npower Commercial Gas Limited,DEFAULT__N,Consumption (C),Consumption (C),-0.0096992,26.0,-6.0,1,1,1
T,T_DRSLW-1,WIND,_N,55.3192426821716,-4.46968830405667,SP Renewables (UK) Limited,Non-TrUnit,Dynamic,Production (P),-0.0096992,69.0,-2.5,0,0,1
E,E_ASHWW-1,WIND,_N,55.5293243449774,-3.79974913207111,Statkraft Markets Gmbh,DEFAULT__N,Production (P),Production (P),-0.0096992,35.0,-1.0,1,1,1
T,T_CRYRW-3,WIND,_N,55.9045142216411,-2.54292644526458,Crystal Rig 3 Limited,Non-TrUnit,Production (P),Production (P),-0.0096992,13.8,-0.1,1,0,1
T,T_KLGLW-1,WIND,_N,55.0330425549583,-4.76716353407201,SP Renewables (UK) Limited,Non-TrUnit,Dynamic,Production (P),-0.0096992,228.0,-2.0,0,0,1
T,T_EWHLW-1,WIND,_N,55.1469201400895,-3.17885638237079,SP Renewables (UK) Limited,Non-TrUnit,Dynamic,Production (P),-0.010788,37.0,-2.0,0,0,1
E,E_ABRTW-1,WIND,_N,55.623336,-3.990532,Npower Commercial Gas Limited,DEFAULT__N,Consumption (C),Consumption (C),-0.0096992,36.0,-10.0,1,1,1
T,T_MYGPW-1,WIND,_N,55.2535235702828,-3.52880208893993,Minnygap Energy Limited,Non-TrUnit,Dynamic,Production (P),-0.0096992,25.0,-0.4,0,0,1
T,T_WISTW-2,WIND,_N,55.2456416430069,-4.30795607162144,BROCKLOCH RIG WINDFARM LTD,Non-TrUnit,Dynamic,Production (P),-0.010788,61.5,0.0,0,0,1
T,T_AKGLW-2,WIND,_N,55.907521,-2.542623,Aikengall 2 CWCL,Non-TrUnit,Dynamic,Production (P),-0.0096992,63.84,0.0,0,0,1
2,2__NHPOW001,OTHER,_N,55.4692643045037,-3.73632508690197,Drax Energy Solutions Limited,DEFAULT__N,Dynamic,Consumption (C),-0.0096992,25.0,0.0,0,1,1
T,T_BLKWW-1,WIND,_N,55.1201042743037,-4.02998927384781,Blackcraig Wind Farm Limited,Non-TrUnit,Dynamic,Production (P),-0.0096992,52.9,-0.8,0,0,1
T,T_SANQW-1,WIND,_N,55.3460868765354,-4.02530652290678,SANQUHAR CWCL,Non-TrUnit,Dynamic,Production (P),-0.0096992,32.08,0.0,0,0,1
T,T_AFTOW-1,WIND,_N,55.312341,-4.166516,Afton Wind Farm Limited,Non-TrUnit,Production (P),Production (P),-0.0096992,50.0,-2.0,1,0,1
T,T_WHIHW-1,WIND,_N,55.3574,-4.0294,Whiteside Hill,Non-TrUnit,Dynamic,Production (P),-0.0096992,27.52,-0.1,0,0,1
T,T_MIDMW-1,WIND,_N,55.5143298184402,-3.80325576801297,Banks Renewable Limited,Non-TrUnit,Dynamic,Production (P),-0.0096992,51.0,-1.0,0,0,1
E,E_CRGTW-1,WIND,_N,55.1811603707637,-3.04998984182136,British Gas Trading Ltd,DEFAULT__N,Production (P),Production (P),-0.0096992,4.7,-0.2,1,1,1
T,T_KPMRW-1,WIND,_N,55.6595058836082,-4.05586361808322,Banks Renewable Limited,Non-TrUnit,Dynamic,Production (P),-0.0096992,89.0,-2.0,0,0,1
2,2__NANGE001,OTHER,_N,55.4692643045037,-3.73632508690197,Limejump Energy Limited,DEFAULT__N,Dynamic,Consumption (C),-0.0096992,50.0,0.0,0,1,1
2,2__NANGE002,OTHER,_N,55.4692643045037,-3.73632508690197,Limejump Energy Limited,DEFAULT__N,Dynamic,Consumption (C),-0.0096992,57.026,-17.02,0,1,1
T,T_CRDEW-1,WIND,_N,55.1944176851704,-3.16947541771134,Crossdykes WF Limited,Non-TrUnit,Dynamic,Production (P),-0.0096992,23.764,-0.2,0,0,1
T,T_CRDEW-2,WIND,_N,55.1944176851704,-3.16947541771134,Crossdykes WF Limited,Non-TrUnit,Dynamic,Production (P),-0.0096992,23.327,-0.2,0,0,1
V,V__NFLEX001,OTHER,_N,55.4692643045037,-3.73632508690197,Flexitricity Limited,Non-TrUnit,Consumption (C),Consumption (C),-0.0096992,0.0,0.0,0,0,1
2,2__NFLEX001,BATTERY,_N,55.4692643045037,-3.73632508690197,Flexitricity Limited,DEFAULT__N,Dynamic,Consumption (C),-0.010788,49.0,0.0,0,1,1
T,T_WDRGW-1,WIND,_N,55.2747,-4.1786,Windy Rig Wind Farm Limited,Non-TrUnit,Dynamic,Production (P),-0.0096992,42.8,-0.76,0,0,1
T,T_DOUGW-1,WIND,_N,55.5745951654664,-3.85707226094901,Erova Energy Limited,Non-TrUnit,Dynamic,Production (P),-0.0096992,45.0,-0.532,0,0,1
T,T_AKGLW-3,WIND,_N,55.907521,-2.542623,Aikengall IIA CWC Limited,Non-TrUnit,Dynamic,Production (P),-0.0096992,163.4,-1.0,0,0,1
T,T_TWSHW-1,WIND,_N,55.3474484279444,-3.88054021704906,Twentyshilling Limited,Non-TrUnit,Dynamic,Production (P),-0.0096992,37.8,-7.324,0,0,1
E,E_BLARW-1,WIND,_N,55.5699682647808,-5.62270151880709,Erova Energy Limited,DEFAULT__P,Consumption (C),Consumption (C),-0.0351173,70.0,0.0,1,1,1
2,2__NSTAT001,OTHER,_N,55.4692643045037,-3.73632508690197,Statkraft Markets Gmbh,DEFAULT__N,Dynamic,Consumption (C),-0.0096992,20.0,-2.0,0,1,1
T,T_WHLWB-1,BATTERY,_N,55.6954057451811,-4.17311540787816,SP Renewables (UK) Limited,Non-TrUnit,Dynamic,Consumption (C),-0.0096992,50.2,-50.2,0,0,1
T,T_KENNW-1,WIND,_N,55.4909146445575,-3.91668796309892,Kennoxhead Wind Farm Limited,Non-TrUnit,Dynamic,Production (P),-0.0096992,60.0,-0.1,0,0,1
2,2__NFLEX003,OTHER,_N,55.4692643045037,-3.73632508690197,Flexitricity Limited,DEFAULT__N,Dynamic,Consumption (C),-0.0096992,49.0,0.0,0,1,1
2,2__NFLEX004,OTHER,_N,55.4692643045037,-3.73632508690197,Flexitricity Limited,DEFAULT__N,Dynamic,Consumption (C),-0.0096992,49.0,0.0,0,1,1
2,2__NFSEN007,BATTERY,_N,55.4692643045037,-3.73632508690197,F & S Energy Ltd,DEFAULT__N,Dynamic,Consumption (C),-0.0096992,30.674,-29.519,0,1,1
2,2__NFLEX005,OTHER,_N,55.4692643045037,-3.73632508690197,Flexitricity Limited,DEFAULT__N,Dynamic,Consumption (C),-0.0096992,49.0,0.0,0,1,1
2,2__NFLEX006,OTHER,_N,55.4692643045037,-3.73632508690197,Flexitricity Limited,DEFAULT__N,Dynamic,Consumption (C),-0.0096992,49.0,0.0,0,1,1
2,2__NFLEX007,OTHER,_N,55.4692643045037,-3.73632508690197,Flexitricity Limited,DEFAULT__N,Dynamic,Consumption (C),-0.0096992,49.0,0.0,0,1,1
2,2__NSTAT002,OTHER,_N,55.4692643045037,-3.73632508690197,Statkraft Markets Gmbh,DEFAULT__N,Dynamic,Consumption (C),-0.0096992,20.0,0.0,0,1,1
M,M_CAS-BEU01,NPSHYD,_P,57.44,-4.55,SSE Generation Ltd,Non-TrUnit,Dynamic,Production (P),-0.0351173,91.0,0.0,0,0,1
M,M_CAS-CLU01,NPSHYD,_P,56.7170519422194,-3.77792164677669,SSE Generation Ltd,Non-TrUnit,Dynamic,Production (P),-0.0351173,76.2,0.0,0,0,1
M,M_CAS-CON01,NPSHYD,_P,57.61954413416,-4.83159697976469,SSE Generation Ltd,Non-TrUnit,Dynamic,Production (P),-0.0351173,90.0,0.0,0,0,1
M,M_CAS-GAR01,NPSHYD,_P,57.0632146909121,-5.12392896486729,SSE Generation Ltd,Non-TrUnit,Dynamic,Production (P),-0.0351173,40.0,0.0,0,0,1
M,M_CAS-KIL01,NPSHYD,_P,56.4902210403779,-4.35869327005366,SSE Generation Ltd,Non-TrUnit,Dynamic,Production (P),-0.0351173,70.0,0.0,0,0,1
M,M_CAS-MOR01,NPSHYD,_P,57.1417865187992,-4.9605628334098,SSE Generation Ltd,Non-TrUnit,Dynamic,Production (P),-0.0351173,74.0,0.0,0,0,1
M,M_SLOY-1,NPSHYD,_P,56.2620099232539,-4.76153100470365,SSE Generation Ltd,Non-TrUnit,Dynamic,Production (P),-0.0351173,50.0,0.0,0,0,1
M,M_SLOY-4,NPSHYD,_P,56.2620099232539,-4.76153100470365,SSE Generation Ltd,Non-TrUnit,Dynamic,Production (P),-0.0351173,40.0,0.0,0,0,1
T,T_CRUA-1,PS,_P,56.4067720761094,-5.11277777229641,Drax Pumped Storage Limited,Cruachan Power Station,Dynamic,Consumption (C),-0.0096992,123.0,-134.0,0,0,1
T,T_CRUA-2,PS,_P,56.4067720761094,-5.11277777229641,Drax Pumped Storage Limited,Cruachan Power Station,Dynamic,Consumption (C),-0.0096992,124.76,-134.0,0,0,1
T,T_CRUA-3,PS,_P,56.4067720761094,-5.11277777229641,Drax Pumped Storage Limited,Cruachan Power Station,Dynamic,Consumption (C),-0.0096992,100.0,-120.0,0,0,1
T,T_CRUA-4,PS,_P,56.4067720761094,-5.11277777229641,Drax Pumped Storage Limited,Cruachan Power Station,Dynamic,Consumption (C),-0.0096992,104.0,-120.0,0,0,1
T,T_ERRO-1,NPSHYD,_P,56.7091550005224,-4.00651161630979,SSE Generation Ltd,Non-TrUnit,Dynamic,Production (P),-0.0351173,25.0,0.0,0,0,1
T,T_ERRO-2,NPSHYD,_P,56.7091550005224,-4.00651161630979,SSE Generation Ltd,Non-TrUnit,Dynamic,Production (P),-0.0351173,25.0,0.0,0,0,1
